source_file,source_position,item_code,uom,display_name,official_product_page,official_image_url,local_asset_path,match_confidence,rights_status,queue
opencode-recover/recover-pass1.csv,,KHI-FRY-ARF35,SET,Khind Air Fryer (mint),https://khind.com.my/products/khind-3-5l-air-fryer-arf35,http://khind.com.my/cdn/shop/files/ssmy.zone-1682563305-ARF35_Mint_WH_Cover.jpg?v=1751809314,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-DRI-SCD10D2K,UNIT,Stanley 12V Tower Up Drill/driver 2.0AH,https://theleedenstore.com.my/product/stanley-scd10d2k-b1-12v-brushed-cordless-drill-driver-with-2-0ah-battery-1-5a-charger/,https://theleedenstore.com.my/wp-content/uploads/2024/11/STENLEY-CORDLESS-SERIES_STANLEY-SCD10D2K-B1-12V-BRUSHED-CORDLESS-DRILL-DRIVER-WITH-2.0AH-BATTERY-1.5A-CHARGER-PHOTO-1.jpg,,C,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0611-924-0L1,UNIT,Gbh Batt. Rotary Hammer,https://www.bosch-pt.com.my/my/en/products/gbh-185-li-06119240L1,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o397710v54_GBH_185-Li_4Ah_Ghost_Image_dyn.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTA60Z1-10W-4000K,PCS,Megaman A60 E27 LED Bulb YTA60Z1 10W/4000K,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTA70Z1-15W-4000K,PCS,Megaman A70 E27 LED Bulb YTA70Z1 15W/4000K,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,KHI-COO-RC828N,SET,Khind Rice Cooker 2.8L,https://khind.com.my/products/khind-electric-rice-cooker-cool-grey-490095298,http://khind.com.my/cdn/shop/files/rc828n-wh-cover-coolgrey_111021154853_714986b7-6896-4693-98dc-6a2a2f222730.jpg?v=1751809645,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,"EXH-FAN-KHI-08""-WHI-EF8001",SET,Khind 8 Exhaust Fan (off White),https://khind.com.my/products/khind-exhaust-fan-ef8001,http://khind.com.my/cdn/shop/files/Khind_20Exhaust_20Fan_20EF8001_thumbnail_d9127cde-d554-45dc-b621-6ff1383e5c83.jpg?v=1751809705,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0601-228-1L2,UNIT,Gsb 16RE Impact Drill (blow Mode Set),https://www.bosch-pt.com.my/my/en/products/gsb-16-re-06012281L2,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o260252v54_lv-84560-12-GSB_16_RE_dyn_highres_02.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,FAN-CEI-DEKA-CGNL54OAK12,UNIT,Deka Ceiling Fan Geno Oak,https://deka.my/geno-54-led/,https://deka.my/wp-content/uploads/2025/07/GENO-54LED-OAK-Jpg.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-2608-522-406,PCS,Impact Bit PH2 X 110MM,https://www.bosch-pt.com.my/my/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/137x77/o469860v82_2608522406_bo_pro_u_f_1.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-2608-522-407,PCS,Impact Bit PH2 X 150MM,https://www.bosch-pt.com.my/my/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/137x77/o466604v82_2608522407_bo_pro_u_f_1.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTA65Z2-12W,PCS,Megaman A65 E27 LED Bulb,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTA70Z1-15W-3000K,PCS,Megaman A70 E27 LED Bulb YTA70Z1 15W/3000K,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-PRE-WAS-BEPW1600L,UNIT,Black+decker Pressure Washer L 110 BAR,https://asia.blackanddecker.global/product/bepw1600l-xd/110-bar-pressure-washer,https://asia.blackanddecker.global/ASIA/PRODUCT/IMAGES/HIRES/BEPW1600L_1.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,"EXH-FAN-KHI-10""-WHI-EF1001",SET,Khind 10 Exhaust Fan (off White),https://khind.com.my/products/khind-exhaust-fan-ef1001,http://khind.com.my/cdn/shop/files/ef1001_010223112124.jpg?v=1751809533,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0601-068-000,UNIT,Gol 26D Optical Leveller,https://www.bosch-pt.com.my/my/en/products/gol-26-d-0601068000,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o451656v54_GOL_26_D_SOS_0601068000_f4_V2.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,KHI-COO-RC806N,SET,Khind 0.6L Rice Cooker (light Winter GREY)-RC806N,https://khind.com.my/products/khind-electric-rice-cooker-light-winter-grey,http://khind.com.my/cdn/shop/files/rc806n-wh-cover-lightwintergrey_111021153752_e42fbdf3-0718-455a-8986-c57ca0bc3154.jpg?v=1751809474,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,KHI-TOA-BT808,SET,Khind Bread Toaster (mint),https://khind.com.my/products/khind-2-slices-bread-toaster-with-anti-dust-cover-bt808,http://khind.com.my/cdn/shop/files/BT808_cover_WH.jpg?v=1751809360,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-PRE-WAS-BCPC20D1,UNIT,Black+decker 20V Power Cleaner,https://asia.blackanddecker.global/product/bcpc20d1-b1/pressure-gun-cleaning-battery-20v-350-psi,https://asia.blackanddecker.global/ASIA/PRODUCT/IMAGES/HIRES/BCPC20D1_6.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STI-BRU-CUT-FR3001,UNIT,Stihl Brush Cutter,https://stihl-thk.com.my/products/fr-3001/,https://stihl-thk.com.my/wp-content/uploads/2023/03/FR-3001.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-CHO-SSC22,UNIT,Stanley Chopsaw 2200W 355MM,https://my.stanleytools.global/product/ssc22-xd/2200w-355mm-chop-saw,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SSC22_1.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,OVEN-KHI-TOA-OT3005,SET,Khind Oven Toaster (black),https://khind.com.my/products/khind-electric-oven-ot3005,http://khind.com.my/cdn/shop/files/OT3005-KOL02_1ecd9a79-1018-4b1d-ac81-dbaaf2223795.jpg?v=1751809728,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,PAI-SPR-SAM-2K01,PCS,Samurai Clearcoat Spray,https://samuraipaint.com/products/2k01-top-coat-clear,https://samuraipaint.com/cdn/shop/files/2K01_467e5ff6-2529-4889-b249-e99de298513f.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0611-338-9L1,UNIT,Gsh 5MX Demolition Hammer,https://www.bosch-pt.com.my/my/en/products/gsh5mx-06113389L1,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o596317v54_o587462v12.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTP38Z1-10W,PCS,Megaman LED Stick Bulb E27 YTP38Z1 10W/6500K,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-POL-SP137,UNIT,Stanley 1300W 180MM Polisher,https://my.stanleytools.global/product/sp137-xd/1300w-180mm-polisher,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SP137_1.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTP38Z1-10W-4000K,PCS,Megaman LED Stick Bulb E27 YTP38Z1 10W/4000K,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,FAN-CEI-DEKA-CCNL54RG12,UNIT,Deka Ceiling Fan Geno Rose Gold,https://deka.my/geno-54-led/,https://deka.my/wp-content/uploads/2025/07/GENO-54LED-RG-Jpg.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,FAN-FLO-KHI-FF1803B,SET,Floor Fan 18,https://khind.com.my/products/khind-18-industrial-floor-fan,http://khind.com.my/cdn/shop/files/ff1803b_220923182730.jpg?v=1751809195,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0601-387-0L0,UNIT,Gex Eccentric Disc Sander 125-1A,https://www.bosch-pt.com.my/my/en/products/gex-125-1-a-06013870L0,https://www.bosch-pt.com.my/my/en/ocsmedia/275485-82/product-image/166x164/random-orbit-sander-pro-gex-125-1-ae-06013870l0.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,ELE-D/L-MEG-YTG45Z1-5W,PCS,Megaman G45 E27 LED Bulb YTG45Z1/5W 5W/6500K,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,TAP-SAN-SWS-304-3964,PCS,Saniware Sliver Kitchen W Sink Tap,https://saniware.com/product/sws-304-3964/,https://saniware.com/wp-content/uploads/2021/03/SWS-304-3964.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,JUG-KHI-KET-EK5813,SET,Khind 1.7L Jug Kettle (white),https://khind.com.my/products/khind-electric-jug-kettle-ek5813,http://khind.com.my/cdn/shop/files/ek5813_220523154827.jpg?v=1751809735,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,"HOS-FLE-GLO-60""",PCS,Glotool Flexible Tube F1/2 X F12 X 60,https://www.sonichardware.com.my/categories-listing/product/2116-glotool-flexible-tube-stainless-steel-f1-2-x-f1-2,https://www.sonichardware.com.my/images/com_hikashop/upload/01_1223683543.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0601-9K3-0L2,UNIT,Gsr Batt. Screwdriver 185-LI,https://www.bosch-pt.com.my/my/en/products/gsr-185-li-06019K30L2,https://www.bosch-pt.com.my/my/en/ocsmedia/363991-54/scope-of-supply-image/1434x828/cordless-drill-driver-pro-gsr-185-li-06019k30l2.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,CHA-SAW-STIHL-MS230,UNIT,Stihl Chainsaw 18 Stihl Chain & Guide BAR,https://stihl-thk.com.my/products/ms-230/,https://stihl-thk.com.my/wp-content/uploads/2021/04/9ba6436ebe224792bd67edd7d604992a-1.jpg,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,FAN-CEI-DEKA-CX156BK12,UNIT,Deka Ceiling Fan X-one 56 Blk,https://deka.my/x-one-56/,https://deka.my/wp-content/uploads/2025/11/X-ONE-56-2560X2560-BK.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0600-8A7-FLO,UNIT,Easy Aqt 110 High P/cleaner,https://www.bosch-diy.com/my/en/p/easyaquatak-110-06008a7fl0,https://www.bosch-diy.com/imagestorage/en-my/easyaquatak-110-100044179-hires-png-rgb-oneux-263458_w_1600_h_800.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-HAM-BRU-SBH900M2K,UNIT,Stanley Fatmax V20 Brushless Sds Plus Hammer Drill,https://my.stanleytools.global/product/sbh900m2k-b1/20v-brushless-sds-hammer,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SBH900M2K_1.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,TAR-SHT-GT2-O/B-6',COIL,Glotool PE Trap (GT-02) 6'X70YDS,https://www.sonichardware.com.my/product/product/1173-pe-tarp-orange-blue,https://www.sonichardware.com.my/images/com_hikashop/upload/08_1145225809.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0600-8A7-AL0,UNIT,Aquatak 125 High P/cleaner,https://www.bosch-diy.com/my/en/p/universalaquatak-125-06008a7al0,https://www.bosch-diy.com/imagestorage/en-my/universalaquat-125-100043700-hires-png-rgb-oneux-244958_w_1600_h_800.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-0601-6A0-0L0,UNIT,Gkf 550 Router,https://www.bosch-pt.com.my/my/en/products/gkf-550-06016A00L0,https://www.bosch-pt.com.my/my/en/ocsmedia/316066-82/product-image/166x164/palm-router-pro-gkf-550-06016a00l0.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-HIGH-PRE-WAS-K2,UNIT,Karcher K2 Power Vps High Pressure Washer,https://www.karcher.com/my/en/home-and-garden/products/k2-power-vps-kap-p11180010,https://d1y4tv7o00gnfq.cloudfront.net/mam/11180010/mainproduct/166106/d2.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,STA-PRE-WAS-K3-DEL,UNIT,Karcher Pressure Washer K3 Deluxe Premium,https://www.karcher.com/my/en/home-and-garden/products/k-3-deluxe-premium-p16032200,https://d1y4tv7o00gnfq.cloudfront.net/mam/16032200/mainproduct/194232/d2.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,X-STA-PRE-WAS-K4,UNIT,Karcher K4 Basic High Pressure Cleaner,https://www.karcher.com/my/en/home-and-garden/products/k-4-basic-p11800800,https://d1y4tv7o00gnfq.cloudfront.net/mam/11800800/mainproduct/72592/d2.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BOS-2608-600-017,PCS,4 Grinding Disc,https://www.bosch-pt.com.my/my/en/pro-metal-bonded-grinding-disc-for-small-angle-grinders-bore-16-mm-osa-3090859-ocs-ac/,https://www.bosch-pt.com.my/my/en/ocsmedia/470318-82/product-image/272x153/pro-metal-grinding-disc-100-x-6-x-16-mm-2608600017.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,AGR-NET-SUN-GLO-70%,ROLL,Glotool Sun Shade Netting (70%),https://sonichardware.com.my/categories-listing/product/2378-glotool-sun-shade-netting-70,https://sonichardware.com.my/images/com_hikashop/upload/01_379559507.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,SIN-CKS7406,PCS,Cabana Kitchen Sink CKS7406,https://cabana.com.my/index.php/products/kitchen/kitchen-sink/undermount-kitchen-sink/cks7406-detail,https://cabana.com.my/images/virtuemart/product/CKS7406-02.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,DC-DCSM03-100EK,SET,Cordless Brushless Angle Grinder 20V,https://www.dongchengtool.com/product/detail/1642205372810,https://dongcheng.obs.ap-southeast-1.myhuaweicloud.com/cms/2024/10/20/1732062890048/DCSM03-100.jpg,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,PUM-WTR-JHP4-40,UNIT,Water Pump Complete Set JHP4-40,https://www.joven-electric.com/my/jhp-4-40-water-pump.html,https://www.joven-electric.com/media/catalog/product/cache/be45d83139bc2950f7fdc035c8252966/5/1/5130309001-1.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BAT-ENE-MAX-AA4PCS,PCK,En Max Aa 4 Pc,https://energizer.com/product/power/energizer-max/energizer-max-aa-batteries-4-pack-double-a-alkaline-batteries/,https://energizer.com/wp-content/uploads/2025/01/gootcdmcp1lqthizyrjt.jpg,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BAT-ENE-MAX-AAA4PCS,PCK,En Max Aaa 4 Pc,https://energizer.com/product/power/energizer-max/energizer-max-aaa-batteries-4-pack-triple-a-alkaline-batteries/,https://energizer.com/wp-content/uploads/2025/01/ENR_MAX_AAA_Dash_E92BP-4_BlisterCard_Hero_Image_Front_UPN-188575_NA.png,,B,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,"DRA-COV-TEC-GRE-9""X17""",PCS,Techplas 9 X 17 Drain Cover - Grey,https://techplas.com.my/products/injection-moulded-products/drain-cover/otd-5120,https://techplas.com.my/wp-content/uploads/2022/08/OTD-5120.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,TAP-SAN-SWS-304-3977,PCS,,https://saniware.com/product/sws-304-3977/,https://saniware.com/wp-content/uploads/2021/03/SWS-304-3977.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,TAP-SAN-SWS-304-3978,PCS,,https://saniware.com/product/sws-304-3978/,https://saniware.com/wp-content/uploads/2021/03/SWS-304-3978.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,VAL-SAN-SW-SS-AV-80,PCS,,https://saniware.com/product/sw-ss-av-80/,https://saniware.com/wp-content/uploads/2021/03/SW-SS-AV-80-1.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,DC-DZC04-28,SET,,https://www.dongchengtool.com/product/detail/1646622425349,https://dongcheng.obs.ap-southeast-1.myhuaweicloud.com/cms/2024/10/27/1732670389744/DZC04-28.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,DC-DCJZ03-13EK-20V,SET,,https://www.dongchengtool.com/product/detail/1641398181688,https://dongcheng.obs.ap-southeast-1.myhuaweicloud.com/cms/2023/7/1/1690874744208/DCJZ03-13-05.png,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,DCPB488EK,SET,,https://www.dongchengtool.com/product/detail/1642127635550,https://dongcheng.obs.ap-southeast-1.myhuaweicloud.com/cms/2024/10/20/1732082320672/DCPB488.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,BID-CAB-CB91SS-BL-DIY,PCS,,https://cabana.com.my/index.php/products/bathroom/bidet/cb90ss-bl-diy-detail,https://cabana.com.my/images/virtuemart/product/CB91SS-BL-DIY-01.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,DCJZ1202ITD,SET,,https://www.dongchengtool.com/product/detail/1732091513548,https://dongcheng.obs.ap-southeast-1.myhuaweicloud.com/cms/2024/10/26/1732589719476/DCJZ1202iTD.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,DC-DSM17-100B,SET,,https://www.dongchengtool.com/product/detail/1646361281809,https://dongcheng.obs.ap-southeast-1.myhuaweicloud.com/cms/2024/10/26/1732600801751/DSM17-100B.jpg,,A,needs_permission,recover_pass1_candidate
opencode-recover/recover-pass1.csv,,NUM-PUNC-50730080,SET,Nietz 0-9 Number Punches 8MM 50730080,https://nietz.com.my/product/0-9-number-punches-font-german-pointed/,https://nietz.com.my/wp-content/uploads/2024/06/92_50730030-until-50730120.png,,B,needs_permission,recover_pass1_candidate
