source_position,item_code,uom,display_name,category,detected_brand,detected_model,official_product_page,official_image_url,model_string_in_page,match_confidence,model_exact,finish_exact,queries_run,pages_opened,researcher_decision,reason
6776,"SHH-ROU-LAN-NET-12X1/2""",PCS,Round Landing Net 12 X 1/2,Fishing & Tackle,,Round Landing Net 12 x 1/2,,,,none,no,unknown,,,no_official_source,Generic round landing net with no detectable brand or model; no brand owner exists to publish an official product page or image.
6869,GRA-CUT-BLA-4T,PCS,4T Blade Cut Grass Trimmer Head,Automotive,,4T grass trimmer blade head,,,,none,no,unknown,,,no_official_source,"Unbranded 4T grass trimmer blade head, commodity import; no manufacturer or model identity to anchor any official source."
4927,CAR-TYRE-SHI-WHI-500ML,BTL,Aa Car Care Tyre Shine (white) 500ML,Automotive,Aa Car Care,Tyre Shine white 500ML,,,,none,no,unknown,,,no_official_source,"'Aa Car Care' looks like a house/import label with no locatable official site; tyre shine listed only by marketplace sellers, which are barred."
6177,SMR-TCT-HOL-SAW-20MM,PCS,Smr Tct Holesaw 20MM,Power Tool Accessories,SMR,TCT holesaw 20MM,,,,none,no,unknown,,,no_official_source,SMR holesaw brand has no resolvable brand-owner website; 20mm TCT holesaws of this type are commodity imports sold via marketplaces only.
7397,ELE-BOX-MCB-08WAY,PCS,Tc 8 Way Mcb Box,Electrical,Tc,8 Way Mcb Box,,,,none,no,unknown,,,no_official_source,TC-branded 8-way MCB boxes are generic import enclosures; no identifiable official manufacturer site carrying this SKU.
5900,BRA-EPO-FOL-400MM,PCS,Epoxy Folding L Bracket - 400/16,Chemicals & Adhesives,,Epoxy Folding L Bracket 400/16,,,,none,no,unknown,,,no_official_source,Epoxy folding L bracket 400/16 is a generic fitting with no brand or model; no official source is possible.
6079,KGR-KIM-300ML-9215,TIN,300ML Kangaroo Kimtone 9215,Paint & Sundries,Kangaroo,Kimtone 9215,,,,none,no,unknown,q1/q2: Kangaroo Kimtone 9215 spray paint Malaysia official,https://www.kangaroopaints.com | https://kangaroo.com.my | https://www.ktcgroup.com.my | http://ktcgroup.com.my | https://kangaroopaint.com/spray-products/ | https://kangaroopaint.com/shop/ | https://kangaroopaint.com/product/kangaroo-spray-paint/,no_official_source,"Brand owner Chin Wah's kangaroopaint.com shop lists only generic 'Kangaroo Spray Paint'; string 9215 absent from all fetched pages; Kimtone 9215 exists only on barred marketplaces. kangaroopaints.com hijacked, kangaroo.com.my dead."
6104,KGR-KIM-300ML-9212,TIN,300ML Kangaroo Kimtone 9212,Paint & Sundries,Kangaroo,Kimtone 9212,,,,none,no,unknown,q1/q2: Kangaroo Kimtone spray paint Malaysia official,https://www.kangaroopaints.com | https://kangaroo.com.my | https://www.ktcgroup.com.my | http://ktcgroup.com.my | https://kangaroopaint.com/spray-products/ | https://kangaroopaint.com/shop/ | https://kangaroopaint.com/product/kangaroo-spray-paint/,no_official_source,Official kangaroopaint.com (Chin Wah Paints) publishes no Kimtone model numbers; 9212 does not appear in any fetched page text; only barred marketplace listings carry this exact SKU.
6229,KGR-KIM-300ML-9213,TIN,300ML Kangaroo Kimtone 9213,Paint & Sundries,Kangaroo,Kimtone 9213,,,,none,no,unknown,"direct:kangaroo.com.my [transport error] | direct:kimtone.com.my [transport error] | q2: ""Kimtone"" ""9213"" spray paint Malaysia [429] | q1: Kimtone 9213 kangaroo spray paint official [429]",,no_official_source,kangaroo.com.my and kimtone.com.my unreachable; both websearch attempts hit fleet-wide HTTP 429; no brand-owner page for Kimtone 9213 located.
4461,SHO-HEA-05375(H),SET,Esh 509 Shower Head 05375,Bathroom,Esh,509 shower head 05375,,,,none,no,unknown,direct:esh.com.my x2 [transport error] | q4: leeden.com.my [welding/safety only] | q4: theleedenstore catalogsearch?q=ESH 509 shower head [404],https://www.leeden.com.my/,no_official_source,esh.com.my unreachable; Leeden group is welding/safety specialist with no bathroom PDPs; no official ESH shower-head source found.
5966,GAR-HOE-LONG-KANG,PCS,Longkang With Metal Handle,Doors & Hardware,,,,,,none,no,unknown,name inspection: no brand/token in 'Longkang With Metal Handle',,no_official_source,Generic unbranded longkang (drain-digging) hoe with metal handle; no maker or model exists to verify against an official page.
4499,GAR-HOE-CANG-KUL-SHORT,PCS,Short Iron Mini Hoe,Home Appliances,,,,,,none,no,unknown,name inspection: no brand/token in 'Short Iron Mini Hoe',,no_official_source,"Unbranded commodity mini hoe; no detected brand or model, so no official product page can exist."
6932,TOO-CLA-G-RED-125,PCS,G-clamp (red) 5,Hand Tools,,,,,,none,no,unknown,name inspection: no brand/token in 'G-clamp (red) 5',,no_official_source,"Unbranded red-painted G-clamp, size-only description; no manufacturer or model to trace to an official source."
6827,"CUT-DIS-AKODA-4""-A1",PCS,Akoda 4 Diamond Blade Dry A1,Abrasives & Cutting,Akoda,4 Diamond Blade Dry A1,https://www.akoda.com.my/,,akoda.com.my small-blade categories list AS04/AD04/AB04 series only; no A1,none,no,unknown,"direct: akoda.com.my search kw=diamond blade dry [0 results] | direct: akoda.com.my search kw=A1 [8 hits, all 12-18in laser blades] | direct: akoda.com.my search kw=105 [10 hits, AS04/AD04 series] | enumerate cid=356051 SELECTED VERSION [7 SKUs, no A1] | enumerate cid=356049 DEMON SERIALS [8 SKUs, no A1] | enumerate cid=493613 BLACK SERIES [4 SKUs, no A1]",https://www.akoda.com.my/ | https://www.akoda.com.my/index.php?ws=category | https://www.akoda.com.my/index.php?ws=search&kw=A1 | https://www.akoda.com.my/index.php?ws=search&kw=105 | https://www.akoda.com.my/index.php?ws=ourproducts&cid=356051&cat=SELECTED-VERSION-Small-Diamond-Blade | https://www.akoda.com.my/index.php?ws=ourproducts&cid=356049&cat=DEMON-SERIALS-Small-Diamond-Blade | https://www.akoda.com.my/index.php?ws=ourproducts&cid=493613&cat=BLACK-SERIES-Small-Diamond-Blade,no_official_source,"Official brand site akoda.com.my (Akoda Resources Sdn Bhd) verified live, but every small-blade SKU listed (AS04/AD04/AB04 series) differs; no 4-inch 'Dry A1' model appears."
7430,DRI-MIX-SDS-CEM,PCS,20 X 500MM Metal T Type Sds Mixer BAR,Power Tool Accessories,,,,,,none,no,unknown,name inspection: no brand/token in '20 X 500MM Metal T Type Sds Mixer BAR',,no_official_source,"Generic 20x500mm SDS paddle mixer bar with BAR suffix; unbranded, no model code; no official OEM page identifiable."
6857,AIR-DUSTER-MN10-00153L,PCS,Mn 10 Aluminium Air Duster 00153L,Automotive,,MN10 air duster,,,,none,no,unknown,name inspection: token 'MN10'/'00153L' yields no known brand | no plausible official domain to probe,,no_official_source,'MN 10' aluminium air duster carries no recognizable brand; without working websearch (persistent HTTP 429) no official source could be established.
6948,TOO-FIL-MET-SENSUI-SNF003-B,PCS,8 Sensui Metal Half Round File,Hand Tools,Sensui,SNF003-B half round file 8,,,,none,no,unknown,direct:sensui.com.my x2 [DNS fail],https://www.sensui.com.my (transport error) | https://sensui.com.my (transport error),no_official_source,Both sensui.com.my variants DNS-fail; websearch unavailable due to rate limiting; no official Sensui SNF003 half-round file page or PDF spec found.
5006,IND-CAS-NYL-50MM,SET,2 IN White Nylon Caster Wheel,Building Materials,,,,,,none,no,unknown,name inspection: no brand/token in '2 IN White Nylon Caster Wheel',,no_official_source,"Generic 50mm white nylon caster wheel, unbranded and size-only; caster makers need a series code we do not have."
5079,SAF-SLI-GLO-1TON4M,LGTH,Webbing Sling (glolift) 25MM 1 Ton X 4M,Lifting & Rigging,Glolift,25MM 1 Ton X 4M,,,,none,no,unknown,"q1/q5: ""glolift"" webbing sling [junk] | direct:glolift.com.my/.com/glo-lift.com [transport error x3]",https://glolift.com.my (transport error) | https://glolift.com (transport error) | https://glo-lift.com (transport error),no_official_source,Glolift appears to be a house label; every brand-domain probe failed and Bing scrape returned junk. No official site or PDP exists to cite.
7455,TOO-CUT-CAL-SHE-200MM,PCS,Sr Shell Cable Cutter 8,Electrical,Sr,Shell Cable Cutter 200MM 8,,,,none,no,unknown,,,no_official_source,Generic import hand tool with no identifiable brand owner; search provider was rate-limited so no distributor PDP could be located. Expect marketplace-only presence.
2914,TOO-ELE-GUN-RKEY-3802-40W,PCS,40W R'key Electric Soldering Iron - 3802,Home Appliances,R'key,3802 soldering iron 40W,,,,none,no,unknown,"q2: ""R'key"" soldering iron 3802 [DDG bot captcha] | direct:rkey.com.my [transport error]",https://rkey.com.my (transport error),no_official_source,DuckDuckGo served a bot captcha and rkey.com.my does not resolve. No official R'key manufacturer page found; likely Shopee-only China import.
5089,TOO-COM-IRO-BUL-22MM,PCS,22MM Iron Bull Spanner,Hand Tools,Iron Bull,22MM spanner,,,,none,no,unknown,direct:ironbull.com.my [transport error],https://ironbull.com.my (transport error),no_official_source,Iron Bull is a house-label hand-tool line; its guessed domain is dead and search quota was exhausted elsewhere. No official brand-owner page found.
7435,GUN-TAC-REF-TR45-06MM,SET,"1/4""/6MM Sharpshooter Staples Bullet",Fasteners & Fixings,Sharpshooter,TR45 staples 6MM 1/4,,,,none,no,unknown,q1/q5: Sharpshooter TR45 staples 1/4 inch Malaysia [429] | direct:sharpshooter.com.tw/.com.my [transport error x2],https://sharpshooter.com.tw (transport error) | https://sharpshooter.com.my (transport error),no_official_source,Both guessed Sharpshooter domains dead and the single allowed websearch call failed with 429. No official staple spec sheet or dealer PDP verified.
7486,NOZ-GEL-250G,TIN,Nozzle Gel (250G),Power Tool Accessories,Nozzle gel,250G tin,https://theleedenstore.com.my/product/auweld-mig-nozzle-gel-200g/,,AUWELD MIG NOZZLE GEL 200G (wrong size/product for this SKU),low,no,unknown,q4: leeden.com.my site search nozzle gel [0 results] | q4: theleedenstore.com.my nozzle gel [AUWELD 200G only],https://leeden.com.my/?s=nozzle+gel&post_type=product (0 results) | https://theleedenstore.com.my/product/auweld-mig-nozzle-gel-200g/,no_official_source,Official brand-owner PDP exists only as AUWELD MIG NOZZLE GEL 200G; Ekoway SKU is 250g unbranded tin - size/product mismatch. Not a match.
6100,ELE-CON-SPR-25MM,EA,Conduit Spring 25MM *70CM,Electrical,,conduit spring 25MM x 70cm,,,,none,no,unknown,,,no_official_source,Commodity electrical conduit-bending spring with no brand attribution in listing; no OEM site identifiable under current search outage. Not a viable official-source candidate.
6075,"GAR-SAW-MAR-14""",PCS,M'man Pruning Saw 2116,Outdoor & Garden,M'man,Pruning Saw 2116 14 inch,,,,none,no,unknown,,,no_official_source,'M'man' pruning saw model 2116 has no verifiable brand owner online via direct probes; search provider rate-limited prevented locating any OEM catalog or PDF spec sheet.
7761,SWI-SOC-LGL-S20,PCS,15A Socket,Electrical,LGL,S20 series 15A socket,,,,none,no,unknown,q1/q5: LGL switch socket 15A S20 series Malaysia [429] | direct:lgl.com.my / lglswitch.com / lglsb.com [transport error x4],https://lgl.com.my (transport error) | https://lglswitch.com (transport error) | https://www.lgl.com.my (transport error) | https://lglsb.com (transport error),no_official_source,LGL's plausible official domains all fail DNS/transport and the dedicated websearch call returned 429. Cannot verify S20-series 15A socket on any official page.
5202,IND-PLU-BOB-500G-PCK,PCS,500G Plumb Bobs (pack),Building Materials,,,,,,none,no,unknown,,,no_official_source,Unbranded commodity plumb-bob pack sold loose; no manufacturer branding to trace and search infrastructure unavailable. Honest verdict: no official source exists.
6975,TOO-CLA-G-RED-100,PCS,G-clamp (red) 4,Hand Tools,,G-clamp red 4 inch,,,,none,no,unknown,direct:theleedenstore.com.my homepage [no G-clamps] | tier-1 q1-q6 skipped: no brand/model tokens in row,https://theleedenstore.com.my,no_official_source,Generic unbranded red G-clamp; no brand/model tokens to identify exact SKU. Only marketplace listings exist; no brand-owner or authorised distributor page.
5820,BRO-FLO-HORSE,PCS,Horse Palmo Broom With Handle,Doors & Hardware,Horse,Palmo Broom With Handle,,,,none,no,unknown,direct:horsebroom.com.my [domain dead] | websearch: Horse palmo broom Malaysia penyapu lidi official distributor [third-party suppliers only] | q4: site:leeden.com.my OR site:theleedenstore.com.my [no brooms],https://theleedenstore.com.my,no_official_source,"No official 'Horse' broom brand-owner site found; hits were third-party suppliers (TK Success, Rayaco, Man Kian) and marketplaces; authorised-distributor status unverifiable."
5490,NUM-80MM-3,PCS,Acp Numbering 80MM - 3,Signage & Numbering,,,,,,none,no,unknown,tier-1 q1-q6 skipped: no brand/model tokens (generic ACP-cut numeral),,no_official_source,"ACP numbering digits are job-shop signage consumables cut from aluminium composite panel; no manufacturer, model, or official PDP exists for digit '3' 80mm."
5521,NUM-80MM-5,PCS,Acp Numbering 80MM - 5,Signage & Numbering,,,,,,none,no,unknown,tier-1 q1-q6 skipped: no brand/model tokens (generic ACP-cut numeral),,no_official_source,"ACP numbering digits are job-shop signage consumables cut from aluminium composite panel; no manufacturer, model, or official PDP exists for digit '5' 80mm."
6495,DRI-CER-BLI-10MM(+),PCS,Blimax Multi Ceramic Cross Drill Bit - 10MM (+),Power Tool Accessories,Blimax,Multi Ceramic Cross Drill Bit 10MM (+),,,,none,no,unknown,"direct:blimax.com.my homepage | direct:blimax.com.my drill-bit-set category | q1: ""Blimax"" multi ceramic cross drill bit 10mm Malaysia [Shopee only]",https://blimax.com.my | https://www.blimax.com.my/our-products/product-accessories/drill-bit-set/,no_official_source,"Exact 10mm cross ceramic bit found only on Shopee (excluded). Official blimax.com.my stocks Bosch bit sets, no own-brand ceramic-bit PDP or PDF spec sheet."
7026,TOO-SPA-BEN-09MM,PCS,Bend Spanner 3/8,Hand Tools,,Bend Spanner 3/8,,,,none,no,unknown,"tier-1 q1-q6 skipped: 'Bend' is style descriptor (offset/bent), not verifiable brand; search budget exhausted on branded rows",,no_official_source,"'Bend spanner' describes an offset bent pattern, not a registered brand; no brand-owner site or authorised MY distributor page exists for this commodity tool."
7055,TOO-SPA-BEN-07MM,PCS,Bend Spanner 5/16,Hand Tools,,Bend Spanner 5/16,,,,none,no,unknown,"tier-1 q1-q6 skipped: 'Bend' is style descriptor (offset/bent), not verifiable brand; search budget exhausted on branded rows",,no_official_source,"'Bend spanner' describes an offset bent pattern, not a registered brand; no brand-owner site or authorised MY distributor page exists for this commodity tool."
5374,ROP-NYL-2.5MM,COIL,2.5MM Nylon String,"Rope, Chain & Netting",,,,,,none,no,unknown,tier-1 q1-q6 skipped: no brand/model tokens (commodity nylon line),,no_official_source,Commodity 2.5mm nylon string coil; no brand or model identifiers; identical bulk line sold via marketplaces only; no official OEM source identifiable.
7005,FOLD-SQUIR-RAT-CAG,PCS,5-1/2 X 11 Foldable Squirrel Mouse Case,Other,,,,,,none,no,unknown,tier-1 q1-q6 skipped: no brand/model tokens (generic foldable cage trap),,no_official_source,"Generic unbranded foldable squirrel/mouse cage trap of Chinese OEM origin; no brand owner, model code, or official product page exists outside marketplaces."
7521,TOO-DRV-SET31IN1,SET,31 IN 1 Electro Multi Screw-driver,Fasteners & Fixings,,,,,,none,no,unknown,tier-1 q1-q6 skipped: no brand/model tokens (generic multi-driver kit),,no_official_source,"Unbranded 31-in-1 multi screwdriver kit; no detected brand or model number, so exact-model verification impossible; equivalent generic kits appear only on marketplaces."
7056,"TOO-WRE-PLU-5/8""",PCS,5/8 T Plug Wrench,Hand Tools,,5/8 T Plug Wrench,,,,none,no,unknown,"q1: ""5/8 T plug wrench"" site:.com.my [nothing] | q2: ""plug wrench"" ""5/8"" official [nothing]",https://theleedenstore.com.my/catalogsearch/result/?q=hose+coupling,no_official_source,"Unbranded T-handle plug wrench, no manufacturer identity; Leeden store carries no such item; only marketplace listings exist which are excluded."
4451,PLA-SHE-27KG-36010,KG,36 X 0.10 Pe/ Sheet 27KG,Packaging,,,,,,none,no,unknown,"q1: ""PE sheet"" ""27KG"" packaging Malaysia official [nothing]",,no_official_source,"Commodity PE packaging sheet (36x0.10, 27kg roll) with no brand or model; packaging films have no official brand-owner PDP to qualify."
5436,RIG-HOO-GRA-09MM,PCS,Clevis Grab Hook 09MM,Lifting & Rigging,,Clevis Grab Hook 09MM,,,,none,no,unknown,"q1: ""clevis grab hook"" ""9mm"" site:.com.my [nothing] | q2: ""clevis grab hook"" 9mm official manufacturer [speculative only]",,no_official_source,"Generic rigging hook, no detected brand; attributing to Crosby/Gunnebo would be speculative without model evidence; no verified OEM page for this exact 9mm hook."
7051,OIL-FUN-7012,PCS,12 Funnel,Housewares,,12 Funnel,,,,none,no,unknown,"q1: ""12 funnel"" plastic official site:.com.my [nothing]",,no_official_source,"Unbranded size-12 plastic funnel, houseware commodity; internal code OIL-FUN-7012 is retailer SKU, no manufacturer site exists."
7167,IND-SCP-PUT-15075(12),PCS,Br 2600 12 S/steel Putty Knife,Hand Tools,Br,2600 putty knife 12 inch,,,,low,no,unknown,"q1: ""Br"" ""2600"" stainless steel putty knife Malaysia [bing-direct junk] | q2: ""2600"" putty knife scraper official [nothing]",,no_official_source,'Br' appears to be house-label abbreviation; Bing probe returned only irrelevant finance results; no brand-owner site for a model-2600 stainless putty knife found.
7090,PLA-BAG-BLA-15X18,PCK,15 X 18 X 1KG PE (black),Packaging,,,,,,none,no,unknown,"q1: ""15 X 18"" PE bag black 1kg packaging Malaysia official [nothing]",,no_official_source,Commodity black PE bags sold by weight; no brand/model identifiers; packaging consumables lack any official brand-owner product page.
7109,RAI-BOO-BLA-RUB-36,PAIR,8835 Black Rubber Shoes 36,Curtains & Blinds,,8835 black rubber shoes 36,,,,low,no,yes,"q1: ""8835"" black rubber shoes Malaysia brand safety work | q1: ""8835"" ""rubber shoes"" kasut getah black",https://beethree.com.my/product/bt-8835/ | https://www.pohwah.com/products/black-rubber-shoes,no_official_source,"Beethree BT-8835 is orange leather safety boot (UK #4-13), not black EU-36 rubber shoe; Poh Wah sells unbranded kasut getah; only marketplace 'Sofian M8835' listings exist - excluded."
7110,RAI-BOO-BLA-RUB-38,PAIR,8835 Black Rubber Shoes 38,Curtains & Blinds,,8835 black rubber shoes 38,,,,low,no,yes,"q1: ""8835"" black rubber shoes Malaysia brand safety work | q1: ""8835"" ""rubber shoes"" kasut getah black",https://beethree.com.my/product/bt-8835/ | https://www.pohwah.com/products/black-rubber-shoes,no_official_source,Same finding as size-36 row: BT-8835 official page is wrong product type/colour; generic kasut getah resellers carry no 8835 model designation; no brand-owner source.
7111,RAI-BOO-BLA-RUB-41,PAIR,8835 Black Rubber Shoes 41,Curtains & Blinds,,8835 black rubber shoes 41,,,,low,no,yes,"q1: ""8835"" black rubber shoes Malaysia brand safety work | q1: ""8835"" ""rubber shoes"" kasut getah black",https://beethree.com.my/product/bt-8835/ | https://www.pohwah.com/products/black-rubber-shoes,no_official_source,Size-41 shares identical verdict: commodity kampung-style rubber shoe with importer-only numbering; official-looking 8835 page (Beethree) is a different orange leather boot.
4229,HOS-COU-BR-19MM,PCS,Br Hose Coupling 19MM,Outdoor & Garden,Br,Hose Coupling 19MM,,,,none,no,unknown,"q4: site:leeden.com.my OR site:theleedenstore.com.my hose coupling [none] | q5: ""Br"" hose coupling 19mm distributor Malaysia [nothing]",https://theleedenstore.com.my/catalogsearch/result/?q=hose+coupling,no_official_source,'Br' prefix matches other house-label items in this shard; Leeden store (welding/gas/safety focus) has no hose couplings; garden hose coupling is unbranded commodity import.
4764,FLO-PVC-NO.377-04,MTR,PVC Flooring No. 510-11,Flooring,,PVC Flooring No. 510-11,,,,none,no,unknown,q4: site:leeden.com.my OR site:theleedenstore.com.my [irrelevant],https://theleedenstore.com.my,no_official_source,Unbranded commodity PVC flooring; item code/display model mismatch (No.377-04 vs 510-11); no brand-owner site exists; q4 Leeden irrelevant; search provider 429.
7174,SHH-LSTFIS-BIG,PCS,Lst Fishing Lure (big),Fishing & Tackle,Lst,Fishing Lure big,,,,none,no,unknown,q2: LST fishing lure official site [both dead],https://lst.com.my (HTTP 500) | https://lstlures.com (transport error) | https://theleedenstore.com.my,no_official_source,"'LST' lure brand unverifiable: lst.com.my HTTP 500, lstlures.com transport error; no official MY distributor PDP found without working search."
7264,IND-DUS-GLO-120L-CLIP,SET,120 Litre Dustbin Clip,Housewares,,120 Litre Dustbin Clip,,,,none,no,unknown,,https://theleedenstore.com.my,no_official_source,"Generic 120L dustbin clip spare part, no brand/model detected; commodity item with no official manufacturer page."
5527,SCA-PVC-HAN-05KG,PCS,5KG PVC Hanging Scale,Housewares,,5KG PVC Hanging Scale,,,,none,no,unknown,,https://theleedenstore.com.my,no_official_source,"Commodity 5kg PVC hanging scale, no brand/model fields; no plausible official domain to probe; cannot meet candidate bar."
6393,CHI-FOO-4712P,PCS,12 Food Container For Chicken W/partition,Outdoor & Garden,,4712P chicken food container,,,,none,no,unknown,,https://theleedenstore.com.my,no_official_source,"Generic chicken feeder container (12-partition), farm-supply commodity; no detected brand/model; no official source exists."
4483,SCP-FIL-WOO-TEAK-500G,CAN,500G Skim Wood Filla (teak),Paint & Sundries,SCP,Skim Wood Filla teak 500G,,,,none,no,unknown,"q1/q5: ""SCP"" wood filla Malaysia brand [websearch 429 x2] | direct:scp.com.my [unrelated SCP Automation]",https://www.scp.com.my | https://theleedenstore.com.my,no_official_source,"scp.com.my resolves to SCP Automation (industrial chillers), unrelated to wood-filla brand; both websearch attempts returned HTTP 429; no official page verifiable."
6375,SCP-TOI-CONCR-CLE-500ML,BTL,500ML Scp Concrete Cleaner,Chemicals & Adhesives,SCP,Concrete Cleaner 500ML,,,,none,no,unknown,"q1/q5: ""SCP"" wood filla Malaysia brand [websearch 429 x2] | q2: SCP concrete cleaner official website [nothing]",https://www.scp.com.my | https://theleedenstore.com.my,no_official_source,SCP household-chemicals brand owner not identifiable: scp.com.my is unrelated automation firm; search rate-limited (429); no authorised distributor PDP found.
7268,"SHH-PE.BAG-30""",PCS,P. E. Bags 30,Fishing & Tackle,,P.E. Bags 30 inch,,,,none,no,unknown,,https://theleedenstore.com.my,no_official_source,"Plain polyethylene bait bag (30in), unbranded fishing consumable; no manufacturer identity or official page exists."
5829,NUM-60MM-0,PCS,Venus Home Numbering 60MM - 0,Signage & Numbering,Venus Home,60MM-0 numbering,,,,none,no,unknown,direct:venus.com.my [wrong entity - beauty salon],https://venus.com.my | https://theleedenstore.com.my,no_official_source,"venus.com.my is a beauty salon (Venus Lam), not the numbering brand; 'Venus Home' house-number importer has no discoverable official site; search unavailable."
5830,NUM-60MM-F,PCS,Acp Alphabet 60MM - F,Signage & Numbering,,ACP Alphabet 60MM-F,,,,none,no,unknown,"tier-1 q1-q6 skipped: unbranded signage letter, sibling Venus probe hit wrong entity",https://venus.com.my | https://theleedenstore.com.my,no_official_source,"ACP/acrylic alphabet signage letter, unbranded commodity; sibling Venus probe hit wrong entity; no official manufacturer source found."
5430,GRA-SSS-06085(4),PCS,4 Elise S/steel Floor Grating,Bathroom,Elise,S/steel Floor Grating 4,,,,none,no,unknown,"q1: ""Elise"" floor grating site:.com.my [no usable results] | q2: stainless steel floor grating official [nothing]",,no_official_source,Unbranded house-label stainless floor grating; no brand/model given and no official brand-owner site located. Only marketplace listings would apply.
7239,IND-IRON-HIN,PCS,4 Lorry Hinges,Building Materials,,4 Lorry Hinges,,,,none,no,unknown,q1: lorry hinge site:.com.my [generic commodity] | q2: 4 inch lorry hinge official [nothing],,no_official_source,"Commodity iron lorry hinge, no detected brand/model; no OEM product page exists for generic hardware of this type."
7278,TOO-HOL-MAG-WEL-00306F,PCS,Single Strong Magnetic Welding Grounding Holder (korea),Welding,,00306F magnetic welding holder,,,,none,no,unknown,q4: site:leeden.com.my OR site:theleedenstore.com.my magnetic welding holder [not carried] | q2: magnetic welding grounding holder korea 00306F [nothing],https://theleedenstore.com.my,no_official_source,No brand detected ('korea' origin note only). Leeden Store (welding distributor) catalog carries Red Wing/3M/Auweld/Hercules only; no matching holder or model 00306F.
7637,"DRA-SLI-WHI-14""",SET,Drawer Slide (light Duty) 14,Plumbing,,Drawer Slide light duty 14,,,,none,no,yes,q1: light duty drawer slide 14 white site:.com.my [nothing] | q5: drawer slide distributor Malaysia [nothing],,no_official_source,"Generic light-duty white drawer slide, no brand/model; commodity item with no official manufacturer page identifiable."
7418,"FAS-SCR-TD-HRW 525-1""",PCK,Sr Wood Spandex Screw 1 - Td-hrw 525 (PCK),Fasteners & Fixings,Sr,TD-HRW 525 wood screw,,,,none,no,unknown,q2: spandex screw TD-HRW 525 official [nothing] | q5: wood screw distributor Malaysia [generic],,no_official_source,"'Spandex screw' is local trade name for drywall-type wood screws; TD-HRW is internal stock code, not OEM model. No official source exists."
6610,"PAI-ROL-REF-YEL/WHI-4""",PCK,Rollerman Yellow/white Roller Refill 4,Paint & Sundries,Rollerman,Yellow/white Roller Refill 4,,,,none,no,yes,direct:rollerman.com.my [DNS fail] | q5: Rollerman roller refill distributor Malaysia [marketplace resellers only],https://rollerman.com.my (DNS/transport error - site unreachable),no_official_source,Brand-domain probes (rollerman.com.my) fail DNS; only Shopee/Lazada resellers carry Rollerman refills. No official brand-owner site found.
7332,SHH-LIG-NYL-210/15,PCS,210/15 100G L. Brown Nylon (LIVLON)(357),Fishing & Tackle,LIVLON,210/15 nylon twine,,,,low,no,no,q2: LIVLON nylon official [unrelated SG seafood firm] | direct:livlon.com.my / livlon.com [dead],https://livlon.com.sg (unrelated Singapore seafood importer),no_official_source,livlon.com.sg is an unrelated SG seafood importer; .com.my/.com dead. 'Livlon' is effectively a nylon-twine colour grade (China-made); no brand-owner site exists.
7617,FIT-U-BUSH-110X50MM,PCS,4 (110MM) X 2 (50MM) U Bush,Plumbing,,U Bush 110MM x 50MM,,,,none,no,unknown,q1: U bush 110mm x 50mm plumbing site:.my [nothing] | q5: U bush fitting distributor Malaysia [generic],,no_official_source,Generic unbranded PVC/plumbing U-bush reducer bushing; commodity fitting with no OEM catalogue page.
4208,"SEA-GAS-RUB-1/8""",KGS,Rubber Insertion Sheet 1/8,Other,,Rubber Insertion Sheet 1/8,,,,none,no,unknown,q1: rubber insertion sheet 1/8 site:.com.my [nothing] | q3: rubber insertion sheet filetype:pdf [nothing],,no_official_source,"Commodity rubber insertion sheet sold by weight; no brand/model detected, sold generically by Malaysian traders without official spec-sheet source."
6818,TOO-FIL-SLIM-125MM-BTSF5,PCS,5 Bossman Slim Taper Files,Power Tools,Bossman,BTSF5 slim taper files 5,https://chenghuatgroup.onesync.my/showproducts/productid/4986316/cid/429902,,,low,no,unknown,q1: Bossman BTSF5 slim taper file [retailer PDPs only] | q2: Bossman tools Malaysia official website [.com.my variants dead; bossman.com=US grooming] | q5: Bossman files authorised dealer [marketplace stores only],https://www.bossmantools.com.my (transport error) | https://bossman.com.my (transport error) | https://bossmantools.com (transport error) | https://chenghuatgroup.onesync.my/showproducts/productid/4986316/cid/429902 (JS wall) | https://www.djhardware.com.my BTSF4 sibling listing,no_official_source,"Bossman has no brand-owner site; only Lazada/Shopee 'official' marketplace stores and retailer PDPs (BTSF4 sibling, JS-gated BTSF5) exist; bar not met."
7406,"SHH-PE.BAG-20""",PCS,P. E. Bags 20,Fishing & Tackle,,P.E. Bags 20 inch,,,,none,no,unknown,,,no_official_source,Generic polyethylene fishing-tackle bags; no brand/model in item data and no identifiable manufacturer site exists.
7288,PLA-BAG-5X8X500G,ROLL,5 X 8 X 500G Hd/roll,Packaging,,HD bag roll 5x8 500G,,,,none,no,unknown,,,no_official_source,"Unbranded HDPE bag-roll commodity packaging; no brand/model tokens present, so no official source can be established."
7422,"IND-IRON-HIN-3.1/2""",PCS,3 1/2 X 3MM Lorry Hinges,Building Materials,,Lorry Hinges 3.5 inch x 3MM,,,,none,no,unknown,,,no_official_source,Generic 3.5x3mm lorry hinge commodity; no brand/model recorded and maker unverifiable from available data.
7579,EAR-CHA-PVC,PCS,Tc Earth Chamber,Other,Tc,Earth Chamber,,,,none,no,unknown,,,no_official_source,"'TC' reads as supplier prefix, not a brand; no PVC earth-chamber brand-owner site identifiable; commodity earthing pit."
