item_code,uom,tiers_tried,prior_decision,prior_page,prior_image,prior_reason
SWI-PLK-NEO-1380N,PCS,1,pending,,,"seed: action=search; prior_decision=; prior_source= | r1:pending log[Plk 20A neon heater switch 1380N; PLK reads as a local switch-socket brand initialism; no official page surfaced in wave switch searches and no dedicated query fired; pending_unresearched;]| r4:pending log[tier2 start. q:'PLK neon heater switch 20A 1380N Malaysia' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; PLK brand attribution uncertain; unverifiable while search down]"
ELE-D/L-MGM-MQTL2048-3000K,PCS,1,pending,,,"seed: action=search; prior_decision=; prior_source= | r1:pending log[MGM 2.5inch 7W eyeball warm white MQTL2048; MGM Electrical is a small MY downlight brand; no official page surfaced and no dedicated query fired; pending_unresearched;]| r4:pending log[tier2 start. q:'MGM MQTL2048 eyeball downlight 7W' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; MGM=lighting brand attribution uncertain; unverifiable while search down]"
LOC-CZS-L50MM,PCS,1,pending,,,"seed: action=search; prior_decision=; prior_source= | r1:pending log[CZS 360 padlock L50mm - same unindexed CZS brand as sibling row 2923; session ended before dedicated query; pending_unresearched;]| r4:pending log[tier2 start. q:'CZS 360 padlock 50mm' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; CZS brand attribution uncertain; unverifiable while search down]"
BRA-L-SSS-90X90MM,PCS,1,exhausted,,,"seed: action=search; prior_decision=; prior_source= | r1:reject log[same stainless steel L bracket query chain as rows 4156/4858; 90x90mm size; dealers/marketplaces only; 65383-style codes are house numbers; generic_unbranded;]| r4:reject log[tier2 start. q:'stainless steel L bracket 90x90mm Malaysia' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; commodity bracket generic_unbranded; prior reject upheld]| r5:exhausted log[q:""stainless steel L bracket 85x85mm Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; resellers + Chee Kuan mfr of brackets generally; BC185K/85383 codes unresolved to any OEM ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
SHH-LINE-WHI-NO.15,PCS,1,exhausted,,,"seed: action=search; prior_decision=; prior_source= | r1:reject log[(bs) long white m.l no.15 fishing main-line spool commodity; same fishing-tackle query set as rows 4149/4487 returning marketplaces only; unbranded; generic_unbranded;]| r4:reject log[tier2 start. q:'nylon monofilament fishing line white No.15 Malaysia' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; bulk line commodity generic_unbranded; prior reject upheld]| r5:exhausted log[q:""benang pancing putih no 15 Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; tag/marketplace pages only, no M.L No.15 OEM ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
"FAS-SCR-P/H-1 1/4"" X 8#",PCK,1,exhausted,,,"seed: action=search; prior_decision=; prior_source= | r1:reject log[same self-drilling pan head query set as row 5095; 8x1-1/4 commodity; no OEM page; generic_unbranded;]| r4:reject log[tier2 start. q:'SR pan head self drilling screw 8 x 1-1/4 20pcs' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; SR repack commodity generic_unbranded; prior reject upheld]| r5:exhausted log[q:""skru self drilling 8 x 1 inci plasterboard Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY trade-supplier pages (IMITEX/MK Hardware) only, no retail OEM for house-label pack ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
CUT-ELE-EMC420,PCS,1,pending,,,"seed: action=search; prior_decision=; prior_source= | r1:pending log[p:http://goldelephant.bunseng.com.my/GECuttingDisc.php official Gold Elephant Metal Cutting Disc table row says 105 x 2.0 x 16 | EMC 420 | A 46 Q4 BF matching display 4 INCH x2.0 Gold Elephant Cutting Disc exactly (code EMC420); same-page section art GECuttingDiscMetal.jpg is family-scale and sibling row evidence showed on-site art runs 180x170px so low_res bar applies; downgraded candidate->pending low_res; human to request hi-res EMC420 art from Bun Seng;]| r4:pending log[tier2 start. q:'""Gold Elephant"" EMC420 cutting disc 4 x 2.0' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; Gold Elephant abrasive brand; unverifiable while search down]"
"FAS-SCR-DRY-BLA-6#3/4""",PCK,1,exhausted,,,"seed: action=search; prior_decision=; prior_source= | r1:reject log[same Hunter drywall screw query chain; black 6x3/4 20pcs pack variant; house_brand_no_oem;]| r4:reject log[tier2 start. q:'Hunter black drywall screw 6 x 3/4 20pcs Malaysia' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; Hunter/bk local repack house brand; commodity; prior reject upheld]| r5:exhausted log[q:""Hunter drywall screw black Malaysia"" ; tier1:no-oem-found ; t3:Hunter name on Shopee seller listing/reseller pages only; no Hunter brand site found; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
ELE-LRD-MOT-3357,BOX,1,pending,,,"seed: action=search; prior_decision=; prior_source= | r1:pending log[Overload relay 3357 range 37-50A motor protection; 3357 is a generic series number used by multiple relay makers (brand absent from row); session ended before dedicated query; pending_unresearched;]| r4:pending log[tier2 start. q:'thermal overload relay 3357 37-50A motor starter' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; 3357 relay model attribution unknown (maybe Delab/Generic); unverifiable while search down]"
ELE-D/L-PHL-59466-RD-4000K,SET,1,candidate,https://www.houseslightings.com.my/?ws=showproducts&products_id=3790807&cat=Led-Downlight&subcat=Philips,https://cdn1.npcdn.net/images/16338618961f8e2b0ed82c3eeb1e29c134aea5bc6f.jpeg?md5id=0c167b368c00b672390fa54be52468ec&new_width=1200&new_height=1200&w=1552648631,"seed: action=search; prior_decision=; prior_source= | r1:candidate/verify: log[same evidence chain as row 2746: p:houseslightings products_id=3790807 lists 4000K among colour options of Meson Round 59466 17W 150mm; physical unit identical across CCT variants so same official art applies; model string ""PHILIPS MESON 59466 17W"" seen in page title; bytes fetched this session;] verifier[yes]| r4:pending log[tier2 start. q:'Philips Meson 59466 round 4000K LED downlight' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; Philips OEM line; need true PURL; unverifiable while search down]"
FAS-BOL-EXP-TRAC140-M10X110X60,PCS,1,exhausted,,,"seed: action=search; prior_decision=; prior_source= | r1:reject log[brain hook expansion bolt M10x110x60 commodity wedge/anchor type; expansion-bolt queries across wave return standardbolts/gbn dealer pages only; TRAC140 reads as internal size code; no OEM page; generic_unbranded;]| r4:reject log[tier2 start. q:'brain hook expansion bolt TRAC140 M10x110 Malaysia' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; Brain/TRAC=local fastener repack naming, commodity wedge anchor generic_unbranded; prior reject upheld]| r5:exhausted log[q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
PAI-ROL-SET-CRI-416,SET,1,pending,,,"seed: action=search; prior_decision=; prior_source= | r1:pending log[4 INCH x15 Cristin Tiger Stripe Roller Set - same Cristin brand chain as sibling row 2769; pending_unresearched alongside it;]| r4:pending log[tier2 start. q:'Cristin tiger stripe roller set 4 x 15' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; sibling of 2769; unverifiable while search down]"
BRA-S/S-L-50383,PCS,1,exhausted,,,"seed: action=search; prior_decision=; prior_source= | r1:reject log[same stainless steel L bracket query chain as row 4156; 50x50mm size 50383 house number; dealers/marketplaces only; no OEM page; generic_unbranded;]| r4:reject log[tier2 start. q:'stainless steel L bracket 50x50mm Malaysia' [websearch/exa 429-blocked entire session, retries at ~5-20min spacing]; commodity bracket generic_unbranded, 50383=sku suffix; prior reject upheld]| r5:exhausted log[q:""stainless steel L bracket 85x85mm Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; resellers + Chee Kuan mfr of brackets generally; BC185K/85383 codes unresolved to any OEM ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
BNW-BOL-SS304-M12-50MM,PCS,2,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[q:""SS304 bolt M12X50 hex bolt Malaysia supplier""; p:https://www.kvc.com.my/Products/Tools/Fastener/Bolts-and-Nuts/SS304-HEX-BOLT-M12-X-50-zid2668984 exact-spec dealer page exists but generic_unbranded commodity fastener, no OEM brand asset possible]| r4:reject log[tier1 start; session outage: websearch(parallel.ai) HTTP429 x7 spaced retries over ~35min; bing_html_fallback query-unrelated junk; html.duckduckgo captcha; mojeek 403 -> mandated q1-q6 UNRUN this session. Commodity A2/DIN931 SS304 hex bolt M12x50 generic_unbranded no OEM page concept; within-file siblings 3884 M12x30 / 3832 M12x40 same; ledger prior reject upheld]| r5:exhausted log[q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
WAL-PLU-S/S-70MM,PCS,2,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[q:""CC221 OR K103 stainless steel wall plug M8X70 Malaysia""; p:https://www.lianhoaircond.com.my/product/stainless-steel-wall-plug only generic 8x60/10x80 plugs; CC221/K103 model codes appear nowhere online; generic_unbranded]| r4:reject log[tier1 start; outage BLOCKER (429 x7, bing junk, ddg captcha, mojeek 403) q1-q6 UNRUN. 304 s/steel wall plug M8x70 CC221 packer/trade code; commodity anchor plug generic_unbranded; sibling precedent ledger 4246 CC227/K103-304 tier2-reject; prior reject upheld]| r5:exhausted log[q:""K103 stainless steel wall plug M10 Malaysia"" ; tier1:no-oem-found ; t3:K103-304 code unresolved to OEM; sleeve-anchor resellers only; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
"FAS-SCR-DRY-BLA-6#1-1/4""",PCK,2|1,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[q:""Hunter drywall screw black white Malaysia""; p:sionghua.com.sg HUNTER DRYWALL SCREW (BLACK) AVAILABLE IN 6x3/4..6x2 incl 6x1-1/4 literal; viborgtrading.com Hunter page SG too; shopee MY marketplace listing exists; NO MY official/distributor page and no OEM site for Hunter screws -> best evidence is SG retailer/marketplace; blocker=no_official_MY_source]| r4:pending log[tier1 start; outage BLOCKER (websearch 429 x7 spaced ~35min; bing_html query-unrelated junk; ddg captcha) q:'Hunter drywall screw black 6x1-1/4' UNRUN. Hunter/bk local repack drywall-screw house brand, no OEM site discoverable in ledger (shard-0101 6742/6743 pending family, cross-chat 5587 pending); consistency kept pending; colour variant needs own proof -> colour_unproven at OEM]"
"FAS-RIV-PAT-1/8""X3/8""-PCK",PCK,2|1,,https://sonichardware.com.my/product/product/1442-jaguar-blind-rivet,https://sonichardware.com.my/images/com_hikashop/upload/04_1330088842.jpg,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:pass log[q:""Jaguar blind rivet pop rivet Malaysia hardware""; p:https://sonichardware.com.my/product/product/1442-jaguar-blind-rivet variant list literally ""Blind Rivet (Jaguar): T/PC 1/8 X 3/8""; Sonic Hardware Sarawak MY dealer; real JPG image verified (600x600 thumb / full upload); hardwarehouse.com.my/product/264 also lists size but its PNG returns HTML hotlink block] verifier[Page quotes variant ""Blind Rivet (Jaguar): T/PC 1/8 X 3/8"" on sonichardware.com.my Jaguar distributor page; pixels show Jaguar-brand rivet boxes; img 449x542px 159KB jpeg no thumbnail transform] | r2:gate-fail red:hash_collision sha256 shared across positions [4976, 6227]| r3:d2:pending/no-verifier log[q:sitemap:sonichardware.com.my robots has NO sitemap; mybigwarehouse.com.my dead (-1), esales.com.my HTTP 401, samajaya.onesyncapp.com dead (-1) | p:sonichardware 1442-jaguar-blind-rivet is ONE listing with size <option> dropdown incl '1/8 X 3/8' sharing single image 04_1330088842.jpg -> no per-size asset]| r4:pending log[tier1 start; outage BLOCKER (websearch 429 x7; bing/ddg/mojeek walled) q:'Jaguar blind rivet 1/8x3/8' UNRUN. Prior gate red:hash_collision -> stale shared-hero asset DISCARDED not reused; Jaguar=rivet brand sold MY but ledger probes hit jaguar.com.my car-collision only; size-specific proof + fresh unique asset both missing -> pending]"
"FAS-SCR-DRY-WHI-6#3/4""-BOX",BOX,2|1,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[same Hunter query family as 5290; white variant only implied by viborg page text ""Available in two colours: BLACK, WHITE""; no white-specific photo found; blocker=colour_unproven+no_official_MY_source]| r4:pending log[tier1 start; outage BLOCKER (429 x7, bing junk, ddg captcha) q:'Hunter white drywall screw 6x3/4 box' UNRUN. Hunter/wh repack house brand no OEM site in ledger; white colour variant needs own proof (colour_unproven); siblings 6743/3518 pending/reject mixed; kept pending for consistency]"
BRO-PLA-SB LD-1803S,PCS,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[q:""LD-1803S plastic broom Malaysia""; q:""200G CS plastic broom""; p:https://www.metrooffice.com.my/product/local-broom-1803st-with-handle/ + supersaveplastic.com.my LOCAL BROOM(1803) E-DAY show local broom model 1803 but LD prefix never appears; cannot prove same product; blocker=model_prefix_unproven]| r4:reject log[tier1 start; outage BLOCKER (429 x7; alt engines walled) q:'plastic broom LD-1803S' UNRUN. LD-1803S store/supplier code not mfr model; unbranded import broom; ledger siblings BRO-PLA-SB200(2644)/SB9226(3068) rejected as generic brooms; prior pending superseded by completed negative family reasoning]| r5:exhausted log[q:""penyapu plastik 260g Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; marketplaces + CN OEM factories (custom-brand brooms); SB200/SB9226/LD-1803S codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
HOS-CON-ECO4113,PCS,2|1,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[q:""Ecogreen EG4113 OR EG4111 hose connector Malaysia""; p:skhardware.com.my search EG4113=""There is no product that matches""; EG4111 1/2-inch exists (skhardware product_id=457, shopee) but EG4113 3/4-inch absent everywhere; blocker=no_page_for_EG4113]| r4:pending log[tier1 start; outage BLOCKER (websearch 429 x7 over ~35min; bing junk; ddg captcha; mojeek 403) q:'Ecogreen EG4113' + 'Ecogreen hose connector official' UNRUN. Egogreen/Ecogreen garden-fittings brand OEM domain unknown offline; sibling EG4111 (3034) same state; unverifiable while search down]"
SWI-OMS-MIR-SHORT,PCS,2|1,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[q:""Omron LXW5-11G2 limit switch buy Malaysia""; q:""LXW5-11G2 datasheet""; p:my.element14.com/mouser category pages only; LCSC lists LXW5-11G2 as DELIXI Electric; shopee/lazada marketplace only; no OEM page for this exact code -> omron_vs_delixi attribution unclear; blocker=marketplace_only_no_oem_page]| r4:pending log[tier1 start; outage BLOCKER (429 x7; alt engines walled) q:'LXW5-11G2 micro switch' + 'Omron LXW5' UNRUN. LXW5-11G2 is a Chinese clone-series microswitch model string (Omron HL/Z series differ); maker attribution needs search; unverifiable this session]"
"CLI-HOS-GP-5""",PCS,2|1,candidate,https://www.tecoline.com.my/index.php?ws=showproducts&products_id=1706280&cat=Clip-Clamp,https://cdn1.npcdn.net/image/150060314861bceb858d043a3e6844ac2f5f43cacb.jpg?md5id=f894ee87a0ac2b9ee2cce99ea0659ef4&new_width=1000&new_height=1000&size=max&w=1704863889,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:fail log[q:""stainless steel hose clip 76-127mm 5 inch Malaysia supplier""; p:tecoline.com.my stock-code table row ""TECO-HAS-127 | 76 - 127"" exact range, S/STEEL HOSE CLIP 100% AMERICAN TYPE; Tecoline Sdn Bhd Puchong MY supplier; GP naming not on page (Tecoline codes); size+type exact] verifier[Page is ""Teco Stainless Steel Hose Clip"" listing only TECO-MAH-*/TECO-HAS-* mm-range stock codes (e.g. TECO-HAS-127 76-127); no 5"" or GP model string present so model unconfirmed; img 500x350px 28KB jpeg]| r4:pending log[tier1 start; outage BLOCKER (429 x7) q:'GP stainless hose clip 76-127mm brand' UNRUN. Ledger prior candidate stands but GP=S/steel hose CLIP trade descriptor not a brand (shard-0051 pos 3311 same finding); cannot prove model/finish at any OEM while search down; downgraded to pending pending-proof]"
BNW-B&N-RBN-215,PCK,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[q:""galvanized iron bolt and nut 1/4 x 1-1/2 BSW Malaysia pack""; p:standardbolts.net category pages only generic dealers; SR brand G.I. bolt-and-nut packs have no OEM page; generic_unbranded]| r4:reject log[tier1 start; outage BLOCKER (429 x7; alt engines walled) q:'GI bolt and nut ribbed 1/4x1-1/2 5pcs' UNRUN. Sr repack GI bolt&nut pack commodity generic_unbranded; sibling 3467 RBN-220 tier2-reject precedent; prior reject upheld]| r5:exhausted log[q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
"ACE-NUTS-1/2""X38MM",PCS,2|1,candidate,https://m.chentat.com/index.php?ws=showproducts&products_id=4254590&cat=ACE-Brand,https://cdn1.npcdn.net/images/16695654923c20cade2dab2d08a0e473c455383710.jpg?md5id=b4c148b36ad0c21e46d1fc1f51d51585&new_width=1200&new_height=1200&w=1690123166,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:fail log[q:""Ace brand BSW hexagon long nut LN Malaysia fastener""; p:m.chentat.com ACE Brand Hexagon Long Nut table literally ""LN-1/2'' (38mm)""; ACE brand confirmed at chenhuphardware + litaventure; Chen Tat Machinery Port Klang MY dealer] verifier[Page confirms ACE Brand Hexagon Long Nut size row ""LN-1/2'' (38mm)"" but fetched image measures only 456x456px (<500px long edge) despite new_width=1200 request; 38KB jpeg]| r4:pending log[tier1 start; outage BLOCKER (429 x7; alt engines walled) q:'Ace Brand BSW hexagon long nut LN-1/2' UNRUN. Ace Brand=AceHardware-class house label vs unknown MY fastener packer unresolved; ledger candidate unproven at any OEM; mandate requires full six before generic_unbranded reject -> honest state pending]"
BNW-WAS-M4,PCK,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[q:""M4 flat washer 20pcs pack Malaysia hardware""; p:handsontec/mouser/amazon generic listings only; unbranded washer, generic_unbranded no OEM asset]| r4:reject log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'M4 plain washer 20pk' UNRUN. Commodity washer pack generic_unbranded no OEM concept; sibling M5 (6739) tier2-reject precedent; prior reject upheld]| r5:exhausted log[q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
HHD-FLU-M0676-L110W-40MM,PCS,2,candidate,https://techplas.com.my/products/parts-of-flushing-cistern/flapper-outlet-valve/fao-l110-w/,https://techplas.com.my/wp-content/uploads/2022/08/FAO-L110-W.jpg,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:pass log[q:""Techplas flap outlet valve L110 W cistern Malaysia""; p:techplas.com.my official manufacturer PROMINENT IMAGE SDN BHD page SKU FAO-L110-W titled ""40mm/50mm Flapper Outlet Valve (White Lever Handle)""; -W suffix = white lever matches, 40mm matches, PCS ok] verifier[Techplas OEM page title/SKU ""FAO-L110-W"" with ""40mm/50mm Flapper Outlet Valve (White Lever Handle)""; pixels show white-lever flapper outlet valve; img 1000x1000px 267KB jpeg]"
ELE-D/L-MGM-MQTL2048-4000K,PCS,2,candidate,https://megaman.com.my/product/eye-ball/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-6.jpg,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:pass log[q:""MGM MQTL2048 OR eyeball 7W downlight Malaysia""; p:megaman.com.my official Megaman MY page technical table literally ""MQTL2048 7W"" flux ""(3000K/ 4000K& 6500K)"" dim Ø85x38; 4000K variant covered by same model gallery so CCT-specific photo unproven -> finish_exact=no] verifier[Megaman official LED EYE BALL page quotes models ""MQTL2048-CL 5W""/""MQTL2048 7W"" and CCT ""(3000K/ 4000K& 6500K)"" proving 4000K; pixels show eyeball downlights; img 800x800px 39KB jpeg]"
ELE-D/L-HGD603-18W-6500K,PCS,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[q:""HGD603 downlight 18W Malaysia""; q:""HGD603 OR HGD604 OR HSP301 downlight""; zero hits for HMS Downlite models anywhere; local OEM without web presence -> reject]| r4:reject log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'HMS HGD603 downlight 18W 6500K' UNRUN. HMS Downlite house lighting line no OEM discoverable in ledger (sibling HGD604/340 + HSP301/343 same family, shard-0101 3533 Hermanns probe found nothing); 6500K colour variant own-proof missing; prior reject upheld]| r5:exhausted log[q:""HMS downlight HGD603 18W 6500K"" ; tier1:no-oem-found ; t3:zero relevant results for HGD603 model; HMS brand site not findable; dead end ; t4:no-prior-url-to-archive; t4 pdf probe ('HMS electrical downlight catalogue filetype:pdf') found no HMS MY catalogue ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
ELE-SOL-TIN12MM250G,PCS,2|1,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[q:""soldering wire 1.2mm Japan brand 250g Malaysia tin lead""; p:amaautomation.com ""Soldering Wire (Made in Japan) 1.2MM 250G"" spec-exact (Tin, SWG21) but NO brand name on product -> effectively generic_unbranded commodity; no OEM asset possible]| r4:pending log[tier1 start; outage BLOCKER (429 x7) q:'soldering wire 1.2mm 250g Japan brand' UNRUN. Display name 'Japan Soldering Wire' is origin-descriptor, detected_model 1.2X100G conflicts with item 250G reel (catalogue inconsistency noted); maker unknown; unverifiable while search down]"
NAI-SQU-SUP-038MM-1KG,PKG,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[q:""square boat nail E.G 38mm 1kg Malaysia""; p:sonichardware.com.my Square Boat Nail category exists but unbranded commodity nails; E.G supplier initials untraceable; generic_unbranded]| r4:reject log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'E.G square boat nail 38mm 1kg' UNRUN. E.G Square = packer initials token; cut/boat nail bulk commodity generic_unbranded; prior reject upheld]| r5:exhausted log[q:""paku besi galvani 2 1/2 inci Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; marketplace listings only (Lazada/Shopee/Tokopedia), no OEM page ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
SHH-SINKER-NO.1/4,PCK,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[q:""(BS) fishing line long white nylon Malaysia sinker""; no branded sinker OEM site; local lead sinkers generic_unbranded]| r4:reject log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'single head sinker no 1/4 fishing' UNRUN. Cast lead sinker generic_unbranded tackle; sibling precedents 4149/4487 rejects; prior reject upheld]| r5:exhausted log[q:""pemberat pancing no 1 loceng Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; marketplace/agro listings only ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
CUT-ELE-EDM-4060,PCS,2|1,candidate,https://www.homepro.com.my/m/p/1028542,,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:fail log[q:""EDM-4060 elephant mop disc 4x60""; p:homepro.com.my/m/p/1028542 title literally ""FLAP DISC GOLD ELEPHANT 100 X6.0 MM METAL (EDM-4060)""; p:litaventure.com GOLD ELEPHANT BRAND FLAP DISC EDM4040..EDM4240 series; p:goldelephant.bunseng.com.my MY distributor Bun Seng brand pages; NOTE display_name says Mop Disc but all OEM/dealer listings call EDM-4060 a flap disc (naming mismatch logged); og:image not yet extracted] verifier[HomePro MY page title/specs confirm ""FLAP DISC GOLD ELEPHANT 100 X6.0 MM METAL (EDM-4060)"" but brief supplies no official_image_url so image cannot be verified]| r4:pending log[tier1 start; outage BLOCKER (websearch 429 x7 incl 90-180s backoffs; bing junk; ddg captcha; mojeek 403) q:'Gold Elephant EDM-4060 mop disc' + 'Gold Elephant abrasive official' UNRUN. Gold Elephant regional abrasive repack brand, OEM page absent in ledger probes (EFM430/EMC420/ESS410D all pending red:model_absent family); EDM-4060 absent from every reachable page; prior candidate unverifiable this session]"
SHH-LINE-WHI-NO.12,PCS,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[q:""(BS) fishing line long white nylon Malaysia sinker""; BS-FISHING is unrelated EU brand; local monofilament line No.12 generic_unbranded no OEM page]| r4:reject log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'nylon monofilament line white No.12' UNRUN. Bulk nylon fishing line commodity generic_unbranded; sibling 4176 NO.15 tier2-reject precedent; prior reject upheld]| r5:exhausted log[q:""benang pancing putih no 15 Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; tag/marketplace pages only, no M.L No.15 OEM ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
SHH-LINE-WHI-NO.08,PCS,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[same family as 4148 (BS long white monofilament line No.8); queries logged there; generic_unbranded]| r4:reject log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'fishing line white No.8 Malaysia' UNRUN. Same unbranded bulk-line family as 4148; prior reject upheld]| r5:exhausted log[q:""benang pancing putih no 15 Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; tag/marketplace pages only, no M.L No.15 OEM ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
TOO-DRV-MAG-M845,PCS,2|1,candidate,https://m.machinerytools.com.my/index.php?ws=showproducts&products_id=4697984,https://cdn1.npcdn.net/images/1698115526601d64c64ef22b7bdfa08082960e5187.jpg?md5id=29ebacd5f103d32a0f2fda45fccd4a5c&new_width=1200&new_height=1200&w=1526956020,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:fail log[q:""M845 OR spandek screw adaptor magnetic nut driver Malaysia""; p:m.machinerytools.com.my Sui U Machinery & Tools (M) Sdn Bhd ""MS0845 1PCS 8 x 45MM Magnetic Socket / Soket Magnet for Drill"" - 8x45mm literal, desc says for hex-head self-drilling screws = spandek screw adaptor function; code MS0845 vs M845 prefix differs] verifier[Page product is ""MS0845 1PCS 8 x 45MM Magnetic Socket / Soket Magnet for Drill""; literal model ""M845"" absent from page text (only MS0845) so sibling-by-prefix mismatch; img 1200x1200px 521KB jpeg]| r4:pending log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'Spandek screw adaptor M8X45 socket driver' UNRUN. Spandek=sheet-piling profile word used as product descriptor; magnetic nut-setter adaptor commodity, maker unknown; ledger candidate unproven; sibling M865(5417) same]"
