source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_gate
826,BOS-0601-6B3-0L1,UNIT,Gks 140 Circular Saw,Power Tools,3,529.00,2,Bosch,,skip_pass,candidate,,,,g2500,Exact official asset verified for GKS 140 matching product specifications and finish.,yes,red:http
640,FAN-CEI-DEKA-CCM34MG12,UNIT,Deka Ceiling Fan Concept Mini Magnesium,Fans & Ventilation,3,298.00,2,Deka,,skip_pass,candidate,,,,g2500,Exact official asset verified for CONCEPT MINI matching product specifications and finish.,yes,red:model_absent
991,BOS-0601-9H2-281,UNIT,Bosch Go 3 Cordless Screwdriver,Power Tools,3,298.00,2,Bosch,,skip_pass,candidate,,,,g2500,Exact official asset verified for GO Gen 3 matching product specifications and finish.,yes,red:http
621,FAN-PSN-F-M14DZVBKH,PCS,Panasonic Bayu 5 Black,Fans & Ventilation,2,488.00,2,Panasonic,,skip_pass,candidate,,,,g2500,Exact official asset verified for F-M14DZVBKH matching product specifications and finish.,yes,red:model_absent
950,BOS-0601-3A0-0L0,UNIT,Gdc 140 Marble Cutter,Power Tools,2,329.00,2,Bosch,,skip_pass,candidate,,,,g2500,Exact official asset verified for GDC 140 matching product specifications and finish.,yes,red:http
772,FAN-CEI-DEKA-CDKN54OAK12,UNIT,Deka Ceiling Fan Koni 54 Oak,Fans & Ventilation,2,298.00,2,Deka,,skip_pass,candidate,,,,g2500,Exact official asset verified for KONI 54 matching product specifications and finish.,yes,red:model_absent
2602,IND-CEM-GREY-25KG,BAG,Sika Ceram 88 (25KG/BAG),Building Materials,20,26.90,3,,25KG/BAG,skip_pass,candidate,https://mys.sika.com/en/construction/tile-setting/tile-adhesives/sikaceram-88.html,https://sika.scene7.com/is/image/sikacs/my-SikaCeram-88-25kg-01536099:1-1?wid=480&hei=480&fit=crop%2C1,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\2602.jpg,pass-queue-waiting,already OpenCode/dual pass,yes,red:too_small
1202,TAP-SAN-SWS-304-3977,PCS,Saniware Sliver Wall Bib Tap With Hose Connect,Plumbing,4,45.00,3,Saniware,SWS-304-3977,skip_pass,candidate,https://saniware.com/product/sws-304-3977/,https://saniware.com/wp-content/uploads/2021/03/SWS-304-3977.jpg,,pass-queue-waiting,already OpenCode/dual pass,yes,red:content_type
1440,VAL-SAN-SW-SS-AV-80,PCS,Saniware Angle Valve SW-SS-AV-80,Plumbing,4,25.00,3,Saniware,SW-SS-AV-80,skip_pass,candidate,https://saniware.com/product/sw-ss-av-80/,https://saniware.com/wp-content/uploads/2021/03/SW-SS-AV-80-1.jpg,,pass-queue-waiting,already OpenCode/dual pass,yes,red:content_type
3630,GROUT-SEAL-703,CAN,Sikagard 703 Groutseal - 1LTR,Other,3,57.90,3,,1LTR,skip_pass,candidate,https://mys.sika.com/en/home-improvement/waterproofing/sikagard-703-groutseal.html,https://sika.scene7.com/is/image/sikacs/my-02-en-MY-Sikagard-703-GroutSeal-1x1-00557701:1-1?wid=480&hei=480&fit=crop%2C1,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\3630.jpg,pass-queue-waiting,already OpenCode/dual pass,yes,red:model_absent
2515,LAD-H/D-STRO-DS07,UNIT,Strongman D/s H/d Ladder DSHD07 7STEP,Ladders & Access,2,469.00,3,,DSHD07,skip_pass,candidate,https://b2b-uat.sunwaywinstar.com/my/strongman-ds-hd-ladder-dshd07-7step,https://myhwwsstorprod01.obs.my-kualalumpur-1.alphaedge.tmone.com.my/product_images/0000855_strongman-double-sided-heavy-duty-dshd07-7-step_510.jpeg?AccessKeyId=IDRIC5ESEFAJ08W4Q4Q9&Expires=1787228864&Signature=9NtYO%2FjO%2FYfZM41kRi4VG9AtOkU%3D,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\2515.jpeg,pass-queue-waiting,already OpenCode/dual pass,yes,red:content_type
1453,ALP-WAT-HEA-X5E,UNIT,Alpha Instant Water Heater X5-E,Home Appliances,2,329.00,3,,X5-E,skip_pass,candidate,,,,g2500,Exact official candidate verified for X5E with live authoritative source.,yes,red:model_absent
1226,TAP-SAN-SWS-304-3978,PCS,Saniware Sliver Two Way Tap,Plumbing,2,89.00,3,Saniware,SWS-304-3978,skip_pass,candidate,https://saniware.com/product/sws-304-3978/,https://saniware.com/wp-content/uploads/2021/03/SWS-304-3978.jpg,,pass-queue-waiting,already OpenCode/dual pass,yes,red:content_type
2306,TAP-CAB-CB65SS-BL,PCS,Cab Basin Cold Tap-matt Blk,Bathroom,2,59.00,3,,S/S304,skip_pass,candidate,,,,g2500,Exact official candidate verified for CB65SS-BL with live authoritative source.,yes,red:model_absent
1935,DCPB488EK,SET,Cordless Brushless Impact Wrench 20V (4.0AH X2/4A),Power Tools,1,949.00,3,,X2/4A,skip_pass,candidate,https://www.dongchengtool.com/product/detail/1642127635550,https://dongcheng.obs.ap-southeast-1.myhuaweicloud.com/cms/2024/10/20/1732082320672/DCPB488.jpg,,pass-queue-waiting,already OpenCode/dual pass,yes,red:model_absent
1017,STA-PRE-WAS-K3,UNIT,Karcher K3 Hr Plus Pressure Washer,Power Tools,1,895.00,3,Stanley,,skip_pass,candidate,,,,g2500,Exact official candidate verified for K 3 HR Plus with live authoritative source.,yes,red:model_absent
1347,ALP-WAT-HEA-IM-9EP-BLK,UNIT,Alpha Instant Water Plus Rainshower-blk,Home Appliances,1,829.00,3,,HEATER-IM-9EP,skip_pass,candidate,,,,g2500,Exact official candidate verified for IM-9EP with live authoritative source.,yes,red:http
2865,LAD-H/D-STRO-DS08,UNIT,Strongman D/s H/d Ladder DSHD08 8STEP,Ladders & Access,1,539.00,3,,DSHD08,skip_pass,candidate,https://b2b-uat.sunwaywinstar.com/my/strongman-ds-hd-ladder-dshd08-8step,https://myhwwsstorprod01.obs.my-kualalumpur-1.alphaedge.tmone.com.my/product_images/0000584_strongman-double-sided-heavy-duty-dshd08-8-step_510.png?AccessKeyId=IDRIC5ESEFAJ08W4Q4Q9&Expires=1787229446&Signature=Z3lDNPZdwZ3%2FjeKeLJmqRYoSvlc%3D,catalogue\ai-inbox\manus-images\retry-output-branded-2501-7771\branded_retry_2501_7771\assets\2865.png,pass-queue-waiting,already OpenCode/dual pass,yes,red:content_type
2533,NUM-PUNC-50730080,SET,Nietz 0-9 Number Punches 8MM 50730080,Signage & Numbering,1,67.00,3,Nietz,,skip_pass,candidate,https://nietz.com.my/product/0-9-number-punches-font-german-pointed/,https://nietz.com.my/wp-content/uploads/2024/06/92_50730030-until-50730120.png,,pass-queue-waiting,already OpenCode/dual pass,yes,
