item_code,uom,display_name,category,stock_qty,price_myr,priority_score,priority_tier,detected_brand,detected_model,suggested_family_key,family_listing_count,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,image_url,local_asset_path,checksum,notes,source_position,coverage_source,coverage_file,existing_classification,existing_rights_status,existing_model,existing_source_url,existing_image_url,existing_image_status,existing_notes,campaign_classification,rights_status_final,evidence_ready,campaign_notes
WAL-DOW-82268-2BK,PCS,Up Down Lite,Lighting,10,49.90,61.6,3,,82268-2BK,unbranded:up-down-lite,1,,,,pending,,pending,,,,,1585,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
WAS-BAS-BA802-WHT,NOS,L306 Wall Hung Wash Basin (b),Bathroom,6,82.90,61.6,3,,L306,unbranded:l306-wall-hung-wash-basin-b,1,,,,pending,,pending,,,,,1586,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BAS-SOR-SRTW5000,PCS,Sorento 80MM Pop Up Waste (W/0 Over Flow),Plumbing,1,74.90,61.5,3,Sorento,W/0,sorento:sorento-pop-up-waste-w-0-over-flow,1,,,,pending,,pending,,,,,1587,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BOS-2607-019-116,SET,Hss-g Bit Set 19 Piece,Power Tools,1,169.00,61.5,3,Bosch,,bosch:hss-g-bit-set-19-piece,1,,,,pending,,pending,,,,,1588,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BOS-2608-680-258,PCS,Sds + Drill Bit S3 5 X 50/110MM,Power Tool Accessories,7,10.90,61.5,3,Bosch,50/110MM,bosch:sds-drill-bit-s3-5-x-50,1,,,,pending,,pending,,,,,1589,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BOS-2608-680-284,PCS,Sds + Drill Bit S3 14 X 400/460MM,Power Tool Accessories,2,37.90,61.5,3,Bosch,400/460MM,bosch:sds-drill-bit-s3-14-x-400,1,,,,pending,,pending,,,,,1590,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
ELE-CEI-LIG-613/120W-3CLR,PCS,Ceiling Light 3CLR 613-120W,Lighting,4,119.00,61.5,3,,3CLR,unbranded:ceiling-light-3clr-613,1,,,,pending,,pending,,,,,1591,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
ELE-CEI-LIG-616/120W-3CLR,PCS,Ceiling Light 616-120 3CLR,Lighting,4,119.00,61.5,3,,3CLR,unbranded:ceiling-light-616-120-3clr,1,,,,pending,,pending,,,,,1592,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
LEO-SUS304-TWI-L2301WF,PCS,Leon Twins Sink SUS-304 TAP-L2301WF,Kitchen & Sinks,3,159.00,61.5,3,,SUS-304,unbranded:leon-twins-sink-sus-304-tap-l2301wf,1,,,,pending,,pending,,,,,1593,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
NIE-SOC-HAN-DEE-06P-1/2-26MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042026 26MM,Electrical,2,37.90,61.5,3,Nietz,6PT,nietz:nietz-dr-deep-cr-socket-6pt-50042026,1,,,,pending,,pending,,,,,1594,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
NIE-SOC-HAN-DEE-06P-1/2-27MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042027 27MM,Electrical,2,37.90,61.5,3,Nietz,6PT,nietz:nietz-dr-deep-cr-socket-6pt-50042027,1,,,,pending,,pending,,,,,1595,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
NIETZ-MOU-FLA-WHE-57131100,PCS,Nietz Mounted Flap Wheel 57131100,Abrasives & Cutting,2,13.00,61.5,3,Nietz,30X20X6,nietz:nietz-mounted-flap-wheel-57131100,1,,,,pending,,pending,,,,,1596,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
SHE-WOO-43088(3FT),PCS,Rw-cb (m) - 3FT Wood Shelf,Housewares,22,36.90,61.5,3,,3FT,unbranded:rw-cb-m-wood-shelf,3,,,,pending,,pending,,,,,1597,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOO-NIE-ALL-KEY-12MM,PCS,Nietz E/long Ball Point Satin Wrch 53252120 12MM,Power Tools,6,27.90,61.5,3,Nietz,,nietz:nietz-e-ball-point-satin-wrch-53252120,1,,,,pending,,pending,,,,,1598,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
"TOO-NIE-SOC-HAN-1/2""-30MM",PCS,Nietz Dr Chrome Socket (12PT)50043030 30MM,Electrical,3,24.90,61.5,3,Nietz,12PT,nietz:nietz-dr-socket-12pt-50043030,1,,,,pending,,pending,,,,,1599,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
WAS-BAS-BA805-WHT,NOS,L303 Wall Hung Wash Basin,Bathroom,6,79.90,61.5,3,,L303,unbranded:l303-wall-hung-wash-basin,1,,,,pending,,pending,,,,,1600,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1501–1600 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BAS-AGRI-BASK-V104,PCS,Rayaco Metal Handle Fruit& Veg Basket 69.5X49X42CM,Doors & Hardware,27,63.90,61.4,3,,69.5X49X42CM,unbranded:rayaco-metal-handle-fruit-veg-basket-69-5x49x42cm,1,,,,pending,,pending,,,,,1601,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BOS-2608-608-N92,PCS,Fiber Sanding Disc 100MM P24,Abrasives & Cutting,14,1.80,61.4,3,Bosch,P24,bosch:fiber-sanding-disc-p24,1,,,,pending,,pending,,,,,1602,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BOS-SM9922,BTL,Sumo 2T Motor Oil (1.0 Liter),Automotive,13,35.90,61.4,3,Bosch,,bosch:sumo-2t-motor-oil-1-0-liter,1,,,,pending,,pending,,,,,1603,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
CUT-BLA-WOO-15030T,PCS,Glotool 100MM Tct Saw Blade Wood 105MM X 30T,Power Tool Accessories,6,12.10,61.4,3,Glotool,30T,glotool:glotool-tct-saw-blade-wood-x-30t,1,,,,pending,,pending,,,,,1604,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
"FAN-VEN-KDK-20AWM8-8""",PCS,Kdk Ventilator FAN-8,Fans & Ventilation,3,154.00,61.4,3,,FAN-8,unbranded:kdk-ventilator-fan-8,1,,,,pending,,pending,,,,,1605,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
FOL-TAB-CN YX-Z122-3X,PCS,4FT. Folding Table (wooden Slats),Other,4,199.00,61.4,3,,4FT.,unbranded:folding-table-wooden-slats,2,,,,pending,,pending,,,,,1606,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
GAS-STO-BPG-168,PCS,Butterfly Portable Gas Cooker,Home Appliances,6,77.90,61.4,3,,BPG-168,unbranded:butterfly-portable-gas-cooker,1,,,,pending,,pending,,,,,1607,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
HOS-FLE-VIP-6615,PCS,Vip Double Buckle S/s Flexible Hose V-6615,Outdoor & Garden,9,30.90,61.4,3,,V-6615,unbranded:vip-double-buckle-s-s-flexible-hose-v,2,,,,pending,,pending,,,,,1608,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
HOS-MAC-WAS-OUT-3.0M,PCS,PVC Outlet HOSE-3.0M,Outdoor & Garden,16,17.30,61.4,3,,HOSE-3.0M,unbranded:pvc-outlet-hose,3,,,,pending,,pending,,,,,1609,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
PUM-WTR-CHM4-2H,UNIT,Prodn Intelligent Inverter Water Pump (wifi),Pumps & Water,1,1749.00,61.4,3,,CHM4-2H,unbranded:prodn-intelligent-inverter-water-pump-wifi,1,,,,pending,,pending,,,,,1610,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
SIN-CAB-CKS7606-GY,PCS,Cabana S/s Undermount Kitchen Sink (gold Ylw),Kitchen & Sinks,1,469.00,61.4,3,,CKS7606-GY,unbranded:cabana-s-s-undermount-kitchen-sink-ylw,1,,,,pending,,pending,,,,,1611,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
SWI-SOC-ELE-TSGY913,PCS,13A Universal Track Socket Grey-blue LED (GY913),Lighting,8,58.90,61.4,3,,GY913,unbranded:universal-track-socket-led-gy913,1,,,,pending,,pending,,,,,1612,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOO-COM-GLO-29MM,PCS,Glotool Combination Wrench 29MM,Hand Tools,2,36.90,61.4,3,Glotool,,glotool:glotool-combination-wrench,26,,,,pending,,pending,,,,,1613,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOO-COM-GLO-30MM,PCS,Glotool Combination Wrench 30MM,Hand Tools,2,36.90,61.4,3,Glotool,,glotool:glotool-combination-wrench,26,,,,pending,,pending,,,,,1614,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
VAL-SOR-SRTWT808,PCS,Sorento Angle Valve Blue S/steel Chrome,Plumbing,2,36.90,61.4,3,Sorento,SRTWT808,sorento:sorento-angle-valve-s-steel,1,,,,pending,,pending,,,,,1615,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
ELE-CAB-PVC-4.00MM-BLK,ROLL,Ktk PVC Cable Black,Electrical,9,244.00,61.3,3,,4.0MM2,unbranded:ktk-pvc-cable,3,,,,pending,,pending,,,,,1616,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
FAN-CEI-ALP-FV37,UNIT,Alpha Vannus VC3- 3B/52 LED Ceiling Fan - Matt Black,Fans & Ventilation,1,454.00,61.3,3,,VC3-,unbranded:alpha-vannus-vc3-3b-52-led-ceiling-fan,1,,,,pending,,pending,,,,,1617,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
FAN-TAB-BTF-8001,SET,Butterfly 8 Table Fan (grey+white),Fans & Ventilation,4,114.00,61.3,3,,BTF-8001,unbranded:butterfly-8-table-fan,1,,,,pending,,pending,,,,,1618,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
HOS-FLE-VIP-6618,PCS,Vip Double Buckle S/s Flexible Hose V-6618,Outdoor & Garden,7,37.90,61.3,3,,V-6618,unbranded:vip-double-buckle-s-s-flexible-hose-v,2,,,,pending,,pending,,,,,1619,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
LOC-LUG-S822-073,SET,Stanley 20MM Keyed Combo Luggage Pad Lock (blue/grey),Locks & Security,12,37.90,61.3,3,Stanley,,stanley:stanley-keyed-combo-luggage-pad-lock,1,,,,pending,,pending,,,,,1620,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
NIE-SOC-HAN-DEE-12P-1/2-21MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045021 21MM,Electrical,3,23.90,61.3,3,Nietz,12PT,nietz:nietz-dr-deep-cr-socket-12pt-50045021,1,,,,pending,,pending,,,,,1621,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
NIP-ECO-OR,CAN,1L 811-1025 Eco 100 Red Oxide Or,Paint & Sundries,2,78.90,61.3,3,Nippon Paint,,nippon-paint:811-1025-eco-100-oxide-or,1,,,,pending,,pending,,,,,1622,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
PUM-WTR-MARLINO-CPM190,UNIT,Marlino Centrifugal Pump,Pumps & Water,2,859.00,61.3,3,,CPM190,unbranded:marlino-centrifugal-pump,1,,,,pending,,pending,,,,,1623,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TAP-SAN-SWP-B-3203,PCS,Basin Pillar Cold Tap SWP-SS-304-3203,Bathroom,4,114.00,61.3,3,,SWP-SS-304-3203,unbranded:basin-pillar-cold-tap-swp-ss-304-3203,1,,,,pending,,pending,,,,,1624,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOI-CER-CS102WH,NOS,Ceramic Cistern Only - T506(L/W),Bathroom,2,229.00,61.3,3,,T506,unbranded:ceramic-cistern-only-t506-l-w,1,,,,pending,,pending,,,,,1625,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOO-COM-GLO-25MM,PCS,Glotool Combination Wrench 25MM,Hand Tools,4,17.70,61.3,3,Glotool,,glotool:glotool-combination-wrench,26,,,,pending,,pending,,,,,1626,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
"TOO-NIE-SOC-HAN-1/2""-22MM",PCS,Nietz Dr Chrome Socket (12PT)50043022 22MM,Electrical,4,17.90,61.3,3,Nietz,12PT,nietz:nietz-dr-socket-12pt-50043022,1,,,,pending,,pending,,,,,1627,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
ADH-TAP-NISSHO-HCH-SG0100,ROLL,24MM X 10Y Nissho Acyclic Foam Side Tape (red),Chemicals & Adhesives,8,32.90,61.2,3,,10Y,unbranded:x-10y-nissho-acyclic-foam-side-tape,3,,,,pending,,pending,,,,,1628,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BOS-2607-017-409,SET,Bosch V-line Set (68PCS),Power Tools,1,154.00,61.2,3,Bosch,,bosch:bosch-v-line-set,1,,,,pending,,pending,,,,,1629,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BOS-2608-630-030,PCS,Jigsaw Blade T101B,Power Tool Accessories,7,10.00,61.2,3,Bosch,T101B,bosch:jigsaw-blade-t101b,1,,,,pending,,pending,,,,,1630,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BOS-2608-680-267,PCS,Sds + Drill Bit S3 7 X 50/110MM,Power Tool Accessories,6,11.70,61.2,3,Bosch,50/110MM,bosch:sds-drill-bit-s3-7-x-50,1,,,,pending,,pending,,,,,1631,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BUT-NUL-ANC-BH02,PCK,BH02 Butterfly Anchor W/screw 10MM (10PCS/PCK),Fasteners & Fixings,18,3.90,61.2,3,Buteline,BH02,buteline:bh02-butterfly-anchor-w-screw-pck,1,,,,pending,,pending,,,,,1632,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
GAS-REG-AER-AZ182,PCS,Aerogaz LPG Gas Regulator L/p,Home Appliances,22,19.90,61.2,3,,AZ-182,unbranded:aerogaz-lpg-gas-regulator-l-p,1,,,,pending,,pending,,,,,1633,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
GRA-CUT-TK-328,UNIT,Tasto Brush Cutter&handle,Doors & Hardware,5,329.00,61.2,3,,TK-328,unbranded:tasto-brush-cutter-handle,1,,,,pending,,pending,,,,,1634,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
LIG-ECON-LED-LE908,SET,Econlite Keluar Sign (PC)10X White LED (jkr Approved),Lighting,3,149.00,61.2,3,,10X,unbranded:econlite-keluar-sign-pc-10x-led-jkr-approved,1,,,,pending,,pending,,,,,1635,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
MIX-CAB-CB4723,PCS,Cabana Bath/shower MIXER-CB4723,Bathroom,2,219.00,61.2,3,,MIXER-CB4723,unbranded:cabana-bath-shower-mixer-cb4723,1,,,,pending,,pending,,,,,1636,track_b,/home/ubuntu/work/products_1001_2500_reviewed.csv,PENDING,needs_permission,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,See Products 1601–1700 research notes.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
