item_code,display_name,category,uom,stock_qty,price_myr
BID-SAN-SBD-304-60075,S600 S/s Spray Bidet Set HOLDER&1.2MM Flexible Hose,Bathroom,PCS,4,45.00
COMPRESSOR-AIRBANK-AB2.5HP,Airbank 2.5HP 24L Air Compressor,Power Tools,UNIT,1,649.00
ELE-CAB-WIR-ML-1.5MM2-BLK,"ML PVC Cable, Black",Electrical,ROLL,9,79.00
ELE-CON-TOO-A86-SIL,Taicon Nut Box Concealtools Iron,Fasteners & Fixings,PCS,12,1.80
ELE-PEN-227/BK-E27,Pendant Lamp Black 227/BK,Lighting,PCS,3,65.00
FAS-SCR-TD665HW-WOOD,12X2.1/2 Self Drill Scrw (250PCS/BOX),Power Tools,BOX,8,67.50
GAR-SPR-TAR-BAT-16LTR,Target Sprayer Electric,Outdoor & Garden,SET,2,299.00
"IND-CAS-SWI-1.5""",1.5 DL5 Tpe 360 Degree Swivel Caster,Fishing & Tackle,PCS,30,9.50
MIR-CBMC66413-BL,Cabana Mirror Cabinet (alum.) CBMC66413-BL,Bathroom,PCS,1,198.00
NIP-ODO-SFT-MATT-5L-T,5L Nippon Odourlite Soft Matt - T,Paint & Sundries,CAN,2,30.90
PYE-CEM-1KG-GREY,PYE Grout GREY-1KG,Chemicals & Adhesives,BAG,13,6.50
SEN-VAC-BRA-DCB35,Blimax Vacuum Diamond Brazed Core Bit,Home Appliances,PCS,2,84.90
VAC-MID-MVC-SC861R,Midea Vacuum Cleaner 600W (red),Chemicals & Adhesives,PCS,6,108.00
WEL-MAC-MAR,Mark-x Super Mini Welding Machine --ARC150,Welding,UNIT,7,329.00
X-BOS-0601-64C-8L0,Gsa Sabre Saw,Power Tools,UNIT,1,849.00
X-CIMA-DL-L/RML65/RND/18W/DL,Cielo Iii 199F 12W L/dl (square / Daylight),Power Tools,SET,56,12.90
DOR-WOO-KY503,KY503 33 3/4 X 83,Doors & Hardware,PCS,2,318.00
ELE-D/L-PHI-LED-9W,Philips Essential 9W E27 LED Bulb 6500K,Lighting,PCS,9,15.90
GAS-STO-BGC-668,Butterfly Epoxy Double Gas Cooker,Chemicals & Adhesives,PCS,6,109.00
GAS-TOR-20032,Multi Purpose Torch,Lighting,PCS,7,25.50
HOO-CAB-CB806-5,Cabana S/steel 5 Robe Hook (satin),Doors & Hardware,UNIT,9,75.00
"IND-CAS-SWI-BRA-1.5""",1.5 DL5 Tpe 360 Degree Swivel Caster W Brakes,Fishing & Tackle,PCS,26,9.80
LAD-ALU-WEL-D09,Alum Welded Ladder - D09,Ladders & Access,UNIT,5,449.00
LOC-SEC-SHE-N50MM,Shenling Top Security Lock 50MM-NEW,Locks & Security,PCS,17,11.90
SAN-SWPW-SS-W81A,Waste With Overflow SWPW-SS-W81A,Plumbing,PCS,1,29.00
SHH-LURE-S359604,Saber Frog Lure 30MM,Fishing & Tackle,PCS,27,7.70
"SHO-CAB-CSH2062-10""",Cabana 10 S/steel Shower Head (round) CSH2062-10,Bathroom,UNIT,1,208.00
SPR-BID-LSSB2110,Leon Bidet Spray Matt Black,Bathroom,PCS,3,61.50
SWI-SOC-ELE-TSGY13,13A Flat Pin Tracks Socket Grey-blue LED (GY13),Lighting,PCS,3,52.90
TAP-CAB-CB9108A,Cabana Wall-mounted Sink Tap CB9108A,Kitchen & Sinks,UNIT,1,96.00
TOO-PLI-COM-GT150,Glotool Combination Plier 6,Hand Tools,PCS,16,8.70
X-ELE-LED-SOL-50W-6500K,Solar Panel + LED Flood Light 50W,Lighting,EA,1,178.00
ADH-TAP-H/D-4229P,24MM X 8M 3M Acyclic Double Side Tape (red),Chemicals & Adhesives,ROLL,13,39.50
ADH-TAP-OPP-B40Y,Glotool Opp Tape 48 MM X 40 Yd (brown),Chemicals & Adhesives,PCS,17,2.80
BOS-1619-P12-159,Flange For Gws 060/1605 703 113,Power Tools,PCS,7,8.20
CUT-DIS-41WA-107X1.0X16-GRN,Cutting Disc (green),Abrasives & Cutting,PCS,1218,1.10
DIS-DIA-DIA-100MM,Glotool Cutting Blade 100MM,Other,PCS,19,6.30
TAP-WALL-I301,Wall Sink Tap I301 Wtc Tic,Kitchen & Sinks,PCS,4,35.90
TOO-PLI-COM-GT175,Glotool Combination Plier 7,Hand Tools,PCS,12,12.50
BBQ-STO-ZC1115,"14""X10 Bbq Stove",Home Appliances,PCS,4,35.90
BOS-1600-A00-D6H,Dust Cup Attachment,Power Tools,PCS,1,53.90
BOS-F016-800-361,Extension Hose For Aqt 35-12/ Aqt 37-13,Electrical,PCS,4,122.00
COC-BAS-L9378,Leon Basin Tap,Bathroom,PCS,6,24.30
ELE-CAB-WIR-ML-1.5MM2-GRE,"ML PVC Cable, Green",Electrical,ROLL,9,79.00
ELE-CEI-LIG-9403/400-3CLR,Ceiling Light 9403-400 3CLR,Lighting,PCS,2,88.00
ELE-HOL-032,Lamp HOLDER-032,Lighting,PCS,24,5.90
NIE-SOC-HAN-DEE-12P-1/2-22MM,Nietz Dr Deep Cr Socket (12PT) 50045022 22MM,Electrical,PCS,1,20.50
SPR-BID-HEA-LUX-LT2020,Luxtec Spray Bidet Set,Bathroom,SET,4,52.50
SWI-SOC-ELE-TSBK13,13A Flat Pin Tracks Socket Black-blue LED (BK13),Lighting,PCS,4,52.90
SWI-SOC-ELE-TSGD13,13A Flat Pin Tracks Socket Gold-blue LED (GD13),Lighting,PCS,4,52.90
TOI-SQU-PAN-C205,C205 Squatting Pan W/foot Rest,Bathroom,PCS,1,179.00
TOO-COM-GLO-06MM,Glotool Combination Wrench 06MM,Hand Tools,PCS,6,3.70
TOO-LEV-W0093D600,Aluminium Level (600MM),Power Tools,PCS,4,22.80
TOO-NIE-ALL-KEY-10MM,Nietz E/long Ball Point Satin Wrch 53252100 10MM,Power Tools,PCS,3,16.50
TRA-SOC-METAL-125503,Taicon 1G 70/0076 Metal Trailing Socket 5M (125503),Electrical,PCS,8,50.90
WOO-PLY-9MM-WTRPROOF,Plywood 4'X8'X9MM Waterproof,Building Materials,PCS,22,72.50
X-BOS-0601-216-1L6,Gsb 10RE Impact Drill Set,Power Tools,UNIT,2,395.00
X-ELE-CEI-LIG-38129-96W,Ceiling Light 38129/96W 3CLR-RD,Lighting,PCS,1,209.00
BOS-2608-600-704,Diamond Blade 2608-600-704,Abrasives & Cutting,PCS,3,48.00
DC-SIM-FF10-100,Angle Grinder / DSM10-100,Power Tools,SET,3,225.00
ELE-LAMP-HOLD-E27-5M,E27 Lamp Holder - 5M X 10 E27,Lighting,PCS,3,48.80
ELE-PEN-8260/3,8260/3 Pendant Lamp (E27X3),Lighting,SET,1,189.00
LAS-MAC-HTM-5500,Hitmax Laser Level Machine (w,Power Tools,SET,2,368.00
NET-SUN-3MX3M-90%,3M X 3M Sunshade Netting (90% Black),"Rope, Chain & Netting",PCS,7,35.90
"PAI-ROL-SET-STA-4""",Stanley 4 Mini Roller (frame+refill),Paint & Sundries,PCS,5,7.90
PAI-SPR-PMT-006,Paint Master Spray Paint - No. 6 Orange Red,Paint & Sundries,DOZ,9,66.90
RAK-2 IN 1,2 IN 1 Rack 1829MM (H)X900MM (L)X350MM (W)X5LVL,Housewares,SET,6,309.00
SAN-SWPW-SS-W81B,Waste Without Overflow SWPW-SS-W81B,Plumbing,PCS,1,28.00
SHO-BID-HAN-V6660,Vip Hand Bidet Hose,Bathroom,PCS,3,51.50
SUMO-SM200WI,Sumo Inverter Gasoline Welder/gene. 6.5HP,Welding,UNIT,1,1748.00
SWI-CON-8.3A-100W,Taicon Power Supply (low Noise) 8.3A 12V 100W,Electrical,PCS,2,33.50
TOO-COM-GLO-28MM,Glotool Combination Wrench 28MM,Hand Tools,PCS,1,26.90
TOO-NIE-ALL-KEY-05.5MM,Nietz E/long Ball Point Satin Wrch 53252055 5.5MM,Power Tools,PCS,5,8.30
WEL-ELE-KOB-RB26-2.6MM,Kobelco Welding Electrode RB26 X 2.6MM,Welding,BOX,1,274.00
DCJZ1202ITD,Cordless Driver Drill Combo Kit /DCJZ1202ITD,Power Tools,SET,2,269.00
GUM-HAR-RS200W-WHT,Acrylic Sealant: Hardex White,Chemicals & Adhesives,PCS,65,5.90
HHD-STO-JYMT-150MM,6 Jayamata Sharpening Stone,Bathroom,PCS,8,16.80
"HHD-STO-SHA-JM140-8""",Jaya Mata Sharpening Stone 8,Bathroom,PCS,5,27.50
HHD-STO-TIG-150MM,6 Sharping Stone (b),Bathroom,PCS,11,9.50
HOS-MAC-WAS-OUT-1.5M,PVC Outlet HOSE-1.5M,Outdoor & Garden,PCS,9,9.90
NET-SUN-3MX4M-90%,3M X 4M Sunshade Netting (90% Black),"Rope, Chain & Netting",PCS,5,48.80
TAR-SHT-TP800-GRE/BLK,Canvas Olive Gre/blk 6'X60YARDS,Building Materials,COIL,4,419.00
TOW-CAR-MIN-AR-4030,Absorbent Rag,Bathroom,DOZ,2,79.90
WEL-ELE-J38.12-2.5MM,Welding Electrode X 2.5MM (BOX),Welding,BOX,2,134.00
X-AMFC-3402,Aimer Pillar Sink Tap,Kitchen & Sinks,PCS,2,99.00
BOS-2608-900-571,Hex 9 Multi Purpose D/bit 5 X 50 X 100MM,Power Tools,PCS,3,13.20
CUT-DIS-KCW-100,Qs Cutting Wheel 4,Abrasives & Cutting,PCS,909,1.20
DOR-LOC-CYL-A600SP,Cavallo Door Lock (v/p) A600SP,Doors & Hardware,PCS,29,18.80
DRI-BIT-2500-80P-PH2,Best PH2 X 80MM Impact Driver Bit,Power Tools,PCS,14,5.50
ELE-LED-SOL-60W-6500K,Solar Panel + Solar Light 60W,Electrical,PCS,4,179.00
FLO-PVC-31612,PVC Flooring No. K35004,Flooring,ROLL,10,164.00
GRA-CUT-SUMO-SM-43N,Sumo Brush Cutter SM43N,Outdoor & Garden,UNIT,1,539.00
NIE-SOC-HAN-DEE-06P-1/2-21MM,Nietz Dr Deep Cr Socket (6PT) 50042021 21MM,Electrical,PCS,1,19.30
PYE-CEM-1KG-WHITE,PYE Grout WHITE-1KG,Chemicals & Adhesives,BAG,11,6.50
SHO-CAB-CSA404,Cabana S/steel Shower Arm 450MM - Satin,Bathroom,PCS,4,37.90
SWI-T/SOC-MS3233-5M3G,Morries Extension Socket 3G 5M W Neon,Electrical,PCS,12,59.50
WEL-ELE-KOB-RB26-3.2MM,Kobelco Welding Electrode RB26 X 3.2MM,Welding,BOX,1,264.00
WEL-ELE-KOB-RB26-4.0MM,Kobelco Welding Electrode RB26 X 4.0MM,Welding,BOX,1,264.00
WEL-MAC-STW-160E,Starweld Welding Machine Acc. Mma 160E,Welding,UNIT,3,369.00
CUT-TIL-NYL-2.5MM,Tiles Nylon Spacer X200PCS-2.5MM,Abrasives & Cutting,BAG,40,4.80
ELE-LED-FLO-100W-6500K,LED Floor Light,Lighting,PCS,3,83.00
FAS-SCR-DS520HOW-BOX,10 X3/4 Lion King Self-drill Scr,Power Tools,BOX,10,49.00
GAS-STO-BU01-013,Butterfly Gas Cooker,Home Appliances,SET,1,159.00
NIE-SOC-HAN-DEE-06P-1/2-19MM,Nietz Dr Deep Cr Socket (6PT) 50042019 19MM,Electrical,PCS,1,17.90
NIE-SOC-HAN-DEE-12P-1/2-19MM,Nietz Dr Deep Cr Socket (12PT) 50045019 19MM,Electrical,PCS,1,18.30
NIP-ODOURLITE-1L-P,1L Nippon Odourlite Soft Matt Pastel Base,Paint & Sundries,CAN,1,51.90
PAI-TIG-250ML-YEL,250ML Tiger G. P Yellow,Paint & Sundries,TIN,6,10.90
TOO-NIE-ALL-KEY-05MM,Nietz E/long Ball Point Satin Wrch 53252050 5MM,Power Tools,PCS,5,7.50
TOO-WRE-AIR-EA-1302,Esko 1/2 Air Impact Wrench,Power Tools,UNIT,2,319.00
WAL-DOW-9168/1W,Wall Lamp (E27X1) 9168-1W,Lighting,PCS,3,59.00
WAL-DOW-9172/1W,Wall Lamp (E27X1) 9172-1W,Lighting,PCS,3,59.00
BOS-1600-A00-F6X,Battery Pack 12V 2.0AH,Electrical,PCS,3,179.00
BOS-2608-572-253,Drill Chuck 13MM,Power Tools,PCS,1,46.90
GUM-BLA-V210,Neutral H/perform Sealant-blk,Chemicals & Adhesives,PCS,24,14.50
HOS-GAR-MARK-X-DB-MTR,Mark-x Garden UV Net Hose 4PLY Dark/blue-mtr,Outdoor & Garden,MTR,71,5.80
IND-WHE-3IN1-STC-ST-22,Stc 3IN1 Wheel Barrow-deep (solid Wheel),Building Materials,UNIT,16,89.00
KGR-ADH-3KG,Kangaroo Brand 505 Super Adhesive 3KG,Chemicals & Adhesives,TIN,9,99.50
LOC-SAN-PB26550MM,Sanlock Pb Pad 50MM,Locks & Security,DOZ,2,124.00
LOC-SEC-SHE-N40MM,Shenling Top Security Lock 40MM-NEW,Locks & Security,PCS,16,10.30
NIE-KEY-BOX-MET-50528020,Nietz Metal Key Box 20,Hand Tools,PCS,2,73.50
PUM-SHOWFOU-GF-100N,Showfou Pump GF-100N,Pumps & Water,UNIT,1,549.00
X-AMFC-3404,Aimer Lavatory Faucet,Power Tools,PCS,7,100.00
X-STA-GL260,Black+decker S Trimmer,Power Tools,UNIT,5,139.00
BAT-CHA-KENDE-SM2024,Kende Battery Charger 24V,Electrical,UNIT,1,635.00
BAT-ENE-HD-AAA4PCS,Eveready HD Aaa 4PC,Electrical,PCK,38,7.50
DC-ZIJ-FF04-13(SET),Electric Impact Drill / DZJ04-13,Power Tools,SET,2,268.00
DOR-LOC-CYL-A600SS,Cavallo Door Lock (v/p) A600SS,Doors & Hardware,PCS,27,18.80
FIT-BUT-END-PLUG-20MM,Buteline 20MM PE Pipe End Plug,Plumbing,PCS,31,1.50
FRE-MID-MD-RC207FZB01,Midea Chest FREEZER-142L MD-RC207FZB01,Other,PCS,2,718.00
GUM-HAR-RS800,Bonding Nail Hardex,Fasteners & Fixings,PCS,45,10.50
HOS-NET-MIK-25MM,Mikasa Net Hose - 25MM X 50M,Outdoor & Garden,COIL,6,149.00
IND-TRO-BRI-236,Glotool Bricklaying Trowel (2-3) 6,Hand Tools,DOZ,3,47.90
LETR-PUNC-50731060,Nietz A-z Letter Punches 6MM 50731060,Signage & Numbering,SET,1,129.00
NIE-SOC-HAN-DEE-12P-1/2-17MM,Nietz Dr Deep Cr Socket (12PT) 50045017 17MM,Electrical,PCS,1,17.90
NIP-EAS-5874-7L,7L Easycoat Emulsion 5874 Oyster Grey,Paint & Sundries,CAN,1,59.50
PVC-SPONGE-MATE-CX1200,"48""X66 PVC Sponge Mat",Packaging,PCS,69,18.80
SIN-CAV-CA819,S/s Laundry Sink,Kitchen & Sinks,PCS,1,185.00
TOO-DRV-BLI-IMP-4(-),"Blimax Impact Screw DRIVER-4""X6MM (-)",Power Tools,PCS,10,7.30
"TOO-DRV-STA-PH2-1/4""X06""-9960651690","Cushion Grip S/dr PHILIPS-1/4""X6""X2PT ( 2X150MM)",Power Tools,PCS,30,13.20
TOO-LEV-W0093B400,Aluminium Level (400MM),Power Tools,PCS,4,18.90
TOO-NIE-SOC-KEY-L08MM,Nietz 1/2 IN Drive Long Allen Bxsocket 50240108 8MM,Power Tools,PCS,2,22.00
X-LOC-SGD-PL300-60MM-4PCS,60MM St. Guchi Armoured Padlock KA-4PCS PL300,Locks & Security,SETS,1,289.00
ADH-TAP-WIR-SINO-24X20,Sino PVC Tape,Chemicals & Adhesives,ROLL,106,3.30
BOS-1600-A01-03S,Keyless Chuck For Gsr 120 (c),Power Tools,PCS,1,79.00
ELE-CAB-WIR-ML-2.5MM-GRE,ML PVC Cable Green,Electrical,ROLL,5,129.00
NIE-JOI-UNI-12MM,Nietz Dr Universal Joint 1/2 50046840,Hand Tools,PCS,4,27.50
SINK-TAP-K2B-LT8516H,Luxtec Flexible Hose Wall Sink Tap,Kitchen & Sinks,PCS,3,47.90
TAP-PRE-TK-3016Q,Premio: Pillar Sink Tap TK-3016Q,Kitchen & Sinks,PCS,1,149.00
TOO-DRI-SET-WK-PWT-5502,Worker 12V Cordless Drill,Power Tools,SET,4,169.00
TOPLUS-HIG-GLO-5L-B,5L Toplus High Gloss B Base,Paint & Sundries,CAN,10,88.90
TOPLUS-HIG-GLO-5L-D,5L Toplus High Gloss D Base,Paint & Sundries,CAN,8,109.00
WEL-ELE-KOB-LB52-4.0MM,Kobelco Welding Electrode LB52 X 4.0MM,Welding,PCK,1,65.90
BOS-2608-603-729,Diamond Blade For Tile,Abrasives & Cutting,PCS,4,28.80
COM-AIR-ACO-AC24L,Air Fighter/ouwenbull 2.5HP 24L Air Compressor,Power Tools,UNIT,1,569.00
FAN-WAL-OS-16WF,Osaki 16 Wall Fan,Fans & Ventilation,SET,7,195.00
FAS-ANC-PJA-0866,Glotool P. J. Anchor 5/16 X 2-5/8,Fasteners & Fixings,BOX,6,64.90
FAS-SCR-DS525HW-MET,10 X 1 Self Drill Screw (500PCS/BOX),Power Tools,BOX,6,67.90
HHD-TOI-SQU-SIPHON,Square PVC Cistern Siphon,Bathroom,PCS,80,14.90
LETR-PUNC-50731050,Nietz A-z Letter Punches 5MM 50731050,Signage & Numbering,SET,1,128.00
PAI-BRU-730-50MM,T&t Paint 2,Paint & Sundries,PCS,58,8.30
PAI-ROL-REF-T6010,10 Tech-klon Roller Refill,Paint & Sundries,PCS,29,13.90
SWI-T/SOC-MS3244-3-3M4G,Morries Extension Socket 4G 3M W Neon (blue),Electrical,PCS,12,52.90
"TOO-NIE-SOC-HAN-1/2""-11MM",Nietz Dr Chrome Socket (12PT)50043011 11MM,Electrical,PCS,2,7.80
TOO-PLI-LOC-GT250,Glotool Locking Plier 10,Hand Tools,PCS,8,15.80
"TOO-PLI-LOS-NOS-GT8""",Glotool Long Nose Plier 8,Hand Tools,PCS,9,11.90
X-ELE-CEI-LIG-1721/1-32PCS,1721/1 L/ceiling Lamp With I/c Control,Lighting,PCS,1,288.00
X-ELE-CEI-LIG-1721/2-32PCS,1721/2 L/ceiling Lamp With I/c Control,Lighting,PCS,1,288.00
BUT-NUL-ANC-METAL-MB0830,Metal Butterfly Anchor (10PCS/PCK),Fasteners & Fixings,PCK,10,2.20
DC-DCJZ2050IDE,Cordless Brushless Driver/hammer Drill 20V (2.0AH X2/2A) / DCJZ2050I,Power Tools,SET,1,559.00
FAN-WAL-HOOK-31183,Wall Fan Bracket,Fans & Ventilation,PCS,32,4.00
FAS-SCR-ZPH-DSMHO525-BOX-500PCS,Sr Zph Self Drilling Screw (500PCS/BOX) DSM-HO525,Fasteners & Fixings,BOX,10,59.00
"GLA-4MMX6""X24""","6""X24""X4MM Figured Glass",Building Materials,PCS,192,4.90
GUM-PVC-OCI-100G,Sr Oci PVC Gum 100G,Chemicals & Adhesives,TIN,79,7.20
KGR-PAI-ROA-LIN-3103,5L Kangaroo Road Line Marking Pai,Paint & Sundries,TIN,4,118.00
SWI-T/SOC-MS3255-3-3M5G,Morries Extension Socket 5G 3M W Neon (blue),Electrical,PCS,11,56.90
TOO-CHI-WOO-GT012,Glotool Wood Chisel 1/2,Hand Tools,PCS,12,8.50
TOO-LEV-W0093A300,Aluminium Level (300MM),Power Tools,PCS,4,16.90
TRA-SOC-METAL-125504,Taicon 1G 70/0076 Metal Trailing Socket 8M (125504),Electrical,PCS,5,63.50
VAL-SAN-SW-SS-AV-78,Saniware Angle Valve-blue,Plumbing,PCS,1,18.00
BLO-GWC1820PCF,Black+decker Power Boost Blower 18V,Power Tools,UNIT,1,459.00
BOS-1619-PC0-389,Carbon Brush Gsb 600 (c),Power Tools,PCS,4,10.90
BOS-2608-600-272,7 Cutting Disc,Abrasives & Cutting,PCS,14,6.90
DC-DCPL208AM,Cordless Brushless Impact Drive 20V (2.0AH X2/2A),Power Tools,SET,1,529.00
DC-Z1J-FF02-13,Electric Impact Drill / DZJ02-13,Power Tools,SET,3,179.00
ELE-SOL-W0301C,Ex Heat Electric Solder Iron 60W,Home Appliances,PCS,4,26.50
GUN-TRA-ST64,Meite H/duty Pneumatic,Power Tools,PCS,1,549.00
HOS-GAR-ORA-GREENLAND-16MMX30M,Garden Hose - Gre/blk 2LAYER 16MMX3.0MMX30M,Outdoor & Garden,ROLL,5,105.00
"IND-CAS-SWI-1.25""",1.25 DL5 Tpe 360 Degree Swivel Caster,Fishing & Tackle,PCS,22,8.80
LOC-SAN-PB26332MM,Sanlock Pb Pad 32MM,Locks & Security,DOZ,3,72.90
MIR-CAB-CBM1030,Cabana Mirror (black),Bathroom,UNIT,1,149.00
MIR-CAB-CBM105-BL,Cabana Mirror CBM105-BL,Bathroom,PCS,1,149.00
SIN-MUD-8048,Double Bowl (8048) (L800MM X X D250MM),Kitchen & Sinks,SET,1,198.00
TOO-CHI-WOO-GT025,Glotool Wood Chisel 1,Hand Tools,PCS,10,10.90
"TOO-DRV-BLI-IMP-4""(+)","Blimax Impact Screw DRIVER-4""X6MM (+)",Power Tools,DOZ,1,74.90
"TOO-NIE-SOC-HAN-1/2""-27MM",Nietz Dr Chrome Socket (12PT)50043027 27MM,Electrical,PCS,1,16.90
TOO-PLI-JOI-WNS506E,Slip Joint Pliers 150MM,Power Tools,PCS,5,11.20
"TOO-VIC-GLO-4""",Glotool Bench Vice 4,Hand Tools,PCS,1,145.00
"IND-CAS-SWI-BRA-1.25""",1.25 DL5 Tpe 360 Degree Swivel Caster W Brakes,Fishing & Tackle,PCS,19,9.50
KGR-REM-PAI-500ML,910 Kangaroo Paint Remover,Paint & Sundries,TIN,18,24.50
KOYA-GLU-5508,Koya White Glue - 500ML (P-5508),Chemicals & Adhesives,PCS,25,13.90
LETR-PUNC-50731040,Nietz A-z Letter Punches 4MM 50731040,Signage & Numbering,SET,1,108.00
NIE-SOC-HAN-DEE-12P-1/2-11MM,Nietz Dr Deep Cr Socket (12PT) 50045011 11MM,Electrical,PCS,1,16.20
TAP-PIL-JOPEX-QSTP01W,Jopex Pillar Sink,Kitchen & Sinks,PCS,4,23.90
TAP-SINK-QXY-AT-5045,QXY-AT-5045: Arc / Wall Sink Tap,Kitchen & Sinks,PCS,1,135.00
TOI-PUS-BOT-CJPB5000,38MM Single Push Button,Bathroom,PCS,8,12.80
"TOO-NIE-SOC-HAN-1/2""-26MM",Nietz Dr Chrome Socket (12PT)50043026 26MM,Electrical,PCS,1,16.50
TOO-PLI-PUMW5012,Water Pump Pliers 300MM,Pumps & Water,PCS,2,31.50
TOO-WRE-PIP-A1200MM,Glotool Pipe Wrench American Type 48,Hand Tools,PCS,1,135.00
TOW-CON-MIN66A52,13 X30 Cotton Face Towel (37G) -min (PCS),Bathroom,PCS,24,4.30
X-TAB-LAM-016TL-WH,Table Lamp 016-WH,Lighting,PCS,2,69.90
BOS-1617-000-525,Carbon Brush Gbh 2-26 Dre/dfr,Power Tools,SET,2,18.50
CIMA-2933/2,2933-2 L/ceiling Lamp (32W DL)+(32W Ww) W Ic Control,Lighting,SET,10,142.00
DC-DSM17-100B,Angle Grinder / DSM17-100B,Power Tools,SET,2,229.00
DC-DVC12,12L Vacuum Cleaner (1200W),Chemicals & Adhesives,SET,2,238.00
FLO-PVC-NO-11118,PVC Flooring No. K11118,Flooring,ROLL,8,164.00
HOS-GAR-ORA-GREENLAND,Mark-x Single Layer Hose Orange 16MMX2MMX10M,Outdoor & Garden,ROLL,20,21.90
IND-FIL-2.4KG,Worker PVC Stretch Film,Building Materials,ROLL,28,40.90
LOC-SGD-HL99-50MM,Hard Anti Cut Padlock,Locks & Security,PCS,42,32.00
OIL-MOT-4T-AX3 40-1L,Advance 4T AX3 40 (sf) - 1L,Automotive,BTL,42,22.90
PAI-HAN-CRI-4M,4M Cristin Telescope,Paint & Sundries,PCS,13,54.90
PYE-WOO-VAR-4L,PYE Wood VARNISH-4LITRE,Paint & Sundries,TIN,4,108.00
SWI-CON-TC-10506,Taicon Power Supply (low Noise) 16.6A 12V 200W,Electrical,PCS,1,49.50
"TOO-DRV-BLI-IMP-6""(-)","Blimax Impact Screw DRIVER-6""X6MM (-)",Power Tools,PCS,8,7.60
TOO-FIL-BCC-4.8200MM,Bahco Chain Saw File 168-8-4.8-3P 3/161IN (CARD),Hand Tools,CARD,10,20.90
VAC-MID-MVC-V18K-BG,Midea Bagless Canister Vacuum Cleaner 1800W Black,Chemicals & Adhesives,PCS,2,239.00
"ACE-HAM-ANC-1/4' X 1 1/2""",Ace Hammer Drive Anchor 640 1/4 X 1 1/2 (10PCS/PCK) (BOX),Hand Tools,BOX,2,99.90
ADH-ELE-3G,X'traseal Super Glue (economy PACK)3GX12 (DOZ),Chemicals & Adhesives,DOZ,24,18.50
BAT-CHA-20A-12/24V,20A Battery Charger,Electrical,UNIT,2,235.00
"BBQ-IEM-PRE-2250CB-22""",Iemseb Premium 22 Kettle Grill Charcoal Bbq Set,Home Appliances,UNIT,2,798.00
BRU-HAN-GLO-462091,Glotool 462091-3008 H/brush - Brass,Other,PCS,19,5.70
DC-M1B-FF-82X1,Electric Planer,Power Tools,SET,2,235.00
"DL5SS-HOS-NIPP-1/2""X12MM",DL5 Hose Nipple 1/2 X 12MM,Outdoor & Garden,PCS,7,8.20
GAS-BUT-GT230G,Glogas Butane Gas Cartridge,Home Appliances,CAN,257,4.90
LET-BOX-S/S-FX-918,S/steel Letter Box (FX-918),Doors & Hardware,UNIT,2,238.00
SHH-BLK-HOSE-9MMX2MM-S-9MTR/PCKT,Black Hose (9MMX2MM),Outdoor & Garden,MTR,9,49.90
SWI-SOC-ELE-TSB913,13A Universal Track Socket Blue-red LED (B913),Lighting,PCS,2,52.90
SWI-SOC-ELE-TSBL13,13A Flat Pin Tracks Socket Blue-red LED (BL13),Lighting,PCS,2,52.90
SWI-SOC-ELE-TSR13,13A Flat Pin Tracks Socket Red-blue LED (R13),Lighting,PCS,2,52.90
TAP-CAB-CB65SS-BL,Cab Basin Cold Tap-matt Blk,Bathroom,PCS,2,59.00
TOO-COM-GLO-07MM,Glotool Combination Wrench 07MM,Hand Tools,PCS,4,3.90
TOO-WRE-ADJ-GT300,Glotool Adjustable Wrench 12,Hand Tools,PCS,6,19.90
TOO-WRE-KPT-14SHM,Kawasaki Impact Wrench - Kpt,Power Tools,UNIT(S),1,469.00
WOO-PLY-5.2MM,Plywood 5.2MM X 4 X 8,Building Materials,PCS,46,39.50
WOR-CUT-WK-PWT-5510,Worker 1200W 4 Cutting,Power Tools,UNIT,3,198.00
ADH-TAP-FIB-GLO,Glotool Fibre Glass Tape 50MM X 70M,Building Materials,ROLL,10,9.50
BAT-ENE-SHD-C2PC,Eveready Shd C 2 Pc,Electrical,PCS,28,6.80
BOS-1619-P20-086,Carbon Brush For Gbm 350,Power Tools,SET,3,10.90
BOS-2608-603-309,Diamond Cutting Blade Segmented,Power Tools,PCS,1,32.50
DRI-BIT-2500-36P-PH2,Best PH2 X 36MM Impact Driver Bit,Power Tools,PCS,14,3.90
ELE-CEI-LIG-2847/2WH,L/ceiling Lamp,Lighting,SET,1,159.00
GAR-HOE-RED-IND-3551C-2.5LBS,2 - Red Indian Hoe Head,Outdoor & Garden,PCS,9,39.50
LOC-SEC-SHE-N60MM,Shenling Top Security Lock 60MM-NEW,Locks & Security,PCS,10,13.30
PYE-WOO-VAR-250ML,PYE Wood VARNISH-250ML,Paint & Sundries,TIN,4,13.50
SHO-CAB-CSH28211,"Cabana ABS Rain Shower Head (200X200-8"")",Bathroom,UNIT,1,117.00
TAP-WAL-JOPEX-QSTW01W,Jopex Sink Tap,Kitchen & Sinks,PCS,4,24.80
TOO-WRE-ADJW375,Adjustable Wrench 375MM,Hand Tools,PCS,2,97.50
X-ELE-CEI-LIG-3011/96W 3CLR,Ceiling Light 3CLR 3011-96W,Lighting,PCS,1,149.00
BOX-ICE-200LTR,Insulated Ice Box (ks) 200LTR,Housewares,PCS,3,429.00
