source_position,item_code,uom,display_name,state,tiers_tried,last_red
869,FIT-BUT-STR-COU-25MMX20MM,PCS,Buteline PE Straight Inline Coupling 25MMX20MM,open,,red:shared_image/hash_collision
919,FIT-BUT-STR-20X20MM,PCS,Buteline PE Straight,open,,red:model_absent
855,BAT-ENE-HD-D2PCS,PCK,Eveready HD D 2 Pc,open,,red:model_absent
406,BUL-FFL-60W-E27-FROST,PCS,Taicon Standard Bulb E27 Frosted 60W,open,,
582,"FIT-BUT-STR-FEM-SWI-25MMX1/2""",PCS,Buteline 25MMX1/2 PE Straight Female Swivel,open,,red:model_absent
519,ADH-TAP-WIR-6.5YD-RED-ROLL,ROLL,Glotool Wire Tape - Red (10PCS/ROLL),open,,
879,ADH-TAP-CLO-BLA,PCS,Glotool Cloth Tape 48 MM X 7 Yd - Black,open,,
880,ADH-TAP-CLO-GRE,PCS,Glotool Cloth Tape 48 MM X 7 Yd - Green,open,,
915,ADH-TAP-CLO-YEL,PCS,Glotool Cloth Tape 48 MM X 7 Yd - Yellow,open,,
447,BUL-FFL-25W-E27-FROST,PCS,Taicon Standard Bulb E27 Forsted 25W,open,,
540,HOL-TUB-T8-G13,PCK,Taicon T8 G13 LED Single Tube Holder Only (2PCS/PCK),open,2,
720,"FAN-BLA-LWD-12""",PCS,Taicon Fan Blade 12 (0055),open,2,
684,ELE-D/L-MGM-MQTL1119-RD,PCS,"Mgm 6""/RD LED Panel Light (sr) MQTL1119-Y/15W 15W/6500K",open,2,
597,"FIT-BUT-ELB-FEM-SWI-25MMX3/4""",PCS,Buteline 25MMX3/4 PE Elbow Female Swivel,open,,
552,"FIT-BUT-STR-HOS-20MMX1/2""",PCS,Buteline 20MMX1/2 PE Straight Hose Plate,open,,
962,ADH-TAP-CLO-RED,PCS,Glotool Cloth Tape 48 MM X 7 Yd - Red,open,2,
680,BOS-2608-608-T75,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G500-8,open,2,
692,"FIT-BUT-ELB-FEM-SWI-1/2""BSPTX20",PCS,"Buteline 1/2""BSPTX20 PE Elbow Female Swivel",open,,
922,ADH-TAP-WAR50,ROLL,Glotool Warning Tape 50MM X 50M,open,2,
966,IND-CEM-GREY-20KG,BAG,Topfit Adhesive Cement Grey,open,2,
587,ADH-TAP-WIR-6.5YD-BLK-ROLL,ROLL,Glotool Wire Tape - Black (10PCS/ROLL),open,2,
754,"FIT-BUT-STR-FEM-SWI-20MMX1/2""",PCS,Buteline 20MMX1/2 PE Straight Female Swivel,open,,
577,PAI-SPR-SAM-81,PCS,Samurai Spray Paint Metalic Black,open,3,
665,"FIT-BUT-STR-FEM-SWI-25MMX3/4""",PCS,Buteline 25MMX3/4 PE Straight Female Swivel,open,,
807,SWI-ADA-MUL-941N-3W,PCS,Taicon Multi 3WAY Adaptor With Neon 941N,open,,
882,ELE-D/L-PHI-E27-6.5W,PCS,Philips Essential Stick E27 6.5W LED Bulb,open,,
496,PAI-SPR-SAM-PR-500,PCS,Samurai Spray Paint Paint Remover,open,,
676,BOS-2608-578-118,PCS,Masonry Drill Bit 6MM X,open,,
623,PAI-SPR-SAM-057,PCS,Samurai Spray Paint Fluorescent Red,open,,
889,SWI-SOC-TAICON-TC8211,PCS,Taicon 13A 2G Multi Switch Socket Neon (TC8211),open,,
529,NIP-PHG-1L-MBLK,CAN,1L Platone High Gloss 8103 Matt Black,open,,
547,NIP-PHG-1L-T,CAN,1L Platone High Gloss Tint Base,open,,
872,X-ELE-D/L-OSR-15W-E27,PCS,Osram 15W LED Stick E27,open,,
845,BOS-WEL-0.8MM/1KG,ROLL,Flux Cored Wire 0.8MM 1KGS,open,,
926,IND-SCO-SMR-S512TY,PCS,Samurai King Steel Shovel S512TY (DOZ),open,,
690,BOS-2608-585-890,PCS,Hss-g Cobal Bit 6.5MM,open,,
566,NIP-PHG-1L-D,CAN,1L Platone High Gloss Deep Base,open,,
392,ELE-CAB-WIR-MKK-1.5MM-GREEN,ROLL,MKK Cable 1.5MM (7/0.39MM) Green,open,,
819,SWI-SOC-TAICON-TCU8111,PCS,Taicon 13A 2 USB Multi Switch Socket,open,,
654,PAI-SPR-SAM-45,PCS,Samurai Spray Paint Metalic Red,open,,
481,PAI-SPR-SAM-K1K,PCS,Samurai Spray Paint K1K Clear (coating),open,,
967,SWI-SOC-TAICON-TC8111,PCS,Taicon 13A Multi Switch Socket Noen,open,,
732,SWI-T/SOC-TAI-4G5M,PCS,Taicon 4G Trailing Socket (4050),open,,
752,CIMA-SD-L/SC192Y/24W/WH/DL,SET,Cielo Iv 203Y 36W L/surface D/light (round) Dl,open,,
423,BOS-F016-800-577,PCS,Water Filter (AQT33-10/35-12/37-13),open,,
653,PAI-SPR-SAM-055,PCS,Samurai Spray Paint Fluorescent Orange,open,,
563,NIP-PHG-1L-MWHI,CAN,1L Platone High Gloss 8102 Matt White,open,,
827,BRU-CUP-GDB-75M1015,PCS,Glotool C/brush (b) 75M10*1.5,open,,
963,ADH-TAP-WAR70,ROLL,Glotool Warning Tape 70MM X 70M,open,,
996,HOS-GAR-MARK-X-DB-13MTR,ROLL,Mark-x Gar UV Net Hose 4PLY Dark,open,,
395,NIP-ECO-B,CAN,1L 811-9907 Black B,open,,
902,ELE-D/L-MGM-MQTL1119-RD-3000K,PCS,"Mgm 6""/RD LED Panel Light (sr) MQTL1119-Y/15W 15W/3000K",open,,
672,PAI-SPR-SAM-058,PCS,Samurai Spray Paint Fluorescent Blue,open,,red:model_absent
984,TOO-NIE-PLU-COU-30SH,PCS,Nietz Quick Coupler Socket 30SH,open,,
888,SAF-SPE-GT460,PAIR,Glotool Safety Eyewear Clear,open,,
678,PAI-SPR-SAM-056,PCS,Samurai Spray Paint Fluorescent Yellow,open,,red:model_absent
1042,BOS-2608-585-889,PCS,Hss-g Cobal Bit 6.0MM (SET),open,,
907,BOS-2608-595-068,PCS,Hss-g Metal Bit 6.5MM,open,,
913,SAF-SPE-GT470,PAIR,Glotool Safety Eyewear Black,open,,
400,NIP-QGL-5L-P,CAN,5L Nippon Q-glo Pastel Base,open,,
432,NIP-QGL-5L-A,CAN,5L Nippon Q-glo Accent Base,open,,
795,IND-TRO-NIE-80X450X0.6MM,PCS,Nietz Plastering Trowel 12/60 54643845,open,,
901,BOS-2608-608-T70-N,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G220-8,open,,
951,DRI-SDS-GT02-05160,PCS,Glotool Sds Drill 5 X 160MM,open,,
841,SWI-T/SOC-TAI-2G5M,PCS,Taicon 2G Trailing Socket (2050),open,,
723,PAI-SPR-SAM-040,PCS,Samurai Spray Paint Sparkling Gold,open,,
464,GLO-WEL-GT900/YEL,PAIR,Welding Glove - 900GT/YELLOW,open,,
417,"HOS-FLE-GLO-16""",PCS,Glotool Flexible Tube F1/2 X F12 X 16,open,,
918,DRI-SDS-GT02-65160,PCS,Glotool Sds Drill 6.5 X 160MM,open,,
454,NIP-PHG-5L-MWHI,CAN,5L Platone High Gloss 8102 Matt White,open,,
461,NIP-PHG-5L-T,CAN,5L Platone High Gloss Tint Base,open,,
514,NIP-MAT-15245-7L,CAN,7L Super Matex 15245 Maxtwhite,open,,
615,NIP-UND-9000-1L,CAN,1L Nippon 9000 Undercoat White,open,,
613,NIP-QGL-1L-A,TIN,1L Nippon Q-glo Accent Base,open,,
781,PAI-SPR-SAM-Y017,PCS,Samurai Spray Paint Candy Green,open,,red:http
881,BOS-2608-585-888,PCS,Hss-g Cobal Bit 5.5MM,open,,
945,BOS-2608-608-T73,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G320-8,open,,
414,"HOS-FLE-GLO-24""",PCS,Glotool Flexible Tube F1/2 X F12 X 24,open,,
957,BOS-2608-585-885,PCS,Hss-g Cobal Bit 5.0MM,open,,
408,"HOS-FLE-GLO-18""",PCS,Glotool Flexible Tube F1/2 X F12 X 18,open,,
956,BOS-2608-585-884,PCS,Hss-g Cobal Bit 4.8MM,open,,
952,DRI-SDS-GT02-08160,PCS,Glotool Sds Drill 8 X 160MM,open,,
946,DRI-SDS-GT02-07160,PCS,Glotool Sds Drill 7 X 160MM,open,,
995,DRI-SDS-GT02-55110,PCS,Glotool Sds Drill 5.5 X 110MM,open,,
410,NIP-QLA-5L-P,CAN,5L Nippon Q-lac Pastel Base,open,,
443,NIP-QSH-EXT-5L-P,CAN,5L Nippon Q-shield Extra Pastel Base,open,,
539,NIP-MAT-ULTRA-5L,DRUM,5L Nippon Matex Gold Ultra White,open,,
549,NIP-MAT-9102-7L,CAN,7L Super Matex Bs 9102 White,open,,
610,NIP-VIN-EAS-1L-P,CAN,1L Nippon Vinilex Easywash Pastel Base,open,,
739,PAI-SPR-SAM-039,PCS,Samurai Spray Paint Sparkling Silver,open,,
468,ELE-D/L-MEG-YTA60Z1-10W-3000K,PCS,Megaman A60 E27 LED Bulb YTA60Z1 10W/3000K,open,,
972,NIETZ-MOU-FLA-WHE-57122060,PCS,Nietz Mounted Flap Wheel 57122060,open,,
520,ELE-D/L-MEG-YTG45Z1-3W,PCS,Megaman 3W LED Bulb,open,,
981,DRI-SDS-GT02-65110,PCS,Glotool Sds Drill 6.5 X 110MM,open,,
1000,DRI-SDS-GT02-06110,PCS,Glotool Sds Drill 6 X 110MM,open,,
427,NIP-9000-GF-5L-D,CAN,5L Nippon 9000 Gf Deep Base,open,,
401,NIP-VIN-EAS-5L-P,CAN,5L Nippon Vinilex Easywash Pastel Base,open,,
862,NIP-SEA-5400-05L,CAN,5L Nippon Vinilex 5400 Wall Sealer,open,,
644,NIP-QLA-1L-A,CAN,1L Nippon Q-lac Accent Base,open,,
846,CAR-BRU-875883,PAIR,Brush Pair Type Stanley,open,,
958,BOS-2608-608-T64-N,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G60-8,open,,
987,BOS-2608-608-T69,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G180-8,open,,
773,GAR-CUT-SCI-GT04GS,PCS,Glotool Garden Scissors Gt- 04GS,open,,
833,BOS-2608-578-120,PCS,Masonry Drill Bit 8MM X,open,,
994,DRI-SDS-GT02-06160,PCS,Glotool Sds Drill 6 X 160MM,open,,
760,MIR-GLO-S-GLC4560BLACK,PCS,Alum. Frame Mirror (black),open,,
761,MIR-GLO-S-GLC4560GOLD,PCS,Alum. Frame Mirror (gold),open,,
805,MIR-GLO-S-GLC5050GOLD,PCS,Dia. (round-gold) Alum. Frame Mirror,open,,
804,MIR-GLO-S-GLC5050BLACK,PCS,Dia. (round-black) Alum. Frame Mirror,open,,
705,NIE-SOL-9233,EA,Nietz Picasaf 9233 Solar Panel Signal Lamp Amber,open,,
652,NIP-QGL-1L-P,TIN,1L Nippon Q-glo Pastel Base,open,,
524,PAI-SPR-SAM-KP1,PCS,Samurai Spray Paint KP1 Putty Primer,open,,
825,PAI-SPR-SAM-054,PCS,Samurai Spray Paint Fluorescent Green,open,,
823,MEA-TAP-STA-TYL-5.0M,PCS,5M/16 X 19MM Stanley Tylon Short Tape Rules,open,,
863,PAI-SPR-SAM-Y012,PCS,Samurai Spray Paint Candy Brown,open,,
864,PAI-SPR-SAM-Y112,PCS,Samurai Spray Paint Candy Red,open,,
886,PAI-SPR-SAM-Y111,PCS,Samurai Spray Paint Candy Blue,open,,
499,"HOS-FLE-GLO-08""",PCS,Glotool Flexible Tube F1/2 X F12 X 8,open,,
953,DRI-SDS-GT02-12160,PCS,Glotool Sds Drill 12 X 160MM,open,,
724,"SAN-SCO-KN411-4""-RED",PCK,Round Sanding Scotch 4 Red (2PCS/PCK),open,,
409,NIP-ECO-KX,CAN,1L 811-0018 White Kx,open,,
418,NIP-WTRB-5L-A,CAN,5L Nippon Weatherbond Quartz Accent Base,open,,
480,NIP-QLA-5L-A,CAN,5L Nippon Q-lac Accent Base,open,,
605,NIP-WTRB-1L-P,CAN,1L Nippon Weatherbond Quartz Pastel Base,open,,
460,NIP-9000-GF-5L-A,CAN,5L Nippon 9000 Gf Accent Base,open,,
431,NIP-MAT-ULTRA-18L,DRUM,18L Nippon Matex Gold Ultra White,open,,
622,NIP-9000-GF-1L-P,CAN,1L Nippon 9000 Gf Pastel Base,open,,
671,NIP-QSH-EXT-1L-D,CAN,1L Nippon Q-shield Extra Deep Base,open,,
533,SWI-T/SOC-70/076-5M1G,PCS,Taicon 1G 70/076 Nut Box,open,,
961,NIP-TIM-FIN-1L-TY,CAN,1L Nippon Timber Finish T/yellow Base,open,,
982,ELE-D/L-LSM-72W-3CLR,PCS,LED Source Module 72W-3CLR,open,,
814,BOS-2608-585-894,PCS,Hss-g Cobal Bit 8.0MM,open,,
664,BOS-2608-578-160,PCS,Masonry Drill Bit 16MM X,open,,
896,CUT-HSF-GLO-HS703,PCS,Glotool Hacksaw Frame - HS703,open,,
771,BOS-2608-578-121,PCS,Masonry Drill Bit 10MM X,open,,
917,DRI-SDS-GT02-13160,PCS,Glotool Sds Drill 13 X 160MM,open,,
947,DRI-SDS-GT02-12260,PCS,Glotool Sds Drill 12 X 260MM,open,,
932,BOS-2608-578-119,PCS,Masonry Drill Bit 6.5MM X,open,,
746,BOS-0601-072-9K0,UNIT,Glm 40 Laser Rangefinder,open,,
534,FAN-CEI-DEKA-CF5DCL56MB12,UNIT,Deka Ceiling Fan F5 Dcl~pro Matt Blk 56,open,,
433,NIP-WTRB-5L-D,CAN,5L Nippon Weatherbond Quartz Deep Base,open,,
320,GRA-SAN-SWFG-SS304-6602,PCS,Saniware Floor Grating (150X150MM) SWFG-SS304-6602,open,,
642,NIP-9000-GF-1L-A,CAN,1L Nippon 9000 Gf Accent Base,open,,
715,NIP-FLO-DRE-1L,CAN,1L Nippon Floor Dressing (gloss),open,,
584,NIE-SOC-IMP-DEE-1/2-18MM,PCS,Nietz Deep Impact Socket (6PT) 50142018 18MM,open,,
663,BOS-1607-014-145,SET,Carbon Brush GWS750,open,,
476,"HOS-FLE-GLO-36""",PCS,Glotool Flexible Tube F1/2 X F12 X 36,open,,
798,DRI-SDS-GT02-18210,PCS,Glotool Sds Drill 18 X 210MM,open,,
970,BOS-2608-578-117,PCS,Masonry Drill Bit 5.5MM X,open,,
782,"SAN-SCO-KN411-4""-GRE",PCK,Round Sanding Scotch 4 Green (2PCS/PCK),open,,
645,NIP-9000-GF-1L-D,CAN,1L Nippon 9000 Gf Deep Base,open,,
791,NIP-WTRB-WHI-15004-5L,CAN,5L Nippon Weatherbond 15004 Ws White,open,,
574,NIP-SEA-5200-05L,CAN,5L Nippon Vinilex 5200 Wall Sealer,open,,
607,LOC-YALE-Y124B-60-1,UNIT,Yale Satin Chrome Boron Shackle Padlock Y124B-60-1,open,,
894,COC-BIB-SRTWT2215,PCS,Sorento 1/2 Hose Bib Tap - SRTWT2215,open,,
710,BOS-2608-585-903,PCS,Hss-g Cobal Bit 12.0MM,open,,
973,SWI-T/SOC-TAI-5G5M,PCS,Taicon 5G Trailing Socket (5050),open,,
551,SWI-T/SOC-40/016-4G,PCS,Taicon 4G 40/016 Nut Box,open,,
616,SWI-T/SOC-40/016-2G,PCS,Taicon 2G 40/016 Nut Box,open,,
815,BOS-2608-585-896,PCS,Hss-g Cobal Bit 9.0MM,open,,
909,CUT-SCI-SK5-54113203,PCS,Nietz SK5 Scissors 54113203 8IN,open,,
964,BOS-2608-684-775,PCS,Hexagon Flat Chisel (17X280MM),open,,
488,"HOS-FLE-GLO-48""",PCS,Glotool Flexible Tube F1/2 X F12 X 48,open,,
748,BOS-2608-578-122,PCS,Masonry Drill Bit 12MM X,open,,
498,TOR-ENE-LED-2AAW,PCK,Eveready Opp LED 2AA W Batt,open,,
998,NIETZ-MOU-FLA-WHE-57152120,PCS,Nietz Mounted Flap Wheel 57152120,open,,
954,DRI-SDS-GT02-13260,PCS,Glotool Sds Drill 13 X 260MM,open,,
955,BOS-2608-578-159,PCS,Masonry Drill Bit 9MM X,open,,
484,NIP-ECO-D,CAN,1L 811-5511 Phthalo Green D,open,,
515,NIP-QSH-EXT-5L-T,CAN,5L Nippon Q-shield Extra Tint Base,open,,
716,NIP-VIN-EAS-1L-A,CAN,1L Nippon Vinilex Easywash Accent Base,open,,
717,NIP-VIN-EAS-1L-T,CAN,1L Nippon Vinilex Easywash Tint Base,open,,
887,RUB-TAE11-M310,UNIT,Rubine Rch-sirocco-bl Cooker Hood,open,,
709,BOS-0601-596-0L0,UNIT,Gho 6500 Planer,open,,
387,STA-GRI-STGS8100,UNIT,Stanley Grinder 4 850W,open,,
521,NIP-SAT-GLO-5L-P,CAN,5L Nippon Satin Glo Pastel Base,open,,
575,FAN-CEI-PSN-F-M15A0VBWH,PCS,Panasonic 60 Basic C Fan,open,,
731,NIP-TIM-FIN-5L-T/RED,CAN,5L Nippon Timber Finish T/red Base,open,,
860,ELE-LED-FLO-IP66-150W-6500K-NEW,PCS,LED Floor Light -150W New,open,,
908,BOS-BAT-1600-A00-HR3,PCS,Battery Charger,open,,
935,COC-BIB-SRTWT2216,PCS,Sorento 1/2 Hose Bib Tap - SRTWT2216,open,,
655,BOS-2608-585-593,PCS,Hss-g Metal Bit 14MM,open,,
730,NIP-QLA-1L-P,CAN,1L Nippon Q-lac Pastel Base,open,,
758,NIP-QSH-EXT-1L-P,CAN,1L Nippon Q-shield Extra Pastel Base,open,,
765,TAR-SHT-GT2-09X15,SHT,Glotool PE Tarp Sheet - 9 X 15 (GT02),open,,
612,SWI-T/SOC-40/016-3G,PCS,Taicon 3G 40/016 Nut Box,open,,
606,BOS-F016-F04-558,PCS,Cutting Line Cartridge For Art 23SL,open,,
898,TOO-HAM-SLE-GT04LB,PCS,Glotool Sledge Hammer 4LB,open,,
407,ELE-D/L-TC-2260-24W-4000K,PCS,Taicon 24W Adjusted LED Dl Round (TC-2260),open,,
899,BOS-2608-595-081,PCS,Hss-g Metal Bit 12.0MM,open,,
948,DRI-SDS-GT02-16210,PCS,Glotool Sds Drill 16 X 210MM,open,,
936,DRI-SDS-GT02-14260,PCS,Glotool Sds Drill 14 X 260MM,open,,
399,NIP-ECO-T,CAN,1L 811-2336 Medium Yellow T,open,,
424,NIP-ECO-A,CAN,1L 811-2573 Or Yel A,open,,
425,NIP-ECO-V,CAN,1L 811-0422 Magenta V,open,,
495,NIP-WTRB-5L-T,CAN,5L Nippon Weatherbond Quartz Tint Base,open,,
528,NIP-ECO-E,CAN,1L 811-7214 Phthalo Blue E,open,,
543,NIP-QGL-5L-T,CAN,5L Nippon Q-glo Tint Base,open,,
558,NIP-QSH-EXT-5L-A,CAN,5L Nippon Q-shield Extra Accent Base,open,,
789,NIP-QGL-1L-D,TIN,1L Nippon Q-glo Deep Base,open,,
649,ELE-CAB-FLE-C70763CW-ROLL,ROLL,Taicon 70/076 X Flexible Tube,open,,
513,NIP-9000-GF-5L-P,CAN,5L Nippon 9000 Gf Pastel Base,open,,
943,BOS-0601-1A9-5L0,UNIT,Gbm 350 Drill,open,,
883,NIP-FLO-5L-P,CAN,5L Nippon Floor Coating Pastel Base,open,,
618,RAINBOW-G888-1KG-999,BTL,1KG Nippon Gold Paint 999 Gold,open,,
323,SHO-SOR-SRTSA850-RG,PCS,Sorento 450MM Shower Arm 450MM (rs+mb),open,,
818,SHO-SAN-SWP-SH-601,SET,Saniware Premier ABS Rain Shower Head With Arm,open,,
674,BAS-SOR-SRTBK7003-HP,PCS,Sorento S/s Basket Satin - SRTBK7003-HP,open,,
675,BAS-SOR-SRTBK7004-HP,PCS,Sorento S/s Basket Satin - SRTBK7004-HP,open,,
683,BOS-2608-585-594,PCS,Hss-g Metal Bit 15MM,open,,
351,GRA-SAN-SWFG-SS304-6603,PCS,Saniware Floor Grating (150X150MM) SWFG-SS304-6603,open,,
722,NIP-WTRB-1L-A,CAN,1L Nippon Weatherbond Quartz Accent Base,open,,
718,NIP-WTRB-1L-T,CAN,1L Nippon Weatherbond Quartz Tint Base,open,,
751,BOS-2608-585-905,PCS,Hss-g Cobal Bit 13.0MM,open,,
769,NIP-SAT-GLO-1L-P,CAN,1L Nippon Satin Glo Pastel Base,open,,
790,NIP-QSH-EXT-1L-T,TIN,1L Nippon Q-shield Extra Tint Base,open,,
635,NIE-SOC-IMP-DEE-1/2-22MM,PCS,Nietz Deep Impact Socket (6PT) 50142022 22MM,open,,
651,NIE-SOC-IMP-DEE-1/2-19MM,PCS,Nietz Deep Impact Socket (6PT) 50142019 19MM,open,,
666,NIE-SOC-IMP-DEE-1/2-16MM,PCS,Nietz Deep Impact Socket (6PT) 50142016 16MM,open,,
934,CLI-BAT-CLI-200AMP-54101200,SET,Nietz Battery Clamp 54101200,open,,
707,TOO-AXE-GLO-1.25LB,PCS,Glotool Axe 1.1/4LB,open,,
834,BOS-2608-578-123,PCS,Masonry Drill Bit 14MM X,open,,
923,DRI-SDS-GT02-18260,PCS,Glotool Sds Drill 18 X 260MM,open,,
768,"NIE-SOC-IMP-1/2""-14MM",PCS,Nietz Dr Impact Socket (6PT) 50140014 14MM,open,,
893,BOS-2608-603-707,PCS,Flexible Flap Disc 100MM P320,open,,
900,BOS-2608-603-702,PCS,Flexible Flap Disc 100MM P100,open,,
553,"HOS-FLE-GLO-20""",PCS,Glotool Flexible Tube F1/2 X F12 X 20,open,,
550,NIP-QSH-EXT-5L-D,CAN,5L Nippon Q-shield Extra Deep Base,open,,
554,NIP-QLA-5L-D,CAN,5L Nippon Q-lac Deep Base,open,,
757,NIP-QLA-1L-D,CAN,1L Nippon Q-lac Deep Base,open,,
764,NIP-SAT-GLO-1L-A,CAN,1L Nippon Satin Glo Accent Base,open,,
457,BOS-AA-MIG200,SET,Inverter Welding Machine 200A,open,,
747,BOS-0611-2A6-0L0,UNIT,Gbh 220 Rotary Hammer,open,,
535,FAN-PSN-F-M14C5VBPH,PCS,Panasonic Bayu 4 Black,open,,
820,BOS-0601-2A7-0L0,UNIT,Gst 700 Jigsaw,open,,
479,NIP-QGL-15L-P,DRUM,15L Nippon Q-glo Pastel Base,open,,
910,NIP-SEA-5400-20L,DRUM,18L Nippon Vinlex 5400 Wall Sealer,open,,
980,BOS-0601-1A0-3L0,UNIT,Gsb 600 Impact Drill,open,,
792,TAP-SAN-SWP-B-3202,PCS,Basin Pillar Cold Tap SWP-SS-304-3202,open,,
604,NIP-SAT-GLO-5L-A,CAN,5L Nippon Satin Glo Accent Base,open,,
573,NIP-SAT-GLO-5L-D,CAN,5L Nippon Satin Glo Deep Base,open,,
576,NIP-VIN-EAS-5L-T,CAN,5L Nippon Vinilex Easywash Tint Base,open,,
304,COC-BAS-SRTWT7445,PCS,Sorento Basin Cold Tap - SRTWT7445,open,,
588,NIP-UND-9000-5L,CAN,5L Nippon 9000 Undercoat White,open,,
609,NIP-QGL-5L-D,CAN,5L Nippon Q-glo Deep Base,open,,
636,NIP-SEA-5100-05L,CAN,5L Nippon Vinilex 5100 Wall Sealer,open,,
895,COC-SOR-SRTWT2203,UNIT,Sorento Pillar Mounted Kitchen,open,,
327,BAS-SAN-WB-206,PCS,Saniware Wall Hung Basin-above Counter Mounting (440X355X170MM),open,,
335,TOW-SRT449-RG,PCS,Sorento 75CM S/s Towel BAR Matt Blk,open,,
682,LOC-YALE-Y120-50-1,UNIT,Yale Boron Shackle Padlock,open,,
354,TAP-SAN-SWS-304-3960,PCS,Saniware Sliver Basin Sink Tap,open,,
564,SWI-T/SOC-70/076-5M4G,PCS,Taicon 4G 70/076 Nut Box,open,,
379,TOI-HOL-SAN-SWP-BF-3703,PCS,Saniware Toilet Paper Holder (165X80X135MM),open,,
774,"NIE-HAN-RAT-1/2""",PCS,Nietz Oval Head Ratchet Hdl 50048124 24T,open,,
542,"NIE-SOC-IMP-1""-33MM",PCS,Nietz 1 IN Dr Impact Socket (6PT) 50170033 33MM,open,,
571,"NIE-SOC-IMP-1""-32MM",PCS,Nietz 1 IN Dr Impact Socket (6PT) 50170032 32MM,open,,
413,GRA-SAN-SWFG-SS304-6601,PCS,Saniware Floor Grating (150X150MM) SWFG-SS304-6601 SUS304,open,,
624,SWI-T/SOC-70/076-5M3G,PCS,Taicon 3G 70/076 Nut Box,open,,
884,NIP-QSH-EXT-1L-A,TIN,1L Nippon Q-shield Extra Accent Base,open,,
504,GRA-SAN-SWFG-SS304-6608,PCS,Saniware Premier Floor Grating (150*150*0.8),open,,
933,BOS-2608-595-083,PCS,Hss-g Metal Bit 13.0MM,open,,
670,NIE-SOC-IMP-DEE-1/2-24MM-2,PCS,Nietz Deep Impact Socket (6PT) 50142024 24MM,open,,
691,BOS-2610-391-290,SET,"Carbon Brush Gsb 10RE, 13RE & 16RE",open,,
733,TOO-AXE-GLO-2LB,PCS,Glotool Axe 2LB,open,,
749,TOO-AXE-GLO-1.5LB,PCS,Glotool Axe 1.1/2LB,open,,
567,SPR-BID-SWSB-ABS-262,PCS,Saniware ABS Spray Bidet Only,open,,
822,BOS-1619-P11-715,SET,Carbon Brush Gws 900- 100S,open,,
1401,IND-SCO-SMR-S503TY,PCS,Samurai King Steel Shovel S503TY (PCS),open,,
851,STA-HAN-GRI-N401305,PCS,Side Handle Type,open,,
806,"NIE-SOC-IMP-1/2""-21MM",PCS,Nietz Dr Impact Socket (6PT) 50140021 21MM,open,,
858,BOS-2608-603-700,PCS,Flexible Flap Disc 100MM P60,open,,
617,"HOS-FLE-GLO-12""",PCS,Glotool Flexible Tube F1/2 X F12 X 12,open,,
455,NIP-QSH-EXT-20L-D,DRUM,18L Nippon Q-shield Extra Deep Base,open,,
466,NIP-QSH-EXT-20L-A,DRUM,18L Nippon Q-shield Extra Accent Base,open,,
485,NIP-QSH-EXT-20L-T,DRUM,18L Nippon Q-shield Extra Tint Base,open,,
494,NIP-QGL-15L-T,DRUM,15L Nippon Q-glo Tint Base,open,,
546,NIP-ECO-F,CAN,1L 811-1046 Red Oxide F,open,,
559,NIP-SAT-GLO-5L-T,CAN,5L Nippon Satin Glo Tint Base,open,,
593,NIP-ECO-C,CAN,1L 811-1810 Yellow Oxide C,open,,
611,NIP-VIN-EAS-5L-A,CAN,5L Nippon Vinilex Easywash Accent Base,open,,
763,NIP-9000-GF-1L-T,CAN,1L Nippon 9000 Gf Tint Base,open,,
835,DC-DCZC04-24EK,SET,Cordless Brushless Rotary Hammer 20V (4.0AH X2/4A),open,,
428,NIP-WTRB-18L-P,DRUM,18L Nippon Weatherbond Quartz Pastel Base,open,,
462,NIP-SAT-GLO-18L-P,DRUM,18L Nippon Satin Glo Pastel Base,open,,
843,BOS-0601-9F3-0L3,UNIT,Gsb 120 Bat. Impact Drill,open,,
916,BOS-0601-1A0-3L1,UNIT,Gsb 600 Impact Drill (set),open,,
626,FAN-CEI-DEKA-CCML34MG12,UNIT,Deka Ceiling Fan Concept Mini~l~ Magnesium,open,,
396,STA-DRI-SDH600KP,UNIT,Stanley 600W 13MM Impact Drill + Acc Set,open,,
965,BOS-CF-1033,SET,219PCS Everise Rotary Tool & Accesories Set,open,,
411,STA-POL-KP600-152MM,UNIT,Black+decker Car Waxer/polisher,open,,
808,TAP-SAN-SWP-B-3202-GM,PCS,Basin Pillar Cold Tap SWP-SS-304-3202-GM,open,,
305,COC-BAS-SRTWT7447-RG,PCS,Sorento Basin Cold Tap - SRTWT7447-RG,open,,
312,SHO-SOR-SRTSS8720,PCS,Sorento Sliding BAR Shower Set - SRTSS8720,open,,
695,STA-SCR-SCS4K,UNIT,Stanley Lithium Screwdriver 4V,open,,
315,TAP-SAN-SWP-B-2525,PCS,Saniware Premier Concealed Bath Shower Cold Tap,open,,
608,NIP-HYD-WOD-MET-5L,CAN,5L Nippon Hydro Wood & Metal Primer,open,,
697,FAN-WAL-KHI-FW16JR,SET,Khind 16 Remote Control Wall Fan (light Grey),open,,
598,NIP-SEA-5170-5L,CAN,5L Nippon Acrylic 5170 Wall Sealer,open,,
