item_code,uom,display_name,category,stock_qty,price_myr,priority_score,priority_tier,detected_brand,detected_model,suggested_family_key,family_listing_count,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,image_url,local_asset_path,checksum,notes
BAS-SOR-SRTWT8303-RG,PCS,Sorento High Basin Cold Tap SRTWT8303-RG,Bathroom,1,449.00,80.6,2,Sorento,SRTWT8303-RG,sorento:sorento-high-basin-cold-tap-srtwt8303-rg,1,,,,pending,,pending,,,,
BID-SOR-SRTWT5879-RG,PCS,Sorento Brass Hand Bidet - SRTWT5879-RG,Bathroom,2,229.00,80.6,2,Sorento,SRTWT5879-RG,sorento:sorento-brass-hand-bidet-srtwt5879-rg,1,,,,pending,,pending,,,,
BAS-SOR-SRTWT7202,PCS,Sorento Basin Cold Tap SRTWT7202,Bathroom,2,199.00,80.4,2,Sorento,SRTWT7202,sorento:sorento-basin-cold-tap-srtwt7202,1,,,,pending,,pending,,,,
COC-BAS-SRTWT5841-RG,PCS,Sorento Basin Cold Tap - SRTWT5841-RG,Bathroom,2,199.00,80.4,2,Sorento,SRTWT5841-RG,sorento:sorento-basin-cold-tap-srtwt5841-rg,1,,,,pending,,pending,,,,
BAS-SOR-SRTWT-7203-BL,PCS,Sorento High Basin Cold Tap (blk),Bathroom,1,418.00,80.3,2,Sorento,SRTWT7203-BL,sorento:sorento-high-basin-cold-tap-blk,1,,,,pending,,pending,,,,
TAP-SAN-SWP-B-2520,PCS,Saniware Premier Basin Pillar Tap Cold,Bathroom,2,198.00,80.3,2,Saniware,SWP-B-2520,saniware:saniware-premier-basin-pillar-tap-cold,1,,,,pending,,pending,,,,
TAP-SAN-SWP-B-2922,PCS,Saniware Premier Basin Pillar Tap-mixer (matt Grey),Bathroom,1,438.00,80.3,2,Saniware,SWP-B-2922,saniware:saniware-premier-basin-pillar-tap-mixer-matt,1,,,,pending,,pending,,,,
BAS-SOR-SRTWB1411,PCS,Sorento Wash Basin SRTWB1411 500X400X135MM,Bathroom,1,399.00,80.2,2,Sorento,SRTWB1411,sorento:sorento-wash-basin-srtwb1411-500x400x135mm,1,,,,pending,,pending,,,,
BID-SOR-SRT103-GM,PCS,Sorento Two Way Tap Hand BIDET&1.2M Flex Hose,Bathroom,1,418.00,80.2,2,Sorento,BIDET&1.2M,sorento:sorento-two-way-tap-hand-bidet-flex-hose,1,,,,pending,,pending,,,,
TOW-SOR-SRT446-RG,PCS,Sorento 60CM SS Towel Shelf Rg+mb,Bathroom,2,185.00,80.1,2,Sorento,SRT446-RG,sorento:sorento-ss-towel-shelf-rg-mb,1,,,,pending,,pending,,,,
TOW-SOR-SRT9541-BL,PCS,Sorento Double Towel BAR S/s,Bathroom,2,189.00,80.1,2,Sorento,304-BLK,sorento:sorento-double-towel-bar-s-s,1,,,,pending,,pending,,,,
BAS-SAN-WB-502,PCS,Saniware Above Counter Basin (480X380X140MM),Bathroom,1,399.00,80.0,2,Saniware,480X380X140MM,saniware:saniware-above-counter-basin-480x380x140mm,1,,,,pending,,pending,,,,
GRA-SAN-SWFG-SS304-6603,PCS,Saniware Floor Grating (150X150MM) SWFG-SS304-6603,Bathroom,5,68.00,80.0,2,Saniware,150X150MM,saniware:saniware-floor-grating-150x150mm-swfg-ss304-6603,1,,,,pending,,pending,,,,
SHO-SOR-SRTSS3013,PCS,Sorento Hand Shower - SRTSS3013,Bathroom,3,119.00,80.0,2,Sorento,SRTSS3013,sorento:sorento-hand-shower-srtss3013,1,,,,pending,,pending,,,,
SHO-SOR-SRTSH2628-GMB,PCS,"Sorento Rain Shower Head: Gun (10"")",Bathroom,2,179.00,79.9,2,Sorento,METAL-250MM,sorento:sorento-rain-shower-head-gun-10,1,,,,pending,,pending,,,,
TAP-SAN-SWS-304-3960,PCS,Saniware Sliver Basin Sink Tap,Bathroom,4,79.00,79.9,2,Saniware,SWS-304-3960,saniware:saniware-sliver-basin-sink-tap,1,,,,pending,,pending,,,,
BAS-SOR-SRTWT6851-GY,PCS,Sorento Basin Cold Tap-golden Ylw,Bathroom,1,328.00,79.8,2,Sorento,SRTWT6851-GY,sorento:sorento-basin-cold-tap-golden-ylw,1,,,,pending,,pending,,,,
BAS-SOR-SRTWT6861-FRG,PCS,Sorento Basin Cold Tap-frg,Bathroom,1,329.00,79.8,2,Sorento,SRTWT6861-FRG,sorento:sorento-basin-cold-tap-frg,1,,,,pending,,pending,,,,
MIX-KHI-SM220,SET,Khind Stand Mixer (white),Bathroom,2,139.00,79.8,2,Khind,SM220,khind:khind-stand-mixer,1,,,,pending,,pending,,,,
TAP-SAN-SWP-B-2527,PCS,Saniware Premier Concealed 2WAY Bath Shower-mixer,Bathroom,1,388.00,79.8,2,Saniware,2WAY,saniware:saniware-premier-concealed-2way-bath-shower-mixer,1,,,,pending,,pending,,,,
TOW-SOR-SRT9540-BL,PCS,Sorento Single Towel BAR S/s,Bathroom,2,169.00,79.8,2,Sorento,304-BLK,sorento:sorento-single-towel-bar-s-s,1,,,,pending,,pending,,,,
BAS-SAN-WB-288,PCS,Saniware Wall Hung Basin-above Counter Mounting (410X360X160MM),Bathroom,3,115.00,79.7,2,Saniware,410X360X160MM,saniware:saniware-wall-hung-basin-above-counter-mounting-410x360x160mm,1,,,,pending,,pending,,,,
BAS-SOR-SRTWB7249,PCS,Sorento Wall Hung Basin,Bathroom,1,339.00,79.6,2,Sorento,SRTWB7249,sorento:sorento-wall-hung-basin,1,,,,pending,,pending,,,,
BID-SOR-SRT201-BL,PCS,Sorento Bidet Spray 1.2M Flex Hose Blk,Bathroom,3,99.00,79.6,2,Sorento,SRT201-BL,sorento:sorento-bidet-spray-flex-hose-blk,1,,,,pending,,pending,,,,
BAS-SAN-WB-400,PCS,Saniware Art Basin-above Counter Mounting (490X395X150MM),Bathroom,1,299.00,79.5,2,Saniware,490X395X150MM,saniware:saniware-art-basin-above-counter-mounting-490x395x150mm,1,,,,pending,,pending,,,,
MIR-SRTMCB-4060BL,PCS,Sorento Mirror Cabinet Size,Bathroom,1,359.00,79.5,2,Sorento,400X600MM,sorento:sorento-mirror-cabinet-size,1,,,,pending,,pending,,,,
BID-SOR-SRT95SS-GM,PCS,Sorento Hand Bidet PVC Flex Hose Gunmetal,Bathroom,2,165.00,79.4,2,Sorento,SRT95SS-GM,sorento:sorento-hand-bidet-pvc-flex-hose-gunmetal,1,,,,pending,,pending,,,,
TAP-SAN-SWP-B-3203-GM,PCS,Saniware Premier Basin Pillar Cold Tap (gun Metal),Bathroom,2,158.00,79.4,2,Saniware,SWP-SS-304-3203-GM,saniware:saniware-premier-basin-pillar-cold-tap-gun-metal,1,,,,pending,,pending,,,,
TOW-SOR-SRT2408-GM,PCS,Sorento Single Towel BAR S/s (LENGTH:800MM),Bathroom,2,149.00,79.4,2,Sorento,LENGTH:800MM,sorento:sorento-single-towel-bar-s-s-length,1,,,,pending,,pending,,,,
SHO-SRT-SRTSS5660-GM,PCS,Sorento ABS Hand Shower 3FUNCTIONS SRTSS5660-GM,Bathroom,2,145.00,79.3,2,Sorento,3FUNCTIONS,sorento:sorento-abs-hand-shower-3functions-srtss5660-gm,1,,,,pending,,pending,,,,
TOW-SOR-SRT345-HP,PCS,Sorento 60CM S/s Towel Shelf,Bathroom,2,149.00,79.3,2,Sorento,SRT345-HP,sorento:sorento-s-s-towel-shelf,1,,,,pending,,pending,,,,
TOW-SOR-SRT349-HP,PCS,Sorento 75CM S/steel Towel BAR Satin,Bathroom,3,89.00,79.3,2,Sorento,SRT349-HP,sorento:sorento-s-steel-towel-bar-satin,1,,,,pending,,pending,,,,
BAS-SOR-SRTWT6802,PCS,Sorento Basin Mixer-chr,Bathroom,1,279.00,79.2,2,Sorento,SRTWT6802,sorento:sorento-basin-mixer-chr,1,,,,pending,,pending,,,,
BOS-0601-9G6-1L0,UNIT,Gds Batt. Impact Wrench 250-LI,Power Tools,1,1039.00,79.2,2,Bosch,250-LI,bosch:gds-batt-impact-wrench-250-li,1,,,,pending,,pending,,,,
BID-SOR-SRT86-GY,PCS,Sorento Brass Hand Bidet - SRT86-GY,Bathroom,3,95.50,79.1,2,Sorento,SRT86-GY,sorento:sorento-brass-hand-bidet-srt86-gy,1,,,,pending,,pending,,,,
SHO-SOR-SRTSS5660,PCS,Sorento ABS Hand Shower 3FUNCTIONS SRTSS5660,Bathroom,2,139.00,79.1,2,Sorento,3FUNCTIONS,sorento:sorento-abs-hand-shower-3functions-srtss5660,1,,,,pending,,pending,,,,
BID-SOR-SRT93-SS,PCS,Sorento Hand Bidet 1.2M Flex Hose,Bathroom,2,125.00,79.0,2,Sorento,SUS304,sorento:sorento-hand-bidet-flex-hose,1,,,,pending,,pending,,,,
BOS-0601-396-1L0,UNIT,Gws Small A/grinder,Power Tools,2,469.00,79.0,2,Bosch,900-100S,bosch:gws-a-grinder,1,,,,pending,,pending,,,,
SHO-SOR-SRTSH22914-GM,PCS,Sorento Rain Shower Head,Bathroom,2,129.00,79.0,2,Sorento,SRTSH22914-GM,sorento:sorento-rain-shower-head,1,,,,pending,,pending,,,,
BAS-SOR-SRTWT8301-RG,PCS,Sorento Basin Cold Tap (rs+mb),Bathroom,1,269.00,78.9,2,Sorento,SRTWT8301-RG,sorento:sorento-basin-cold-tap-rs-mb,1,,,,pending,,pending,,,,
TOI-HOL-SAN-SWP-BF-3703,PCS,Saniware Toilet Paper Holder (165X80X135MM),Bathroom,4,68.00,78.9,2,Saniware,165X80X135MM,saniware:saniware-toilet-paper-holder-165x80x135mm,1,,,,pending,,pending,,,,
BID-SOR-SRT86-CR,PCS,Sorento Brass Hand Bidet - SRT86-CR,Bathroom,3,88.00,78.8,2,Sorento,SRT86-CR,sorento:sorento-brass-hand-bidet-srt86-cr,1,,,,pending,,pending,,,,
TAP-SAN-SWP-SS-304-3937-SS,PCS,Saniware Premier Kitchen Pillar Sink Tap-ss,Kitchen & Sinks,2,126.00,78.8,2,Saniware,SWP-SS-304-3937,saniware:saniware-premier-kitchen-pillar-sink-tap-ss,1,,,,pending,,pending,,,,
TAP-SAN-SWS-304-3974,PCS,Saniware Sliver Flexible Hose Kitchen Pillar Sink Tap,Kitchen & Sinks,3,83.00,78.8,2,Saniware,SWS-304-3974,saniware:saniware-sliver-flexible-hose-kitchen-pillar-sink-tap,1,,,,pending,,pending,,,,
TOI-TIS-SOR-SRT314-BL,PCS,Sorento S/s Paper Holder SRT314-BL,Bathroom,3,79.00,78.8,2,Sorento,SRT314-BL,sorento:sorento-s-s-paper-holder-srt314-bl,1,,,,pending,,pending,,,,
TOW-SAN-SWP-BF-3714,PCS,Saniware Premier Double Tower BAR (630X148X48MM),Bathroom,2,129.00,78.8,2,Saniware,630X148X48MM,saniware:saniware-premier-double-tower-bar-630x148x48mm,1,,,,pending,,pending,,,,
X-STA-DRI-SCI12S2,UNIT,Stanley 10.8V 1.5 AH Impact Driver,Power Tools,2,495.00,78.8,2,Stanley,SCI12S2,stanley:stanley-impact-driver,1,,,,pending,,pending,,,,
BLE-KHI-BL1220,SET,Khind Blender 1.2L (1J1M) (winter Grey),Home Appliances,2,115.00,78.7,2,Khind,1J1M,khind:khind-blender-1j1m-winter,1,,,,pending,,pending,,,,
STA-GRI-STGS8100,UNIT,Stanley Grinder 4 850W,Power Tools,6,219.00,78.7,2,Stanley,STGS8100,stanley:stanley-grinder-4,1,,,,pending,,pending,,,,
STA-SAW-SM16,UNIT,Stanley Compound Miter Saw 1650W - SM16,Power Tools,1,939.00,78.7,2,Stanley,SM16,stanley:stanley-compound-miter-saw-sm16,1,,,,pending,,pending,,,,
X-PSN-NI-25A1-BK1,PCS,Panasonic Non-stick 1.6KG Candy Blue Iron,Home Appliances,2,109.00,78.7,2,Panasonic,415EWT-BT,panasonic:panasonic-non-stick-candy-iron,1,,,,pending,,pending,,,,
BOS-0601-9G5-2L0,UNIT,Gdx Batt. Impact Driver,Power Tools,1,895.00,78.6,2,Bosch,180-LI,bosch:gdx-batt-impact-driver,1,,,,pending,,pending,,,,
BOS-AQSD75F,UNIT,Adelino Submersible Sewage Pump 0.75KW,Pumps & Water,1,865.00,78.6,2,Bosch,0.75KW,bosch:adelino-submersible-sewage-pump-0-75kw,1,,,,pending,,pending,,,,
ELE-CAB-WIR-MKK-1.5MM-GREEN,ROLL,MKK Cable 1.5MM (7/0.39MM) Green,Electrical,20,49.50,78.6,2,MKK,7/0.39MM,mkk:mkk-cable-7,7,,,,pending,,pending,,,,
GLO-WEL-GT900/BLU,PAIR,Welding Glove - 900GT/BLUE,Safety & Workwear,2,15.90,78.6,2,Glotool,900GT/BLUE,glotool:welding-glove-900gt,3,,,,pending,,pending,,,,
GLO-WEL-GT900/RED,PAIR,Welding Glove - 900GT/RED,Safety & Workwear,2,15.90,78.6,2,Glotool,900GT/RED,glotool:welding-glove-900gt,3,,,,pending,,pending,,,,
NIP-ECO-B,CAN,1L 811-9907 Black B,Paint & Sundries,17,42.90,78.6,2,Nippon Paint,ECO100,nippon-paint:811-9907-b,1,,,,pending,,pending,,,,
STA-DRI-SDH600KP,UNIT,Stanley 600W 13MM Impact Drill + Acc Set,Power Tools,3,299.00,78.6,2,Stanley,SDH600KP-B1,stanley:stanley-impact-drill-acc-set,1,,,,pending,,pending,,,,
TOI-TIS-SRT367-GM,PCS,Sorento S/steel Paper Holder-gunmetal,Bathroom,3,79.00,78.6,2,Sorento,SRT367-GM,sorento:sorento-s-steel-paper-holder-gunmetal,1,,,,pending,,pending,,,,
BOS-0601-388-5L0,UNIT,Gws Angle Grinder 7-100ET,Power Tools,2,419.00,78.5,2,Bosch,7-100ET,bosch:gws-angle-grinder-7-100et,1,,,,pending,,pending,,,,
NIP-ECO-T,CAN,1L 811-2336 Medium Yellow T,Paint & Sundries,6,0.00,78.5,2,Nippon Paint,ECO100,nippon-paint:811-2336-t,1,,,,pending,,pending,,,,
NIP-QGL-5L-P,CAN,5L Nippon Q-glo Pastel Base,Paint & Sundries,15,160.00,78.5,2,Nippon Paint,,nippon-paint:nippon-q-glo-pastel-base,3,,,,pending,,pending,,,,
NIP-VIN-EAS-5L-P,CAN,5L Nippon Vinilex Easywash Pastel Base,Paint & Sundries,11,190.00,78.5,2,Nippon Paint,,nippon-paint:nippon-vinilex-easywash-pastel-base,2,,,,pending,,pending,,,,
STA-IMP-WRE-SBW910M1K,UNIT,Stanley Fatmax 20V Max V20 Brushless Impact Wrench,Power Tools,1,869.00,78.5,2,Stanley,V20,stanley:stanley-fatmax-max-v20-brushless-impact-wrench,1,,,,pending,,pending,,,,
TOI-TIS-SOR-SRT366-BL,PCS,Sorento S/s Paper Holder SRT366-BL,Bathroom,3,72.00,78.5,2,Sorento,SRT366-BL,sorento:sorento-s-s-paper-holder-srt366-bl,1,,,,pending,,pending,,,,
X-SHO-SOR-SRTSS3180,PCS,Sorento Hand Shower - SRTSS3180,Bathroom,2,145.00,78.5,2,Sorento,SRTSS3180,sorento:sorento-hand-shower-srtss3180,1,,,,pending,,pending,,,,
BAS-SAN-WB-880,PCS,Saniware Wall Hung/art Basin Above Counter Mounting (395X295X120MM),Bathroom,1,229.00,78.4,2,Saniware,395X295X120MM,saniware:saniware-wall-hung-art-basin-above-counter-mounting,1,,,,pending,,pending,,,,
BUL-FFL-60W-E27-FROST,PCS,Taicon Standard Bulb E27 Frosted 60W,Lighting,60,3.10,78.4,2,Taicon,E27,taicon:taicon-standard-bulb-e27-frosted,1,,,,pending,,pending,,,,
ELE-D/L-TC-2260-24W-4000K,PCS,Taicon 24W Adjusted LED Dl Round (TC-2260),Lighting,6,25.50,78.4,2,Taicon,TC-2260,taicon:taicon-adjusted-led-dl-round-tc-2260,1,,,,pending,,pending,,,,
"HOS-FLE-GLO-18""",PCS,Glotool Flexible Tube F1/2 X F12 X 18,Outdoor & Garden,13,8.70,78.3,2,Glotool,F1/2,glotool:glotool-flexible-tube-f1-2-x-f12-x,9,,,,pending,,pending,,,,
NIP-ECO-KX,CAN,1L 811-0018 White Kx,Paint & Sundries,10,0.00,78.3,2,Nippon Paint,ECO100,nippon-paint:811-0018-kx,1,,,,pending,,pending,,,,
NIP-QLA-5L-P,CAN,5L Nippon Q-lac Pastel Base,Paint & Sundries,13,0.00,78.3,2,Nippon Paint,,nippon-paint:nippon-q-lac-pastel-base,2,,,,pending,,pending,,,,
STA-POL-KP600-152MM,UNIT,Black+decker Car Waxer/polisher,Power Tools,3,269.00,78.3,2,Stanley,KP600-XD,stanley:decker-car-waxer-polisher,1,,,,pending,,pending,,,,
BAS-SOR-SRTWT5608,PCS,Sorento Wall Mounted Basin Cold Tap,Bathroom,1,208.00,78.2,2,Sorento,SRTWT5608,sorento:sorento-wall-mounted-basin-cold-tap,1,,,,pending,,pending,,,,
GRA-SAN-SWFG-SS304-6601,PCS,Saniware Floor Grating (150X150MM) SWFG-SS304-6601 SUS304,Bathroom,4,59.00,78.2,2,Saniware,150X150MM,saniware:saniware-floor-grating-150x150mm-swfg-ss304-6601-sus304,1,,,,pending,,pending,,,,
"HOS-FLE-GLO-24""",PCS,Glotool Flexible Tube F1/2 X F12 X 24,Outdoor & Garden,13,9.40,78.2,2,Glotool,F1/2,glotool:glotool-flexible-tube-f1-2-x-f12-x,9,,,,pending,,pending,,,,
GRA-SAN-SWFG-SS304-6605-G,PCS,Saniware Floor Grating (150X150MM)-GOLD SWFG-SS304-6605-G SUS304,Bathroom,2,115.00,78.1,2,Saniware,150X150MM,saniware:saniware-floor-grating-150x150mm-swfg-ss304-6605-g,1,,,,pending,,pending,,,,
GRA-SAN-SWFG-SS304-6605-GM,PCS,Saniware Floor Grating (150X150MM)-GUN Metal,Bathroom,2,118.00,78.1,2,Saniware,150X150MM,saniware:saniware-floor-grating-150x150mm-gun-metal,1,,,,pending,,pending,,,,
"HOS-FLE-GLO-16""",PCS,Glotool Flexible Tube F1/2 X F12 X 16,Outdoor & Garden,14,8.50,78.1,2,Glotool,F1/2,glotool:glotool-flexible-tube-f1-2-x-f12-x,9,,,,pending,,pending,,,,
NIP-WTRB-5L-A,CAN,5L Nippon Weatherbond Quartz Accent Base,Paint & Sundries,10,0.00,78.1,2,Nippon Paint,,nippon-paint:nippon-weatherbond-quartz-accent-base,3,,,,pending,,pending,,,,
SHO-SOR-SRTSH2623-GRY,PCS,Sorento 225MM ABS Rain Shower Head Gry,Bathroom,2,98.00,78.1,2,Sorento,SRTSH2623-GRY,sorento:sorento-abs-rain-shower-head-gry,1,,,,pending,,pending,,,,
SHO-SOR-SRTSS5726,PCS,Sorento ABS Hand Shower 3FUNCTIONS SRTSS5726,Bathroom,2,99.00,78.1,2,Sorento,3FUNCTIONS,sorento:sorento-abs-hand-shower-3functions-srtss5726,1,,,,pending,,pending,,,,
TOW-SAN-SWP-BF-3709,PCS,Saniware Premier Single Towel BAR (48X88X800MM),Bathroom,2,105.00,78.1,2,Saniware,48X88X800MM,saniware:saniware-premier-single-towel-bar-48x88x800mm,1,,,,pending,,pending,,,,
BOS-0601-063-N81,UNIT,Gll Kit Laser Level,Power Tools,1,759.00,78.0,2,Bosch,5/50X,bosch:gll-kit-laser-level,1,,,,pending,,pending,,,,
BOS-F016-800-577,PCS,Water Filter (AQT33-10/35-12/37-13),Pumps & Water,19,37.90,78.0,2,Bosch,AQT33-10/35-12/37-13,bosch:water-filter-aqt33-10-35-12-37-13,1,,,,pending,,pending,,,,
NIP-ECO-A,CAN,1L 811-2573 Or Yel A,Paint & Sundries,6,0.00,78.0,2,Nippon Paint,ECO100,nippon-paint:811-2573-or-yel-a,1,,,,pending,,pending,,,,
NIP-ECO-V,CAN,1L 811-0422 Magenta V,Paint & Sundries,6,0.00,78.0,2,Nippon Paint,ECO100,nippon-paint:811-0422-magenta-v,1,,,,pending,,pending,,,,
BOS-SM20CX-170F,UNIT,Sumo Gasoline Water Pump 2,Pumps & Water,1,728.00,77.9,2,Bosch,SM20CX-170F,bosch:sumo-gasoline-water-pump-2,1,,,,pending,,pending,,,,
NIP-9000-GF-5L-D,CAN,5L Nippon 9000 Gf Deep Base,Paint & Sundries,11,248.30,77.9,2,Nippon Paint,,nippon-paint:nippon-9000-gf-deep-base,2,,,,pending,,pending,,,,
NIP-WTRB-18L-P,DRUM,18L Nippon Weatherbond Quartz Pastel Base,Paint & Sundries,3,666.80,77.9,2,Nippon Paint,,nippon-paint:nippon-weatherbond-quartz-pastel-base,3,,,,pending,,pending,,,,
BID-SOR-SRT73-CR-DIY,PCS,Sorento Hand Bidet 1.2M Flex Hose-chorome,Bathroom,3,62.00,77.8,2,Sorento,SRT73-CR-DIY,sorento:sorento-hand-bidet-flex-hose-chorome,1,,,,pending,,pending,,,,
BOS-0601-8C0-0L0,UNIT,Gws Angle Grinder 2200-180H,Power Tools,1,725.00,77.8,2,Bosch,2200-180H,bosch:gws-angle-grinder-2200-180h,1,,,,pending,,pending,,,,
NIP-MAT-ULTRA-18L,DRUM,18L Nippon Matex Gold Ultra White,Paint & Sundries,9,219.00,77.8,2,Nippon Paint,,nippon-paint:nippon-matex-ultra,2,,,,pending,,pending,,,,
NIP-QGL-5L-A,CAN,5L Nippon Q-glo Accent Base,Paint & Sundries,15,158.30,77.8,2,Nippon Paint,,nippon-paint:nippon-q-glo-accent-base,3,,,,pending,,pending,,,,
NIP-WTRB-5L-D,CAN,5L Nippon Weatherbond Quartz Deep Base,Paint & Sundries,8,230.20,77.8,2,Nippon Paint,,nippon-paint:nippon-weatherbond-quartz-deep-base,3,,,,pending,,pending,,,,
SHO-SOR-SRTSS3150,PCS,Sorento 3 Functions Hand Shower,Bathroom,2,95.00,77.8,2,Sorento,SRTSS3150,sorento:sorento-3-functions-hand-shower,1,,,,pending,,pending,,,,
TAP-SAN-SWP-SS-304-3941-MB,PCS,Saniware Premier Kitchen Wall Sink Tap (matt Blk),Kitchen & Sinks,1,199.00,77.8,2,Saniware,SWP-SS-304-3941-MB,saniware:saniware-premier-kitchen-wall-sink-tap-matt-blk,1,,,,pending,,pending,,,,
TAP-SAN-SWP-SS-304-3942,PCS,Saniware Premier Flexible Kitchen Wall Sink Tap,Kitchen & Sinks,1,198.00,77.8,2,Saniware,SWP-SS-304-3942,saniware:saniware-premier-flexible-kitchen-wall-sink-tap,1,,,,pending,,pending,,,,
TAP-SAN-SWP-SS-304-3943,PCS,Saniware Premier Flexible Kitchen Pillar Sink Tap,Kitchen & Sinks,1,199.00,77.8,2,Saniware,SWP-SS-304-3943,saniware:saniware-premier-flexible-kitchen-pillar-sink-tap,1,,,,pending,,pending,,,,
TOI-TIS-SOR-SRT360-HP,PCS,Sorento S/s Paper Holder SRT360-HP,Bathroom,3,59.00,77.8,2,Sorento,SRT360-HP,sorento:sorento-s-s-paper-holder-srt360-hp,1,,,,pending,,pending,,,,
TOW-SOR-SRT9540-FRG,PCS,Sorento Single Towel BAR S/s Rose Gold,Bathroom,1,199.00,77.8,2,Sorento,304-FULL,sorento:sorento-single-towel-bar-s-s-rose,1,,,,pending,,pending,,,,
VAC-KHI-VC8020MS,SET,Khind - Canister Vacuum Cleaner (sapphire Blue),Chemicals & Adhesives,2,358.00,77.8,2,Khind,VC8020MS,khind:khind-canister-vacuum-cleaner-sapphire,1,,,,pending,,pending,,,,
BOS-0601-9F0-0L3,UNIT,Gsr + Gdr Combo Kit,Power Tools,1,699.00,77.7,2,Bosch,120-LI,bosch:gsr-gdr-combo-kit,1,,,,pending,,pending,,,,
MIX-KHI-HM200,SET,Khind Hand Mixer (white),Bathroom,2,73.90,77.7,2,Khind,HM200,khind:khind-hand-mixer,1,,,,pending,,pending,,,,
NIP-QSH-EXT-5L-P,CAN,5L Nippon Q-shield Extra Pastel Base,Paint & Sundries,12,171.70,77.7,2,Nippon Paint,,nippon-paint:nippon-q-shield-extra-pastel-base,3,,,,pending,,pending,,,,
SHO-SOR-SRTSH22612,PCS,Sorento 204MM ABS Chrome Surface Rainshower Head,Bathroom,2,92.00,77.7,2,Sorento,SRTSH22612,sorento:sorento-abs-surface-rainshower-head,1,,,,pending,,pending,,,,
STA-BLO-STPT600,UNIT,Stanley Blower,Power Tools,3,199.00,77.7,2,Stanley,STPT600,stanley:stanley-blower,1,,,,pending,,pending,,,,
VAC-KHI-VC68P,SET,Khind - Vacuum Cleaner 600W (gold),Chemicals & Adhesives,3,208.00,77.7,2,Khind,VC68P,khind:khind-vacuum-cleaner,1,,,,pending,,pending,,,,
BUL-FFL-25W-E27-FROST,PCS,Taicon Standard Bulb E27 Forsted 25W,Lighting,46,3.10,77.6,2,Taicon,E27,taicon:taicon-standard-bulb-e27-forsted,1,,,,pending,,pending,,,,
TOW-SAN-SWP-BF-3713,PCS,Saniware Double Towel BAR (630X148X48MM),Bathroom,2,98.00,77.6,2,Saniware,630X148X48MM,saniware:saniware-double-towel-bar-630x148x48mm,1,,,,pending,,pending,,,,
X-PSN-NI-317W-LN,PCS,Panasonic Polished 0.9KG Iron,Home Appliances,2,75.00,77.6,2,Panasonic,317W-LN,panasonic:panasonic-polished-iron,1,,,,pending,,pending,,,,
BOS-0601-387-5L0,UNIT,Gex Eccentric Disc Sander 125-1AE,Power Tools,1,685.00,77.5,2,Bosch,125-1AE,bosch:gex-eccentric-disc-sander-125-1ae,1,,,,pending,,pending,,,,
BOS-86-AA106,UNIT,High Pressure Cleaner 100 BAR,Power Tools,2,388.00,77.5,2,Bosch,8IGHTY6IX,bosch:high-pressure-cleaner-100-bar,1,,,,pending,,pending,,,,
BOS-RK32,UNIT,Robin Brush Cutter (t-type) -RK32,Outdoor & Garden,1,648.00,77.5,2,Bosch,RK32,bosch:robin-brush-cutter-t-type-rk32,1,,,,pending,,pending,,,,
JOV-WAT-CAR-JP200C,SET,Joven Water Purifier Cartridge,Home Appliances,2,75.00,77.5,2,Joven,JP200,joven:joven-water-purifier-cartridge,1,,,,pending,,pending,,,,
NIP-PHG-5L-MWHI,CAN,5L Platone High Gloss 8102 Matt White,Paint & Sundries,13,148.00,77.5,2,Nippon Paint,,nippon-paint:platone-high-gloss-8102-matt,2,,,,pending,,pending,,,,
NIP-QSH-EXT-20L-D,DRUM,18L Nippon Q-shield Extra Deep Base,Paint & Sundries,4,0.00,77.5,2,Nippon Paint,,nippon-paint:nippon-q-shield-extra-deep-base,3,,,,pending,,pending,,,,
TOW-SAN-SWP-BF-7903-G,PCS,Saniware Premier Double Towel BAR (gold),Bathroom,1,218.00,77.5,2,Saniware,SWP-BF-7903-G,saniware:saniware-premier-double-towel-bar,1,,,,pending,,pending,,,,
BOS-AA-MIG200,SET,Inverter Welding Machine 200A,Welding,4,535.00,77.4,2,Bosch,8IGHTY6IX,bosch:inverter-welding-machine,1,,,,pending,,pending,,,,
GRA-SAN-SWFG-SS304-6605,PCS,Saniware Floor Grating (150X150MM) SWFG-SS-304-6605 SUS304,Bathroom,2,99.00,77.4,2,Saniware,150X150MM,saniware:saniware-floor-grating-150x150mm-swfg-ss-304-6605,1,,,,pending,,pending,,,,
GRA-SOR-SRT384-6,PCS,Sorento Floor Grating 6,Bathroom,3,55.00,77.4,2,Sorento,SRT384-6,sorento:sorento-floor-grating-6,1,,,,pending,,pending,,,,
NIP-9000-GF-5L-A,CAN,5L Nippon 9000 Gf Accent Base,Paint & Sundries,9,235.40,77.4,2,Nippon Paint,,nippon-paint:nippon-9000-gf-accent-base,2,,,,pending,,pending,,,,
NIP-PHG-5L-T,CAN,5L Platone High Gloss Tint Base,Paint & Sundries,13,139.20,77.4,2,Nippon Paint,,nippon-paint:platone-high-gloss-tint-base,2,,,,pending,,pending,,,,
NIP-SAT-GLO-18L-P,DRUM,18L Nippon Satin Glo Pastel Base,Paint & Sundries,3,561.70,77.4,2,Nippon Paint,,nippon-paint:nippon-satin-glo-pastel-base,3,,,,pending,,pending,,,,
