source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model
5875,SHH-HOO-1920SS4/0,PCK,No. 4/0 Eupro Fishing Hook (6'S),Fishing & Tackle,2,8.30,3,,1920-SS,search,,,,,,,yes
5688,CUT-FLA-TAI-A120100,PCS,Tailin Flap Discs A120,Abrasives & Cutting,2,8.20,3,,A120,search,,,,,,,yes
3973,CLIP-TIL-PVC-1.5MM,PACK,1.5MM PVC Tile Leveling Clip (100PCS+-/PCK),Flooring,2,7.90,3,,100PCS+-/PCK,search,,,,,,,yes
3974,CLIP-TIL-PVC-2.0MM,PACK,2.0MM PVC Tile Leveling Clip (100PCS+-/PCK),Flooring,2,7.90,3,,100PCS+-/PCK,search,,,,,,,yes
4651,X-FLO-MOC-36MW24,PCS,12 X 24 Floor Tiles,Power Tools,2,7.60,3,,36MW24,search,,,,,,,yes
5975,SHH-MOUS-H14,PCS,H14 Huizhu Fishing Superior Quality Mouse 4.5CM (soft),Fishing & Tackle,2,7.60,3,,H14,search,,,,,,,yes
6019,DZ-GEN-BPC-180,PCS,Bull Point Chisel,Hand Tools,2,6.90,3,,10X180MM,search,,,,,,,yes
6055,TAB-SHE-PVC-Y160,MTR,Y-160 PVC Sheet,Housewares,2,6.90,3,,Y-160,search,,,,,,,yes
1002,BOS-2608-585-880,PCS,Hss-g Cobal Bit 4.0MM,Power Tools,2,6.60,3,Bosch,,search,,,,,,,yes
2560,HEA-SPA-FAUCET-SH332,PCS,Faucet Spare Handle,Doors & Hardware,2,6.50,3,,SH332,search,,,,,,,yes
2994,PAI-SPR-PMT-015,CAN,Paint Master Spray Paint - No. 15 Sky Blue (DOZ),Paint & Sundries,2,6.50,3,,NO.15,search,,,,,,,yes
2995,PAI-SPR-PMT-190,CAN,Paint Master Spray Paint - No. 190 Lacquer,Paint & Sundries,2,6.50,3,,NO.190,search,,,,,,,yes
3550,TOO-NIE-TAM-T10,PCS,Nietz E/long Tamper Tx-star Wrench (red) 53283010,Hand Tools,2,6.50,3,Nietz,,search,,,,,,,yes
5153,TOO-DRV-USA-06100,PCS,Usa 2 Way Sc Driver,Power Tools,2,6.50,3,,VS2009,search,,,,,,,yes
6230,MDD-CON-MALE-RED-1,PCK,Male Disconnects - Red (1.5MM) (10PCS/PCK),Electrical,2,6.50,3,,10PCS/PCK,search,,,,,,,yes
2150,TOW-CAR-MIN-AR-4030,PCS,Absorbent Rag,Bathroom,2,5.90,3,,40X30CM,search,,,,,,,yes
6003,TRCK-(0.40MM)-75MM -8FTS,PCS,Track (0.40MM) 75MM X 25MM - 8FTS,Other,2,5.80,3,,8FTS,search,,,,,,,yes
6233,POL-HAR-NYL-JM-665A-37~38MM,PCS,Harvesting Palm Oil Clip 1-1/2,Other,2,5.20,3,,JM-665A,search,,,,,,,yes
4183,TRCK-(0.40MM)-50MM- 10FTS,PCS,Track (0.40MM) 50MM X 25MM X 3000MM -10FTS,Other,2,4.90,3,,10FTS,search,,,,,,,yes
1085,BOS-2608-595-058,PCS,Hss-g Metal Bit 3.5MM,Power Tools,2,4.70,3,Bosch,,search,,,,,,,yes
1083,BOS-2608-585-876,PCS,Hss-g Cobal Bit 3.0MM,Power Tools,2,4.60,3,Bosch,,search,,,,,,,yes
1084,BOS-2608-595-056,PCS,Hss-g Metal Bit 3.2MM,Power Tools,2,4.50,3,Bosch,,search,,,,,,,yes
2327,GLO-RUB-ELE-BLA,PAIR,Elephant Rubber Hand Gloves,Safety & Workwear,2,4.50,3,Glotool,,search,,,,,,,yes
5431,HOS-CON-ADA-PI7-326#,PCS,PI7 Hose CONNECTOR-326,Outdoor & Garden,2,4.50,3,,PI7,search,,,,,,,yes
1082,BOS-2608-585-874,PCS,Hss-g Cobal Bit 2.0MM,Power Tools,2,4.30,3,Bosch,,search,,,,,,,yes
2639,TOO-COM-GLO-08MM,PCS,Glotool Combination Wrench 08MM,Hand Tools,2,4.20,3,Glotool,,search,,,,,,,yes
5287,"DOR-HOO-CLO-LEO-3""",PCS,Leon S/steel Cloth HOOK-3,Doors & Hardware,2,4.20,3,,HOOK-3,search,,,,,,,yes
7215,"FIT-YG245-NIP-1/2""-BRA",PCS,Brass Equal Nipple 1/2,Plumbing,2,4.20,3,,YG245,search,,,,,,,yes
7226,ELE-SWI-SQ-RED,EA,"On/off Switch 15A 250V 6T Square, Red KCD4",Electrical,2,4.20,3,,KCD4,search,,,,,,,yes
7231,SWI-ADA-MUL-NEO-7196,PCS,Cyberstar 13A Multi Neon Adaptor,Electrical,2,4.20,3,,UK7196N,search,,,,,,,yes
2383,IND-TRO-BRI-235,PCS,Glotool Bricklaying Trowel (2-3) 5,Hand Tools,2,3.80,3,Glotool,,search,,,,,,,yes
3219,BOS-2607-010-079,PCS,Anti Splintering Device Gst 65,Power Tools,2,3.70,3,Bosch,,search,,,,,,,yes
4190,CHA-PVC-BEL-R6MM,MTR,Bellea PVC (red) (ROLL),"Rope, Chain & Netting",2,3.70,3,,CHAIN-6MM,search,,,,,,,yes
4191,CHA-PVC-BEL-Y6MM,MTR,Bellea PVC (yellow),"Rope, Chain & Netting",2,3.70,3,,CHAIN-6MM,search,,,,,,,yes
5424,"DOR-H&S-LEO-2""",PCS,Leon S/steel Hasp & STAPLE-2,Fasteners & Fixings,2,3.70,3,,STAPLE-2,search,,,,,,,yes
7076,X-FLO-MOC-30R188,PCS,12 X 12 Floor Tiles 30R188,Power Tools,2,3.70,3,,30R188,search,,,,,,,yes
1149,BOS-2608-595-055,PCS,Hss-g Metal Bit 3.0MM,Power Tools,2,3.40,3,Bosch,,search,,,,,,,yes
3562,DOR-H&S-BS115MM,PCS,Rb Hasp & STAPLE-115MM,Fasteners & Fixings,2,3.40,3,,STAPLE-115MM,search,,,,,,,yes
6830,SHH-PLA-NET-NEEDLE-NO.1/0,PCS,Plastic Net Needle No. 1/0 (white),Fishing & Tackle,2,3.20,3,,NO.1/0,search,,,,,,,yes
5766,X-FLO-MOC-30WM90,PCS,"12""X12 Floor Tiles 30WM90",Power Tools,2,2.90,3,,X12,search,,,,,,,yes
4084,DOR-H&S-BS085MM,PCS,Rb Hasp & STAPLE-85MM,Fasteners & Fixings,2,2.50,3,,STAPLE-85MM,search,,,,,,,yes
6191,"DOR-HIN-STE-5/8""",PCS,Steel HINGES-5/8,Doors & Hardware,2,2.00,3,,HINGES-5/8,search,,,,,,,yes
7205,SHH-SPOOL-103,PCS,Fishing Spool HP-103,Fishing & Tackle,2,1.60,3,,HP-103,search,,,,,,,yes
6535,PAI-ROL-REF-L420*,PCS,Leon 4 Paint Roller,Paint & Sundries,2,1.50,3,,REFILL-L420,search,,,,,,,yes
7439,SHH-PLA-NET-NEEDLE-NO.6,PCS,Plastic Net Needle No. 6 (white),Fishing & Tackle,2,1.00,3,,NO.6,search,,,,,,,yes
2647,FAS-ANC-PJA-0650,PCS,Glotool P. J. Anchor 1/4 X 2,Fasteners & Fixings,2,0.60,3,Glotool,,search,,,,,,,yes
7542,"SOC-GI-2WAY-BOX-3/4""",PCS,GI 2WAY Box 3/4,Other,2,0.60,3,,2WAY,search,,,,,,,yes
7415,TAP-S2440ST,ROLL,905 Stationery Tape-st,Plumbing,2,0.00,3,,24MMX40Y,search,,,,,,,yes
2889,INS-IS6080A-S,SET,One Piece Wash Down WC S-TRAP-250MM IS6080A,Plumbing,1,1680.00,3,,S-TRAP-250MM,search,,,,,,,yes
3056,INS-IS6035,SET,One Piece Wash Down WC S-TRAP-250MM IS6035,Plumbing,1,1290.00,3,,S-TRAP-250MM,search,,,,,,,yes
3342,X-INS-6015,NOS,Leece One Piece Water Closet - S Trap,Plumbing,1,1199.00,3,,IS6015,search,,,,,,,yes
3159,INS-IS6127,SET,One Piece Wash Down WC S-TRAP-250MM IS6127,Plumbing,1,1160.00,3,,S-TRAP-250MM,search,,,,,,,yes
3330,INS-IS6082-BWL-250,NOS,Close Couple Wash Down WC,Plumbing,1,1080.00,3,,S-TRAP-250MM,search,,,,,,,yes
2604,LAD-H/D-STRO-DS12,UNIT,D/s H/d Ladder DSHD12 12STEP,Ladders & Access,1,775.00,3,,DSHD12,search,candidate,https://b2b.sunwaywinstar.com/my/strongman-ds-hd-ladder-dshd12-12step,https://myhwwsstorprod01.obs.my-kualalumpur-1.alphaedge.tmone.com.my/product_images/0000853_strongman-double-sided-heavy-duty-dshd012-12-step.jpeg?AccessKeyId=IDRIC5ESEFAJ08W4Q4Q9&Expires=1787368287&Signature=uZzdoSVjgFYA6RCE5pd7qfOvQak%3D,,manus-2559-2608,"VERIFIED_CANDIDATE: authorised Malaysian distributor page names NIETZ ALUMINIUM LADDER HEAVY DUTY DOUBLE SIDED 12 STEPS DSHD12, manufacturer Nietz-Strongman MIM, and specifies size 12 STEPS. Exact signed distributor image is preserved locally at /home/ubuntu/work/retry_pass2_shard_2559_2608/assets/2604.jpg. DSHD06/07/08/09/14 sibling ladders were not substituted.",yes
2620,LAD-EXT-DOU-12X12,UNIT,Double Ext Ladder 12X12FT,Ladders & Access,1,715.00,3,,12X12FT,search,,,,,,,yes
2651,JAC-FLO-ESKO-3TON-EK-J3075L,UNIT,Esko 3 Ton Low Profile Hyd Floor Jack (d. Pump),Lifting & Rigging,1,679.00,3,,EK-J3075L,search,,,,,,,yes
2704,LAD-EXT-DOU-10X10,UNIT,Double Ext Ladder 10X10FT,Ladders & Access,1,618.00,3,,10X10FT,search,,,,,,,yes
2650,JAC-BOT-MAS-MHB-30TON,PCS,Masada Bottle Jack,Automotive,1,609.00,3,,MHB-30Y,search,,,,,,,yes
2714,FRE-MID-MD-RC151FZB01,PCS,Midea Chest FREEZER-99L MD-RC151FZB01,Other,1,539.00,3,,FREEZER-99L,search,,,,,,,yes
2784,SCA-TCS-150-JCS67Z-150KG,PCS,Camry-price Computing Scale TCS-150-JCS67Z/150KG,Housewares,1,518.00,3,,TCS-150-JCS67Z/150KG,search,,,,,,,yes
2851,WIR-BRC-65C-45M,ROLL,65C X 45M Brc Welded MS Grill,Other,1,459.00,3,,65C,search,,,,,,,yes
3990,TOO-VIC-W2486,PCS,Heavy Hinged Pipe Vise 6,Plumbing,1,419.00,3,,W2486,search,,,,,,,yes
2916,CUT-TIL-BLI-BLM800,SET,Blimax Laser Tile Cutter (laser),Flooring,1,399.00,3,,MACHINE-C850,search,,,,,,,yes
3001,WEL-MAC-STW-200E,UNIT,Starweld Welding Machine Acc. MMA200E,Welding,1,398.00,3,,MMA200E,search,,,,,,,yes
3936,TOO-VIC-W2485,PCS,Heavy Hinged Pipe Vise 5,Plumbing,1,395.00,3,,W2485,search,,,,,,,yes
2977,RAK-BLU-YEL-6'H X4'X3'X4'(L),UNIT,Gs Boltless Rack 6'(H)X4'(L)X2'(W)X4LVLS (blu/yel) 9MM Thk Plywood,Building Materials,1,370.00,3,,X4LVLS,search,,,,,,,yes
3078,SCA-TCS-60-JCS67Z-60KG,PCS,Camry-price Computing Scale TCS-60-JCS67Z/60KG,Housewares,1,359.00,3,,TCS-60-JCS67Z/60KG,search,,,,,,,yes
4129,TOO-VIC-W2484,PCS,Heavy Hinged Pipe Vise 4,Plumbing,1,349.00,3,,W2484,search,,,,,,,yes
3270,LAD-ALU-WORKER-DS09,UNIT,Worker DS09 D/side Alum. Ladder (LDD09-MF),Ladders & Access,1,348.00,3,,DS09,search,,,,,,,yes
2638,TANK-REC-450L,DRUM,450L Rectangular Tank (2),Other,1,329.00,3,,RT4.5CB,search,,,,,,,yes
2574,DC-DMY02-185SH,SET,7 Electric Circular Saw (1100W),Power Tools,1,319.00,3,,DMY02-185SH,search,candidate,https://www.dongchengmalaysia.com/product/m1y-ff02-185sh/,https://www.dongchengmalaysia.com/wp-content/uploads/2023/10/DMY02-185.jpg,,manus-2559-2608,"VERIFIED_CANDIDATE: official Dongcheng Malaysia page names DMY02-185SH and confirms 1100W, 185 mm blade, 64 mm cutting capacity, 45 degree angle, 3.6 kg, and colour-box package. Exact official page image is preserved locally at /home/ubuntu/work/retry_pass2_shard_2559_2608/assets/2574.jpg. No sibling saw image was substituted.",yes
3331,LAD-ALU-WORKER-SS10,UNIT,Worker SS10 S/side Alum. Ladder (LDS10-MF),Ladders & Access,1,319.00,3,,SS10,search,,,,,,,yes
3196,WEL-MAC-STW-120G,UNIT,Starweld Welding Machine Acc. MMA120G,Welding,1,318.00,3,,MMA120G,search,,,,,,,yes
3268,HOL-BOT-MA034-A,SET,Bott H/duty Cycle Hole Cu,Other,1,299.00,3,,40MMX200MM,search,,,,,,,yes
3348,LAD-ALU-WOR-AP-2405,UNIT,Worker 05 Step Household Step Alum. Ladder,Ladders & Access,1,299.00,3,,AP-2405,search,,,,,,,yes
3233,SAF-BOX-ASM-250-E1,UNIT,"Aero Digital Home Safe, 250X350X300MM, 14KG",Locks & Security,1,298.00,3,,250X350X300MM,search,,,,,,,yes
3298,"TOO-BUTE-CLMP-CT8-32MM 1""",PCS,"32MM (1"") Bute Clamp Tool - CT-8",Hand Tools,1,265.00,3,,CT-8,search,,,,,,,yes
3554,X-LAD-D/S-DS09,UNIT,D/sided Ladder DS07,Ladders & Access,1,249.00,3,,DS07,search,,,,,,,yes
3598,LAD-ALU-WOR-AP-2404,UNIT,Worker 04 Step Household Step Alum. Ladder,Ladders & Access,1,249.00,3,,AP-2404,search,,,,,,,yes
3806,X-LOC-SOL-CR503,SET,Solex Key Alike Padlock,Locks & Security,1,245.00,3,,CR503,search,,,,,,,yes
3255,WIR-BRC-66C-45M,ROLL,66C X 45M Brc,Other,1,239.00,3,,66C,search,,,,,,,yes
4247,WAT-TAP-BLU,DRUM,(3) 100 Gallons HDPE Taper Tank,Plumbing,1,239.00,3,,R4.5TD,search,,,,,,,yes
4472,ELE-LED-SOL-SF-1000W-6500K,PCS,Hermanns Solar Flood Light 65K,Electrical,1,229.00,3,,65K,search,,,,,,,yes
3383,SAF-SHO-NK85-6,PAIR,Neuking NK85 Black 06,Safety & Workwear,1,228.00,3,,NK85,search,,,,,,,yes
3384,SAF-SHO-NK85-9,PAIR,Neuking NK85 Black 09,Safety & Workwear,1,228.00,3,,NK85,search,,,,,,,yes
3428,HOS-GAR-SET-GHR02LB,SET,Maya Hose Reel Thailand,Fishing & Tackle,1,219.00,3,,SET-GHR02LB-20M,search,,,,,,,yes
4577,ELE-LED-FLO-SOR-60W-3CLR,PCS,Ilite Solar 3CLR,Electrical,1,219.00,3,,3CLR,search,,,,,,,yes
3400,CUT-SAW-MFS300,UNIT,(300W) Power Action Multi Function Saw,Abrasives & Cutting,1,215.00,3,,MFS300,search,,,,,,,yes
3528,ACC-MAR-EURO-1A,PCS,Marlino Press Control,Other,1,209.00,3,,EURO-1A,search,,,,,,,yes
2676,GAR-SHE-TIG-H9622,SET,Telescopic Pruner Saw:tiger,Outdoor & Garden,1,205.00,3,,H-9622,search,,,,,,,yes
3457,SAF-SHO-NK86-07,PAIR,Neuking NK86 Black 07,Safety & Workwear,1,205.00,3,,NK86,search,,,,,,,yes
3458,SAF-SHO-NK86-08,PAIR,Neuking NK86 Black 08,Safety & Workwear,1,205.00,3,,NK86,search,,,,,,,yes
3459,SAF-SHO-NK86-10,PAIR,Neuking NK86 Black 10,Safety & Workwear,1,205.00,3,,NK86,search,,,,,,,yes
3558,CHA-BLO-CHI-1.5TON-2.5M,PCS,China Chain Block X 2.5M,Lifting & Rigging,1,199.00,3,,1.50TON,search,,,,,,,yes
3767,INS-IS8503(P),NOS,Pedestal IS8503(P),Other,1,199.00,3,,IS8503,search,,,,,,,yes
4442,BAT-STA-SB202,PCS,Battery V20 2.0AH Lithium-ion,Electrical,1,199.00,3,,V20,search,,,,,,,yes
4105,ACC-HYU-HY-15,PCS,Hyundai Press Control,Other,1,198.00,3,,EURO-15,search,,,,,,,yes
2827,TOO-SET-W022,SET,W022 22PCS Tool Set,Power Tools,1,189.00,3,,W022,search,,,,,,,yes
3600,LOC-VIR-4115,PCS,Viro 4115 Cp Armoured Padlock,Locks & Security,1,189.00,3,,62MM-ITALY,search,,,,,,,yes
4821,ELE-PEN-DX-9260/3,PCS,Pendant Light DX-9260/3,Electrical,1,189.00,3,,DX-9260/3,search,,,,,,,yes
3734,FIR-EXT-CO2-2KG,NOS,2KG CO2 Fire Extinguisher,Safety & Workwear,1,179.00,3,,CO2,search,,,,,,,yes
3041,TOO-CUT-BOLW0121A,PCS,Bolt Cutter 900MM,Fasteners & Fixings,1,175.00,3,,W0121A,search,,,,,,,yes
4291,SHH-ROD-DX3332180,PCS,"(7'0"") Ralink Rod (casting Rod)",Fishing & Tackle,1,169.00,3,,AR20-210,search,,,,,,,yes
4620,TAP-PIL-OTO-966-15,PCS,Otosani 304 S/steel Double Pillar Swan Tap (1F1S),Plumbing,1,168.00,3,,1F1S,search,,,,,,,yes
4779,SWI-SOC-ELE-PTGY400,PCS,400MM Power Tracks (surface)-grey (GY400),Electrical,1,165.00,3,,GY400,search,,,,,,,yes
4892,ELE-LED-SOL-ISF-60W-65K,PCS,Il- Solar Floor Light -isf 60W 65K,Electrical,1,165.00,3,,65K,search,,,,,,,yes
3847,SHE-CAB-CB451A,UNIT,Cabana S/steel Shelf (satin) 350 X 130 X 75MM,Housewares,1,161.00,3,,CB451A,search,,,,,,,yes
7240,LMP-TEL-LCI-D80M7,PCS,Lci D80M7 37KWCONTACTOR,Electrical,1,160.00,3,,D80M7,search,,,,,,,yes
3923,IND-TRU-PVC-150P,PCS,150P PVC Flat-bed Trailer,Building Materials,1,159.00,3,,150P,search,,,,,,,yes
3745,SAF-SHO-NK80-07,PAIR,Neuking NK80 Black 07,Safety & Workwear,1,155.00,3,,NK80,search,,,,,,,yes
3790,SAF-SHO-NK80-06,PAIR,Neuking NK80 Black 06,Safety & Workwear,1,155.00,3,,NK80,search,,,,,,,yes
3823,SAF-SHO-NK80-09,PAIR,Neuking NK80 Black 09,Safety & Workwear,1,155.00,3,,NK80,search,,,,,,,yes
3837,FIR-EXT-EVE-9KG,PCS,Eversafe Abc Fire Extinguisher 9KGS,Safety & Workwear,1,155.00,3,,9KGS,search,,,,,,,yes
2946,DOR-SET-ATH-130,SET,Mb Armor Double Handleset,Doors & Hardware,1,152.00,3,,ATH-130/60-70MM,search,,,,,,,yes
3743,PYE-SLA-SEAL-5.0LTR,TIN,PYE Slate Seal 5.0LTR,Building Materials,1,149.00,3,,5.0LTR,search,,,,,,,yes
5015,TAP-CAB-CB1540SS,PCS,S/steel Pillar Mounted Kitchen Tap CB1540SS-BL,Plumbing,1,149.00,3,,CB1540SS-BL,search,,,,,,,yes
4030,INS-IS1216(P),PCS,Pedestal IS1216(P),Other,1,148.00,3,,IS1216,search,,,,,,,yes
2965,DC-D03-T50DC,SET,Air Brad Nailer,Power Tools,1,145.00,3,,D03-T50DC,search,,,,,,,yes
3919,HOS-GAR-SET-114253,SET,Eagle - Stackable Hose Reel Set Hose: 6150,Fishing & Tackle,1,145.00,3,,W/20M,search,,,,,,,yes
2869,"TOO-CUT-BOL-GT48""",PCS,Glotool Bolt Clipper 48,Fasteners & Fixings,1,139.00,3,Glotool,,search,,,,,,,yes
3951,LOC-ENT-EPO-H051/AC,SET,Epo Entrance Lock Set (H051/AC),Locks & Security,1,138.00,3,,H051/AC,search,,,,,,,yes
3924,JAC-STA-CNN-6TON,PAIR,China Jack Stand - 6TON,Automotive,1,136.00,3,,6TON,search,,,,,,,yes
5087,TAP-CAB-CB9114,UNIT,Cabana Two Way Tap,Plumbing,1,132.00,3,,CB9114,search,,,,,,,yes
3203,ELE-LED-FLO-SOR-25W-6500K,PCS,Ilite Solar Spotlite ILS-25W 6500K,Electrical,1,129.00,3,,ILS-25W,search,,,,,,,yes
5166,GRA-SOR-SRT6642-BL,PCS,Anti Odour Floor Trap,Plumbing,1,129.00,3,,150X150MM-BLK,search,,,,,,,yes
5320,SIN-TAP-PIL-QXY-DP-PT-7558,PCS,QXY-DP-PT-7558-1L: Double Pipe Pillar Sink Tap -single Flexible,Plumbing,1,125.00,3,,QXY-DP-PT-7558-1L,search,,,,,,,yes
3121,DOR-HIN-SGD-DH753030,PCK,"(5""X3""X3.0MMX3PCS) 4BB St. Guchi Hinges",Doors & Hardware,1,119.50,3,,X3.0MMX3PCS,search,,,,,,,yes
3032,HOS-BW14/15-1004512-26,PCS,HP Hose Black+decker,Outdoor & Garden,1,119.00,3,,BW14/15,search,,,,,,,yes
3151,X-GUN-TAC-BC-R23,PCS,Rapid Stapler,Power Tools,1,119.00,3,,GUN-R23,search,,,,,,,yes
5088,TAP-SKC-M24X3.00,SET,Skc Hand Tap M24 X 3.00,Plumbing,1,115.70,3,,M24,search,,,,,,,yes
3275,WAL-DOW-YB-K7503M/G/AB,PCS,Outdoor Gate Light YB-K7503M/G/AB,Doors & Hardware,1,109.00,3,,YB-K7503M/G/AB,search,,,,,,,yes
3417,X-FAS-SCR-ZPH-DSMHO525-BOX,BOX,Sr Zph Self Drilling Screw (1000PCS/BOX) DSM-HO525,Fasteners & Fixings,1,109.00,3,,1000PCS/BOX,search,,,,,,,yes
3444,X-LEO-SUS304-S/S-L333,PCS,Leon Sus 304 S/steel 2 Way,Power Tools,1,105.00,3,,TAP-L333,search,,,,,,,yes
5244,TAP-SKC-M22X2.50,SET,Skc Hand Tap M22 X 2.50,Plumbing,1,99.90,3,,M22,search,,,,,,,yes
3498,"FAS-SCR-CSK-1 1/4"" X 8G-BOX",BOX,Sr Csk Tapping Screw 1 1/4 X 8G (1000PCS/BOX),Fasteners & Fixings,1,99.00,3,,1000PCS/BOX,search,,,,,,,yes
4326,SHE-CAB-CB476-GM,PCS,Cabana Corner Shelf,Housewares,1,98.00,3,,SUS304,search,,,,,,,yes
4375,SHE-CAB-CB474-GM,PCS,Cabana Shelf Gm 350 X 140 X 56MM,Housewares,1,98.00,3,,SUS304,search,,,,,,,yes
5380,TAP-CAB-CB1530S-BL,PCS,Cabana S/steel 304 Pillar Mounted Kitchen Tap,Plumbing,1,98.00,3,,CAB-CB1530S-BL,search,,,,,,,yes
2966,DOR-SET-ATH-120,SET,AC Armor Double Handleset,Doors & Hardware,1,96.00,3,,ATH-120/60-70MM,search,,,,,,,yes
5276,TAP-SKC-M22X2.00,SET,Skc Hand Tap M22 X 2.00,Plumbing,1,95.70,3,,M22,search,,,,,,,yes
4264,INS-FWF04-SC,NOS,Seat & Cover,Other,1,95.00,3,,FWF04,search,,,,,,,yes
4290,SHH-REEL-HS5000,PCS,Hytac Hyperstone Reel,Fishing & Tackle,1,93.00,3,,HS5000,search,,,,,,,yes
3578,X-AMBA-155,PCS,Aimer Recessed Paper Holder (155WX165HX70D),Power Tools,1,89.00,3,,155WX165HX70D,search,,,,,,,yes
4329,SHH-REEL-VT100,PCS,Pt Pioneer Nuke Pro (9+1BB) (r/h) Casting Reel,Fishing & Tackle,1,89.00,3,,9+1BB,search,,,,,,,yes
4392,SHE-CAB-CB504A,UNIT,Cabana Glass Shelf CB504A,Building Materials,1,89.00,3,,CB504A,search,,,,,,,yes
5381,TAP-SKC-M20X1.50,SET,Skc Hand Tap M20 X 1.50,Plumbing,1,87.80,3,,M20,search,,,,,,,yes
5382,TAP-SKC-M20X2.00,SET,Skc Hand Tap M20 X 2.00,Plumbing,1,85.70,3,,M20,search,,,,,,,yes
5444,TAP-SKC-M20X2.50,SET,Skc Hand Tap M20 X 2.50,Plumbing,1,85.70,3,,M20,search,,,,,,,yes
3427,HOO-CAB-CB8003-5,UNIT,Cabana 5 Robe Hook (polish),Doors & Hardware,1,84.00,3,,CB8003-5,search,,,,,,,yes
4378,SHH-ROD-CRF200XH,PCS,Pt Pioneer Crossfire Xh (4+1BB)(R/H) Casting Reel,Fishing & Tackle,1,83.00,3,,4+1BB,search,,,,,,,yes
4458,SHH-ROD-TKKT28032S,PCS,"Torikumu Kotai Ii Medium (8'0"") Rod",Fishing & Tackle,1,82.90,3,,TK-KT2-803-2S,search,,,,,,,yes
4514,SHH-ROD-TKKT9042S,PCS,"Torikumu Kotai Med-hvy Tk-kt (9'0"") Rod (m/heavy)",Fishing & Tackle,1,81.50,3,,904-2S,search,,,,,,,yes
5647,VAL-CAB-CSK12A,UNIT,Cabana Stop Valve 1/2,Plumbing,1,81.00,3,,CSK12A,search,,,,,,,yes
4383,WEL-REG-YAM-OXY,PCS,Yamato Regulatuor - YR70 Oxygen,Welding,1,79.90,3,,YR70,search,,,,,,,yes
2789,TOO-WRE-PIP-W600C,PCS,Heavy Pipe Wrench (600MM),Hand Tools,1,79.50,3,,W600C,search,,,,,,,yes
3266,GAR-CUT-LIN-YEL-TL01,ROLL,TL01 Sq Trimmer Line (3LBS),Outdoor & Garden,1,79.50,3,,TL01,search,,,,,,,yes
5518,GUN-WUF-F75S,SET,Wufu Spray Gun (F-75S),Power Tool Accessories,1,78.90,3,,F-75S,search,,,,,,,yes
2621,LEO-SUS304-S/S-PIL-L332P,PCS,Leon Sus 304 S/steel Pillar Sink,Kitchen & Sinks,1,76.50,3,,TAP-L332P,search,,,,,,,yes
3805,X-LEO-SUS304-ABL-L103S,PCS,Leon Sus 304 Ablution,Power Tools,1,76.00,3,,TAP-L103S,search,,,,,,,yes
4454,SCI-S/STEEL-135,PCS,Confu Hair Clipper,Other,1,75.00,3,,KF-T135,search,,,,,,,yes
5667,"MAX-CRV-CAB-CUTTER-24""",PCS,Blimax Bolt Cutter - BBC600/24,Fasteners & Fixings,1,75.00,3,,BBC600/24,search,,,,,,,yes
3588,"FAS-SCR-CSK-1"" X 8G - BOX",BOX,Sr Csk Tapping Screw 1 X 8G (1000PCS/BOX),Fasteners & Fixings,1,73.90,3,,1000PCS/BOX,search,,,,,,,yes
4372,PEN-ECO100-4KG,PAIL,Eco 100 Waterproofing,Housewares,1,73.90,3,,COATING-4KG,search,,,,,,,yes
4404,WEL-REG-YAM-ACT,PCS,Yamato Regulatuor - YR71 Acetylene,Welding,1,73.90,3,,YR71,search,,,,,,,yes
4576,DOR-LOC-ATL-8300,SET,Sn/et Armor Tubular Lever Lock,Locks & Security,1,69.50,3,,ATL-8300/60-70MM,search,,,,,,,yes
5646,TAP-SKC-M18X2.00,SET,Skc Hand Tap M18 X 2.00,Plumbing,1,68.50,3,,M18,search,,,,,,,yes
4590,SHH-REEL-4400,PCS,Baitcasting Reel 19+1BB (left) Plastic PVC,Fishing & Tackle,1,68.00,3,,19+1BB,search,,,,,,,yes
5813,TAP-CAB-CB9105,UNIT,Cabana Hose Bib Tap CB9105,Plumbing,1,66.00,3,,CB9105,search,,,,,,,yes
5814,TAP-CAB-CB9106,UNIT,Cabana Bib Tap CB9106,Plumbing,1,66.00,3,,CB9106,search,,,,,,,yes
3684,"FAS-SCR-TAP-CSK-6#3""-BOX",BOX,"6 X3""CSK Self Tapping Screw-flat Head (500PCS/BOX)",Fasteners & Fixings,1,65.90,3,,500PCS/BOX,search,,,,,,,yes
2661,ELE-PEN-81219/3L-E27,PCS,Pendant Lamp Long Base 81219/3L,Lighting,1,65.00,3,,81219/3L,search,,,,,,,yes
3470,BOS-2608-690-128(1),PCS,Sds Max Pointed Chisel,Power Tool Accessories,1,63.00,3,Bosch,,search,,,,,,,yes
4710,GLA-SUC-PLA-GH201,PCS,Glass Suction Plate - 2 Suction,Building Materials,1,63.00,3,,GH201,search,,,,,,,yes
2624,TAP-SIN-CAV-CA2080,PCS,Cavallo Flex Tube Sink Tap Pillar,Kitchen & Sinks,1,62.90,3,,CA2080,search,,,,,,,yes
4727,SHH-REEL-RC6000,PCS,Lijian/romasa Fishing Reel 12 Series,Fishing & Tackle,1,62.90,3,,RC6000,search,,,,,,,yes
