source_position,source_item_code,source_uom,source_product_name,category,detected_brand,detected_model,manufacturer,brand_normalized,exact_model,manufacturer_part_number,model_suffix,model_generation,variant,finish_colour,dimensions,capacity,pack_quantity,key_configuration,source_url,source_type,primary_source_url,primary_source_type,primary_source_tier,secondary_source_url,secondary_source_type,candidate_image_asset_url,candidate_asset_url,candidate_asset_source,image_asset_status,pdf_url,pdf_page,exact_match_reasoning,sibling_variant_elimination,sibling_elimination_reasoning,conflicting_evidence,identity_confidence,image_confidence,classification,hard_failure_reason,recommended_for_visual_review,gemini_visual_review,research_notes,rights_status,rights_note,ambiguities,source_preservation_note,research_notes_file,product_name,variant_suffix,product_identity,source_tier,secondary_sources,image_source_url,image_exactness,sibling_elimination,classification_reason,hard_failure,tls_verification_issue
1525,NIE-SOC-HAN-DEE-06P-1/2-29MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042029 29MM,Electrical,Nietz,6PT,Nietz,Nietz,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Nietz Dr Deep Cr Socket (6PT) 50042029 29MM,6PT,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1526,NIP-ZIN-GRE-GRE-5L,CAN,5L Nippon Zinc Phosphate Pr Fd Grey Green,Building Materials,Nippon Paint,NOT_PRESERVED,Nippon Paint,Nippon Paint,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,5L Nippon Zinc Phosphate Pr Fd Grey Green,NOT_PRESERVED,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1527,PUM-WTR-JHP2-30,UNIT,Water Pump Complete Set JHP2-30,Pumps & Water,NOT_PRESERVED,JHP2-30,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Water Pump Complete Set JHP2-30,JHP2-30,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1528,TOO-COM-GLO-13MM,PCS,Glotool Combination Wrench 13MM,Hand Tools,Glotool,NOT_PRESERVED,Glotool,Glotool,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Glotool Combination Wrench 13MM,NOT_PRESERVED,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1529,TOO-HAM-CLA-GT21MM,PCS,Glotool Claw Hammer 21MM,Hand Tools,Glotool,NOT_PRESERVED,Glotool,Glotool,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Glotool Claw Hammer 21MM,NOT_PRESERVED,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1530,WAL-DOW-6003S/1W-BLK,PCS,Out/d Wall Light 6003 S/1W - Blk,Lighting,NOT_PRESERVED,S/1W,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Out/d Wall Light 6003 S/1W - Blk,S/1W,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1531,BOS-2608-631-013,PCS,Jigsaw Blade T118A,Power Tool Accessories,Bosch,T118A,Bosch,Bosch,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Jigsaw Blade T118A,T118A,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1532,CIMA-SD-L/200Y/36W/WH/3C,SET,36W L/surface D/light Round,Lighting,NOT_PRESERVED,SD-L/200Y,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,36W L/surface D/light Round,SD-L/200Y,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1533,ELE-CEI-LIGY007/500/96-3CL,PCS,Ceiling Light 3CLR Y-007-500-96W,Lighting,NOT_PRESERVED,3CLR,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Ceiling Light 3CLR Y-007-500-96W,3CLR,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1534,FAN-STA-OS-20SF,PCS,Osaki Commercial Stand Fan 20,Fans & Ventilation,NOT_PRESERVED,OS-20SF,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Osaki Commercial Stand Fan 20,OS-20SF,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1535,FAN-STA-PSN-F-MX405-BC,PCS,MX405-16 Stand Fan (purplish Blue),Fans & Ventilation,NOT_PRESERVED,MX405-16,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,MX405-16 Stand Fan (purplish Blue),MX405-16,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1536,"FAN-VEN-KDK-25AQM7-10""",PCS,Kdk Ventilator FAN-10 25AQM7,Fans & Ventilation,NOT_PRESERVED,FAN-10,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Kdk Ventilator FAN-10 25AQM7,FAN-10,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1537,GLU-EPO-145G,SET,Pioneer Epoxy Glue 146G X,Chemicals & Adhesives,NOT_PRESERVED,2CANS,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Pioneer Epoxy Glue 146G X,2CANS,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1538,NIE-SOC-HAN-DEE-06P-1/2-12MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042012 12MM,Electrical,Nietz,6PT,Nietz,Nietz,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Nietz Dr Deep Cr Socket (6PT) 50042012 12MM,6PT,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1539,NIE-SOC-HAN-DEE-12P-1/2-14MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045014 14MM,Electrical,Nietz,12PT,Nietz,Nietz,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Nietz Dr Deep Cr Socket (12PT) 50045014 14MM,12PT,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1540,PRO-COAT-Z388-GRY-18KG,TIN,Procoat Z388 Grey 18KG,Paint & Sundries,NOT_PRESERVED,Z388,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Procoat Z388 Grey 18KG,Z388,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1541,SHO-HAN-SWP-HS-513,SET,Hand Shower With Flexible Hose,Bathroom,NOT_PRESERVED,SWP-HS-513,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Hand Shower With Flexible Hose,SWP-HS-513,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
1542,SIN-CAB-CKS6407,PCS,Cabana Kitchen Sink Nanomagma S/steel 750MM,Kitchen & Sinks,NOT_PRESERVED,CKS6407,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,No exact authoritative evidence preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact identity and exact image evidence not preserved; fail-closed.,Sibling/variant image not substituted; unresolved distinctions remain pending.,Sibling/variant image not substituted; unresolved distinctions remain pending.,NOT_PRESERVED,0,0,PENDING,Exact identity and exact image evidence not preserved; fail-closed.,YES,YES,See Products 1501–1600 research notes.,needs_permission,Identity research only; no publication/reuse rights claimed or approved.,Exact identity and exact image evidence not preserved; fail-closed.,See Products 1501–1600 research notes.,/home/ubuntu/work/products_1501_1600_research_notes.md,Cabana Kitchen Sink Nanomagma S/steel 750MM,CKS6407,NOT_PRESERVED,UNRESOLVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Sibling/variant image not substituted; unresolved distinctions remain pending.,Exact identity and exact image evidence not preserved; fail-closed.,Exact identity and exact image evidence not preserved; fail-closed.,false
